CNN	cnn	CNN
admit	admit	admit
that	that	that
while	while	while
Trump	trump	Trump
s	s	s
comments	comment	comment
are	are	are
indeed	inde	indeed
racist	racist	racist
,	,	,
he	he	he
thinks	think	think
in	in	in
Trump	trump	Trump
s	s	s
heart	heart	heart
that	that	that
he	he	he
isn	isn	isn
t	t	t
a	a	a
white	white	white
supremacist	supremacist	supremacist
.	.	.
A	a	A
tip	tip	tip
for	for	for
any	ani	any
aspiring	aspir	aspiring
politicians	politician	politician
If	if	If
you	you	you
have	have	have
to	to	to
go	go	go
on	on	on
national	nation	national
television	televis	television
to	to	to
tepidly	tepid	tepidly
argue	argu	argue
that	that	that
deep	deep	deep
inside	insid	inside
your	your	your
candidate	candid	candidate
isn	isn	isn
t	t	t
as	as	a
racist	racist	racist
as	as	a
he	he	he
looks	look	look
,	,	,
you	you	you
ve	ve	ve
already	alreadi	already
lost	lost	lost
.	.	.
Again	again	Again
Berman	berman	Berman
holds	hold	hold
his	his	his
feet	feet	foot
to	to	to
the	the	the
fire	fire	fire
Sorry	sorri	Sorry
but	but	but
what	what	what
would	would	would
you	you	you
call	call	call
someone	someon	someone
who	who	who
makes	make	make
racist	racist	racist
statements	statement	statement
?	?	?
Everyone	everyon	Everyone
calls	call	call
them	them	them
a	a	a
racist	racist	racist
.	.	.
So	so	So
if	if	if
Donald	donald	Donald
Trump	trump	Trump
is	is	is
making	make	making
racist	racist	racist
statements	statement	statement
,	,	,
you	you	you
re	re	re
saying	say	saying
he	he	he
s	s	s
a	a	a
racist	racist	racist
!	!	!
Hahaha	hahaha	Hahaha
.	.	.
The	the	The
exchange	exchang	exchange
ends	end	end
with	with	with
Zeldin	zeldin	Zeldin
throwing	throw	throwing
up	up	up
the	the	the
last	last	last
,	,	,
most	most	most
desperate	desper	desperate
argument	argument	argument
he	he	he
and	and	and
his	his	his
party	parti	party
has	has	ha
in	in	in
their	their	their
playbook	playbook	playbook
Trump	trump	Trump
may	may	may
be	be	be
a	a	a
racist	racist	racist
,	,	,
but	but	but
Obama	obama	Obama
is	is	is
a	a	a
bigger	bigger	bigger
racist	racist	racist
.	.	.
The	the	The
look	look	look
on	on	on
the	the	the
hosts	host	host
faces	face	face
is	is	is
absolutely	absolut	absolutely
priceless	priceless	priceless
.	.	.
Watch	watch	Watch
the	the	the
full	full	full
,	,	,
cringeworthy	cringeworthi	cringeworthy
exchange	exchang	exchange
below	below	below
Featured	featur	Featured
image	imag	image
via	via	via
CNN	cnn	CNN
