Former	former	Former
.	.	.

Aiken	aiken	Aiken
may	may	may
have	have	have
been	been	been
naive	naiv	naive
,	,	,
but	but	but
at	at	at
least	least	least
he	he	he
now	now	now
admits	admit	admits
it	it	it
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Jeffrey	jeffrey	Jeffrey
A	a	A
.	.	.

Camarati	camarati	Camarati
Getty	getti	Getty
Images	imag	Images
.	.	.

