Wow	wow	Wow
,	,	,
she	she	she
said	said	said
.	.	.
Here	here	Here
s	s	s
the	the	the
video	video	video
via	via	via
YouTube	youtub	YouTube
.	.	.
The	the	The
exchange	exchang	exchange
begin	begin	begin
at	at	at
the	the	the
37	37	37
minute	minut	minute
mark	mark	mark
This	this	This
is	is	is
why	whi	why
Republicans	republican	Republicans
should	should	should
be	be	be
ousted	oust	ousted
in	in	in
2018	2018	2018
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
screenshot	screenshot	screenshot
