Wow	wow	Wow
2013	2013	2013
,	,	,
causing	caus	causing
about	about	about
half	half	half
of	of	of
the	the	the
state	state	state
s	s	s
41	41	41
abortion	abort	abortion
clinics	clinic	clinic
to	to	to
close	close	close
.	.	.

If	if	If
the	the	the
contested	contest	contested
provisions	provis	provision
take	take	take
effect	effect	effect
,	,	,
abortion	abort	abortion
rights	right	right
advocates	advoc	advocate
said	said	said
,	,	,
the	the	the
number	number	number
of	of	of
clinics	clinic	clinic
will	will	will
again	again	again
be	be	be
halved	halv	halved
.	.	.

The	the	The
Associated	associ	Associated
Press	press	Press
has	has	ha
more	more	more
details	detail	detail
The	the	The
Supreme	suprem	Supreme
Court	court	Court
order	order	order
will	will	will
remain	remain	remain
in	in	in
effect	effect	effect
at	at	at
least	least	least
until	until	until
the	the	the
court	court	court
decides	decid	decides
whether	whether	whether
to	to	to
hear	hear	hear
the	the	the
clinics	clinic	clinic
appeal	appeal	appeal
of	of	of
the	the	the
lower	lower	lower
court	court	court
ruling	rule	ruling
,	,	,
not	not	not
before	befor	before
the	the	the
fall	fall	fall
.	.	.
The	the	The
court	court	court
s	s	s
decision	decis	decision
to	to	to
block	block	block
the	the	the
regulations	regul	regulation
is	is	is
a	a	a
strong	strong	strong
indication	indic	indication
that	that	that
the	the	the
justices	justic	justice
will	will	will
hear	hear	hear
the	the	the
full	full	full
appeal	appeal	appeal
,	,	,
which	which	which
could	could	could
be	be	be
the	the	the
biggest	biggest	biggest
abortion	abort	abortion
case	case	case
at	at	at
the	the	the
Supreme	suprem	Supreme
Court	court	Court
in	in	in
nearly	near	nearly
25	25	25
years	year	year
.	.	.

The	the	The
ACLJ	aclj	ACLJ
is	is	is
mobilizing	mobil	mobilizing
all	all	all
of	of	of
our	our	our
resources	resourc	resource
to	to	to
continue	continu	continue
to	to	to
support	support	support
Texas	texa	Texas
as	as	a
it	it	it
stands	stand	stand
up	up	up
for	for	for
the	the	the
health	health	health
of	of	of
women	women	woman
and	and	and
the	the	the
lives	live	life
of	of	of
unborn	unborn	unborn
babies	babi	baby
.	.	.
At	at	At
the	the	the
Fifth	fifth	Fifth
Circuit	circuit	Circuit
,	,	,
we	we	we
filed	file	filed
an	an	an
amicus	amicus	amicus
brief	brief	brief
detailing	detail	detailing
the	the	the
dangers	danger	danger
of	of	of
unregulated	unregul	unregulated
abortion	abort	abortion
and	and	and
the	the	the
abortion	abort	abortion
industry	industri	industry
s	s	s
deceptions	decept	deception
.	.	.
We	we	We
are	are	are
preparing	prepar	preparing
to	to	to
file	file	file
briefs	brief	brief
at	at	at
the	the	the
Supreme	suprem	Supreme
Court	court	Court
to	to	to
vigorously	vigor	vigorously
defend	defend	defend
this	this	this
pro	pro	pro
-life	-life	-life
law	law	law
and	and	and
aggressively	aggress	aggressively
protect	protect	protect
the	the	the
lives	live	life
of	of	of
thousands	thousand	thousand
of	of	of
unborn	unborn	unborn
babies	babi	baby
and	and	and
women	women	woman
in	in	in
need	need	need
.	.	.
Our	our	Our
pro	pro	pro
-life	-life	-life
advocacy	advocaci	advocacy
is	is	is
vital	vital	vital
in	in	in
defending	defend	defending
the	the	the
constitutional	constitut	constitutional
rights	right	right
of	of	of
pro	pro	pro
-life	-life	-life
crisis	crisi	crisis
pregnancy	pregnanc	pregnancy
centers	center	center
,	,	,
protecting	protect	protecting
the	the	the
health	health	health
of	of	of
women	women	woman
and	and	and
children	children	child
,	,	,
and	and	and
urging	urg	urging
Congress	congress	Congress
to	to	to
be	be	be
a	a	a
voice	voic	voice
for	for	for
the	the	the
voiceless	voiceless	voiceless
.	.	.
Via	via	Via
ACLJ	aclj	ACLJ

