You	you	You
David	david	David
Frum	frum	Frum
@davidfrum	@davidfrum	@davidfrum
December	decemb	December
18	18	18
,	,	,
20161	20161	20161
Trump	trump	Trump
,	,	,
a	a	a
textbook	textbook	textbook
case	case	case
of	of	of
Narcissistic	narcissist	Narcissistic
Personality	person	Personality
Disorder	disord	Disorder
,	,	,
will	will	will
believe	believ	believe
the	the	the
lies	lie	lie
he	he	he
tells	tell	tell
,	,	,
after	after	after
he	he	he
tells	tell	tell
them	them	them
https://t.co/ZCXPUGNxtc	https://t.co/zcxpugnxtc	https://t.co/ZCXPUGNxtc
David	david	David
Frum	frum	Frum
@davidfrum	@davidfrum	@davidfrum
December	decemb	December
18	18	18
,	,	,
20162	20162	20162
Meaning	mean	Meaning
that	that	that
Trump	trump	Trump
will	will	will
live	live	live
among	among	among
ego	ego	ego
-salving	-salv	-salving
fantasies	fantasi	fantasy
a	a	a
dangerous	danger	dangerous
location	locat	location
for	for	for
a	a	a
president	presid	president
of	of	of
the	the	the
United	unit	United
States	state	States
David	david	David
Frum	frum	Frum
@davidfrum	@davidfrum	@davidfrum
December	decemb	December
18	18	18
,	,	,
20163	20163	20163
Worse	wors	Worse
,	,	,
Trump	trump	Trump
will	will	will
surround	surround	surround
himself	himself	himself
by	by	by
people	peopl	people
who	who	who
repeat	repeat	repeat
his	his	his
lies	lie	lie
back	back	back
to	to	to
him	him	him
either	either	either
a	a	a
abject	abject	abject
creatives	creativ	creatives
or	or	or
b	b	b
sinister	sinist	sinister
manipulators	manipul	manipulator
David	david	David
Frum	frum	Frum
@davidfrum	@davidfrum	@davidfrum
December	decemb	December
18	18	18
,	,	,
20164	20164	20164
Worse	wors	Worse
still	still	still
because	becaus	because
the	the	the
conservative	conserv	conservative
media	media	medium
amplify	amplifi	amplify
Trump	trump	Trump
s	s	s
lies	lie	lie
,	,	,
the	the	the
whole	whole	whole
conservative	conserv	conservative
world	world	world
will	will	will
lose	lose	lose
touch	touch	touch
with	with	with
reality	realiti	reality
David	david	David
Frum	frum	Frum
@davidfrum	@davidfrum	@davidfrum
December	decemb	December
18	18	18
,	,	,
20165	20165	20165
Encouraging	encourag	Encouraging
true	true	true
believers	believ	believer
and	and	and
compelling	compel	compelling
even	even	even
pragmatists	pragmatist	pragmatist
to	to	to
act	act	act
en	en	en
masse	mass	masse
as	as	a
if	if	if
the	the	the
lies	lie	lie
were	were	were
truth	truth	truth
.	.	.

David	david	David
Frum	frum	Frum
@davidfrum	@davidfrum	@davidfrum
December	decemb	December
18	18	18
,	,	,
20166	20166	20166
Among	among	Among
other	other	other
negative	negat	negative
consequences	consequ	consequence
,	,	,
this	this	this
will	will	will
encourage	encourag	encourage
reckless	reckless	reckless
political	polit	political
risk	risk	risk
-taking	-take	-taking
by	by	by
Republicans	republican	Republicans
in	in	in
Congress	congress	Congress
David	david	David
Frum	frum	Frum
@davidfrum	@davidfrum	@davidfrum
December	decemb	December
18	18	18
,	,	,
20167	20167	20167
It	it	It
remains	remain	remains
true	true	true
that	that	that
Republican	republican	Republican
candidates	candid	candidate
for	for	for
president	presid	president
have	have	have
won	won	won
the	the	the
national	nation	national
popular	popular	popular
vote	vote	vote
only	onli	only
once	onc	once
since	sinc	since
1988	1988	1988
1	1	1
in	in	in
7	7	7
elections	elect	election
!	!	!

David	david	David
Frum	frum	Frum
@davidfrum	@davidfrum	@davidfrum
December	decemb	December
18	18	18
,	,	,
20168	20168	20168
The	the	The
party	parti	party
s	s	s
agenda	agenda	agenda
is	is	is
not	not	not
popular	popular	popular
in	in	in
real	real	real
-life	-life	-life
.	.	.

That	that	That
would	would	would
seem	seem	seem
to	to	to
suggest	suggest	suggest
caution	caution	caution
.	.	.

David	david	David
Frum	frum	Frum
@davidfrum	@davidfrum	@davidfrum
December	decemb	December
18	18	18
,	,	,
20169	20169	20169
Instead	instead	Instead
,	,	,
it	it	it
seems	seem	seems
congressional	congression	congressional
Republicans	republican	Republicans
are	are	are
about	about	about
to	to	to
plunge	plung	plunge
ahead	ahead	ahead
as	as	a
if	if	if
the	the	the
country	countri	country
were	were	were
clamoring	clamor	clamoring
for	for	for
their	their	their
program	program	program
.	.	.

David	david	David
Frum	frum	Frum
@davidfrum	@davidfrum	@davidfrum
December	decemb	December
18	18	18
,	,	,
201610	201610	201610
Some	some	Some
congressional	congression	congressional
Republicans	republican	Republicans
surely	sure	surely
know	know	know
this	this	this
not	not	not
to	to	to
be	be	be
true	true	true
.	.	.

They	they	They
dare	dare	dare
not	not	not
act	act	act
on	on	on
that	that	that
knowledge	knowledg	knowledge
David	david	David
Frum	frum	Frum
@davidfrum	@davidfrum	@davidfrum
December	decemb	December
18	18	18
,	,	,
201611	201611	201611
In	in	In
1965	1965	1965
,	,	,
1981	1981	1981
,	,	,
2009	2009	2009
,	,	,
new	new	new
presidents	presid	president
changed	chang	changed
national	nation	national
direction	direct	direction
with	with	with
clear	clear	clear
democratic	democrat	democratic
consent	consent	consent
.	.	.

David	david	David
Frum	frum	Frum
@davidfrum	@davidfrum	@davidfrum
December	decemb	December
18	18	18
,	,	,
201612	201612	201612
2017	2017	2017
bids	bid	bid
to	to	to
be	be	be
as	as	a
activist	activist	activist
as	as	a
those	those	those
prior	prior	prior
years	year	year
but	but	but
without	without	without
the	the	the
clear	clear	clear
consent	consent	consent
.	.	.

How	how	How
will	will	will
that	that	that
end	end	end
?	?	?

Not	not	Not
well	well	well
,	,	,
I	i	I
fear	fear	fear
.	.	.
-30-	-30-	-30-
David	david	David
Frum	frum	Frum
@davidfrum	@davidfrum	@davidfrum
December	decemb	December
18	18	18
,	,	,
2016Frum	2016frum	2016Frum
is	is	is
right	right	right
and	and	and
he	he	he
knows	know	know
a	a	a
thing	thing	thing
or	or	or
two	two	two
about	about	about
propaganda	propaganda	propaganda
.	.	.

Trump	trump	Trump
has	has	ha
taken	taken	taken
his	his	his
fake	fake	fake
news	news	news
cues	cue	cue
directly	direct	directly
from	from	from
the	the	the
Kremlin	kremlin	Kremlin
and	and	and
his	his	his
supporters	support	supporter
are	are	are
believing	believ	believing
the	the	the
lies	lie	lie
.	.	.

Polls	poll	Polls
show	show	show
that	that	that
the	the	the
majority	major	majority
of	of	of
Americans	american	Americans
don	don	don
t	t	t
believe	believ	believe
the	the	the
news	news	news
media	media	medium
.	.	.

More	more	More
than	than	than
half	half	half
of	of	of
Republicans	republican	Republicans
think	think	think
Trump	trump	Trump
won	won	won
the	the	the
popular	popular	popular
vote	vote	vote
.	.	.

He	he	He
didn	didn	didn
t	t	t
.	.	.

He	he	He
lost	lost	lost
by	by	by
almost	almost	almost
3	3	3
million	million	million
votes	vote	vote
.	.	.
We	we	We
are	are	are
entering	enter	entering
a	a	a
very	veri	very
dangerous	danger	dangerous
time	time	time
.	.	.

While	while	While
people	peopl	people
lose	lose	lose
confidence	confid	confidence
in	in	in
all	all	all
our	our	our
institutions	institut	institution
,	,	,
a	a	a
demagogue	demagogu	demagogue
who	who	who
s	s	s
plagued	plagu	plagued
with	with	with
strong	strong	strong
foreign	foreign	foreign
influences	influenc	influence
and	and	and
too	too	too
many	mani	many
conflicts	conflict	conflict
of	of	of
interest	interest	interest
to	to	to
count	count	count
has	has	ha
taken	taken	taken
over	over	over
the	the	the
presidency	presid	presidency
,	,	,
all	all	all
without	without	without
the	the	the
permission	permiss	permission
of	of	of
vast	vast	vast
majority	major	majority
of	of	of
the	the	the
American	american	American
people	peopl	people
.	.	.

That	that	That
s	s	s
all	all	all
we	we	we
really	realli	really
need	need	need
to	to	to
know	know	know
about	about	about
the	the	the
incoming	incom	incoming
Trump	trump	Trump
administration	administr	administration
.	.	.
Featured	featur	Featured
image	imag	image
of	of	of
David	david	David
Frum	frum	Frum
via	via	via
Frazer	frazer	Frazer
Harrison	harrison	Harrison
Getty	getti	Getty
Images	imag	Images
Featured	featur	Featured
image	imag	image
of	of	of
Donald	donald	Donald
Trump	trump	Trump
via	via	via
Tom	tom	Tom
Pennington	pennington	Pennington
Getty	getti	Getty
Images	imag	Images
.	.	.

