Remember	rememb	Remember
2016Trump	2016trump	2016Trump
s	s	s
economic	econom	economic
plan	plan	plan
3	3	3
.	.	.
2	2	2
trillion	trillion	trillion
in	in	in
tax	tax	tax
breaks	break	break
for	for	for
millionaires	millionair	millionaire
,	,	,
cut	cut	cut
programs	program	program
for	for	for
low	low	low
-income	-incom	-income
Americans	american	Americans
.	.	.
#RNCwithBernie	#rncwithberni	#RNCwithBernie
Bernie	berni	Bernie
Sanders	sander	Sanders
@BernieSanders	@berniesand	@BernieSanders
July	juli	July
22	22	22
,	,	,
2016	2016	2016
What	what	What
a	a	a
hypocrite	hypocrit	hypocrite
!	!	!
If	if	If
Trump	trump	Trump
wants	want	want
to	to	to
fix	fix	fix
trade	trade	trade
he	he	he
can	can	can
start	start	start
by	by	by
making	make	making
his	his	his
products	product	product
in	in	in
the	the	the
US	us	US
,	,	,
not	not	not
low	low	low
-wage	-wage	-wage
countries	countri	country
abroad	abroad	abroad
.	.	.
#RNCwithBernie	#rncwithberni	#RNCwithBernie
Bernie	berni	Bernie
Sanders	sander	Sanders
@BernieSanders	@berniesand	@BernieSanders
July	juli	July
22	22	22
,	,	,
2016Fix	2016fix	2016Fix
trade	trade	trade
.	.	.
Stop	stop	Stop
manufacturing	manufactur	manufacturing
Trump	trump	Trump
shirts	shirt	shirt
in	in	in
Bangladesh	bangladesh	Bangladesh
at	at	at
30	30	30
-cents	-cent	-cents
an	an	an
hour	hour	hour
.	.	.
#RNCwithBernie	#rncwithberni	#RNCwithBernie
Bernie	berni	Bernie
Sanders	sander	Sanders
@BernieSanders	@berniesand	@BernieSanders
July	juli	July
22	22	22
,	,	,
2016	2016	2016
Fix	fix	Fix
trade	trade	trade
.	.	.
Stop	stop	Stop
manufacturing	manufactur	manufacturing
Trump	trump	Trump
ties	tie	tie
in	in	in
China	china	China
.	.	.
Bernie	berni	Bernie
Sanders	sander	Sanders
@BernieSanders	@berniesand	@BernieSanders
July	juli	July
22	22	22
,	,	,
2016Fix	2016fix	2016Fix
trade	trade	trade
.	.	.
Stop	stop	Stop
manufacturing	manufactur	manufacturing
Trump	trump	Trump
clothing	cloth	clothing
in	in	in
Mexico	mexico	Mexico
.	.	.
#RNCwithBernie	#rncwithberni	#RNCwithBernie
Bernie	berni	Bernie
Sanders	sander	Sanders
@BernieSanders	@berniesand	@BernieSanders
July	juli	July
22	22	22
,	,	,
2016	2016	2016
Citizens	citizen	Citizens
United	unit	United
is	is	is
one	one	one
of	of	of
the	the	the
worst	worst	worst
decisions	decis	decision
in	in	in
our	our	our
history	histori	history
.	.	.
Will	will	Will
Trump	trump	Trump
mention	mention	mention
it	it	it
or	or	or
is	is	is
he	he	he
too	too	too
afraid	afraid	afraid
of	of	of
the	the	the
Koch	koch	Koch
brothers	brother	brother
?	?	?
#RNCwithBernie	#rncwithberni	#RNCwithBernie
Bernie	berni	Bernie
Sanders	sander	Sanders
@BernieSanders	@berniesand	@BernieSanders
July	juli	July
22	22	22
,	,	,
2016Still	2016still	2016Still
waiting	wait	waiting
for	for	for
a	a	a
single	singl	single
word	word	word
about	about	about
covering	cover	covering
the	the	the
28	28	28
million	million	million
Americans	american	Americans
without	without	without
health	health	health
insurance	insur	insurance
.	.	.
I	i	I
guess	guess	guess
they	they	they
don	don	don
t	t	t
matter	matter	matter
much	much	much
to	to	to
Trump	trump	Trump
.	.	.
Bernie	berni	Bernie
Sanders	sander	Sanders
@BernieSanders	@berniesand	@BernieSanders
July	juli	July
22	22	22
,	,	,
2016	2016	2016
Trump	trump	Trump
I	i	I
alone	alon	alone
can	can	can
fix	fix	fix
this	this	this
.	.	.
Is	is	Is
this	this	this
guy	guy	guy
running	run	running
for	for	for
president	presid	president
or	or	or
dictator	dictat	dictator
?	?	?
#RNCwithBernie	#rncwithberni	#RNCwithBernie
Bernie	berni	Bernie
Sanders	sander	Sanders
@BernieSanders	@berniesand	@BernieSanders
July	juli	July
22	22	22
,	,	,
2016Trump	2016trump	2016Trump
I	i	I
alone	alon	alone
can	can	can
fix	fix	fix
this	this	this
.	.	.
Maybe	mayb	Maybe
he	he	he
doesn	doesn	doesn
t	t	t
understand	understand	understand
that	that	that
a	a	a
president	presid	president
has	has	ha
to	to	to
work	work	work
with	with	with
Congress	congress	Congress
.	.	.
#RNCwithBernie	#rncwithberni	#RNCwithBernie
Bernie	berni	Bernie
Sanders	sander	Sanders
@BernieSanders	@berniesand	@BernieSanders
July	juli	July
22	22	22
,	,	,
2016	2016	2016
Looks	look	Looks
like	like	like
Ted	ted	Ted
Cruz	cruz	Cruz
was	was	wa
right	right	right
about	about	about
one	one	one
thing	thing	thing
.	.	.
Trump	trump	Trump
does	doe	doe
not	not	not
understand	understand	understand
what	what	what
the	the	the
Constitution	constitut	Constitution
is	is	is
about	about	about
.	.	.
#RNCwithBernie	#rncwithberni	#RNCwithBernie
Bernie	berni	Bernie
Sanders	sander	Sanders
@BernieSanders	@berniesand	@BernieSanders
July	juli	July
22	22	22
,	,	,
2016Our	2016our	2016Our
movement	movement	movement
understands	understand	understands
that	that	that
what	what	what
we	we	we
don	don	don
t	t	t
need	need	need
is	is	is
Trump	trump	Trump
s	s	s
huge	huge	huge
tax	tax	tax
breaks	break	break
for	for	for
millionaires	millionair	millionaire
.	.	.
#RNCwithBernie	#rncwithberni	#RNCwithBernie
Bernie	berni	Bernie
Sanders	sander	Sanders
@BernieSanders	@berniesand	@BernieSanders
July	juli	July
22	22	22
,	,	,
2016	2016	2016
Trump	trump	Trump
thinks	think	think
climate	climat	climate
change	chang	change
is	is	is
a	a	a
hoax	hoax	hoax
.	.	.
My	my	My
supporters	support	supporter
understand	understand	understand
that	that	that
we	we	we
must	must	must
move	move	move
away	away	away
from	from	from
fossil	fossil	fossil
fuels	fuel	fuel
,	,	,
not	not	not
expand	expand	expand
them	them	them
.	.	.
#RNCwithBernie	#rncwithberni	#RNCwithBernie
Bernie	berni	Bernie
Sanders	sander	Sanders
@BernieSanders	@berniesand	@BernieSanders
July	juli	July
22	22	22
,	,	,
2016Will	2016will	2016Will
there	there	there
be	be	be
one	one	one
word	word	word
about	about	about
student	student	student
debt	debt	debt
or	or	or
making	make	making
college	colleg	college
affordable	afford	affordable
?	?	?
Or	or	Or
just	just	just
concerned	concern	concerned
about	about	about
more	more	more
tax	tax	tax
breaks	break	break
for	for	for
the	the	the
rich	rich	rich
?	?	?
#RNCwithBernie	#rncwithberni	#RNCwithBernie
Bernie	berni	Bernie
Sanders	sander	Sanders
@BernieSanders	@berniesand	@BernieSanders
July	juli	July
22	22	22
,	,	,
2016	2016	2016
Trump	trump	Trump
s	s	s
economic	econom	economic
plan	plan	plan
same	same	same
old	old	old
,	,	,
same	same	same
old	old	old
trickle	trickl	trickle
-down	-down	-down
economics	econom	economics
.	.	.
Pathetic	pathet	Pathetic
.	.	.
#RNCwithBernie	#rncwithberni	#RNCwithBernie
Bernie	berni	Bernie
Sanders	sander	Sanders
@BernieSanders	@berniesand	@BernieSanders
July	juli	July
22	22	22
,	,	,
2016Trump	2016trump	2016Trump
s	s	s
economic	econom	economic
plan	plan	plan
let	let	let
states	state	state
lower	lower	lower
the	the	the
federal	feder	federal
minimum	minimum	minimum
wage	wage	wage
of	of	of
7	7	7
.	.	.
25	25	25
an	an	an
hour	hour	hour
,	,	,
already	alreadi	already
a	a	a
starvation	starvat	starvation
wage	wage	wage
.	.	.
Bernie	berni	Bernie
Sanders	sander	Sanders
@BernieSanders	@berniesand	@BernieSanders
July	juli	July
22	22	22
,	,	,
2016	2016	2016
Trump	trump	Trump
s	s	s
Supreme	suprem	Supreme
Court	court	Court
nominees	nomine	nominee
would	would	would
,	,	,
like	like	like
Scalia	scalia	Scalia
,	,	,
oppose	oppos	oppose
a	a	a
woman	woman	woman
s	s	s
right	right	right
to	to	to
choose	choos	choose
,	,	,
support	support	support
Citizens	citizen	Citizens
United	unit	United
and	and	and
gut	gut	gut
the	the	the
Voting	vote	Voting
Rights	right	Rights
Act	act	Act
.	.	.
Bernie	berni	Bernie
Sanders	sander	Sanders
@BernieSanders	@berniesand	@BernieSanders
July	juli	July
22	22	22
,	,	,
2016Bernie	2016berni	2016Bernie
definitely	definit	definitely
made	made	made
it	it	it
clear	clear	clear
that	that	that
Donald	donald	Donald
Trump	trump	Trump
is	is	is
NOT	not	NOT
a	a	a
viable	viabl	viable
alternative	altern	alternative
for	for	for
his	his	his
supporters	support	supporter
to	to	to
turn	turn	turn
to	to	to
in	in	in
the	the	the
wake	wake	wake
of	of	of
his	his	his
endorsement	endors	endorsement
of	of	of
Hillary	hillari	Hillary
Clinton	clinton	Clinton
.	.	.
Sanders	sander	Sanders
understands	understand	understands
that	that	that
Trump	trump	Trump
would	would	would
be	be	be
a	a	a
disaster	disast	disaster
for	for	for
this	this	this
country	countri	country
and	and	and
going	go	going
forward	forward	forward
a	a	a
little	littl	little
by	by	by
voting	vote	voting
for	for	for
Hillary	hillari	Hillary
is	is	is
way	way	way
better	better	better
than	than	than
going	go	going
completely	complet	completely
backwards	backward	backwards
by	by	by
voting	vote	voting
for	for	for
Trump	trump	Trump
.	.	.
Oh	oh	Oh
,	,	,
and	and	and
it	it	it
s	s	s
also	also	also
pretty	pretti	pretty
clear	clear	clear
that	that	that
Sanders	sander	Sanders
kicked	kick	kicked
Trump	trump	Trump
s	s	s
ass	ass	as
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Twitter	twitter	Twitter
