Donald	donald	Donald
Trump	trump	Trump
s	s	s
campaign	campaign	campaign
is	is	is
calling	call	calling
for	for	for
anyone	anyon	anyone
and	and	and
everyone	everyon	everyone
to	to	to
answer	answer	answer
his	his	his
call	call	call
to	to	to
action	action	action
.	.	.

We	we	We
have	have	have
to	to	to
call	call	call
up	up	up
law	law	law
enforcement	enforc	enforcement
,	,	,
and	and	and
we	we	we
have	have	have
to	to	to
have	have	have
the	the	the
sheriffs	sheriff	sheriff
and	and	and
the	the	the
police	polic	police
chiefs	chief	chief
and	and	and
everybody	everybodi	everybody
watching	watch	watching
,	,	,
Trump	trump	Trump
said	said	said
on	on	on
Friday	friday	Friday
.	.	.
Calling	call	Calling
in	in	in
an	an	an
army	armi	army
of	of	of
your	your	your
supporters	support	supporter
,	,	,
who	who	who
will	will	will
likely	like	likely
have	have	have
no	no	no
legal	legal	legal
background	background	background
,	,	,
to	to	to
hang	hang	hang
out	out	out
at	at	at
the	the	the
polls	poll	poll
with	with	with
a	a	a
battalion	battalion	battalion
of	of	of
armed	arm	armed
police	polic	police
officers	offic	officer
sounds	sound	sound
far	far	far
more	more	more
like	like	like
voter	voter	voter
intimidation	intimid	intimidation
than	than	than
a	a	a
move	move	move
towards	toward	towards
ensuring	ensur	ensuring
protecting	protect	protecting
voter	voter	voter
s	s	s
rights	right	right
.	.	.

Given	given	Given
the	the	the
scenes	scene	scene
of	of	of
carnage	carnag	carnage
that	that	that
have	have	have
come	come	come
out	out	out
of	of	of
Trump	trump	Trump
s	s	s
rallies	ralli	rally
,	,	,
this	this	this
move	move	move
is	is	is
almost	almost	almost
sure	sure	sure
to	to	to
set	set	set
up	up	up
Pennsylvania	pennsylvania	Pennsylvania
s	s	s
polling	poll	polling
locations	locat	location
as	as	a
the	the	the
backdrops	backdrop	backdrop
to	to	to
a	a	a
few	few	few
riots	riot	riot
.	.	.

I	i	I
am	am	am
going	go	going
to	to	to
go	go	go
ahead	ahead	ahead
and	and	and
predict	predict	predict
that	that	that
should	should	should
events	event	event
unfold	unfold	unfold
that	that	that
way	way	way
;	;	;
it	it	it
ll	ll	ll
be	be	be
areas	area	area
with	with	with
minority	minor	minority
populations	popul	population
that	that	that
are	are	are
targeted	target	targeted
.	.	.
Trump	trump	Trump
cannot	cannot	cannot
give	give	give
any	ani	any
evidence	evid	evidence
as	as	a
to	to	to
why	whi	why
there	there	there
will	will	will
be	be	be
election	elect	election
fraud	fraud	fraud
in	in	in
Pennsylvania	pennsylvania	Pennsylvania
.	.	.

How	how	How
could	could	could
there	there	there
be	be	be
?	?	?

The	the	The
election	elect	election
hasn	hasn	hasn
t	t	t
even	even	even
occurred	occur	occurred
yet	yet	yet
.	.	.

He	he	He
is	is	is
spouting	spout	spouting
unfounded	unfound	unfounded
nonsense	nonsens	nonsense
because	becaus	because
he	he	he
is	is	is
desperate	desper	desperate
.	.	.

Like	like	Like
a	a	a
wounded	wound	wounded
animal	anim	animal
trapped	trap	trapped
in	in	in
a	a	a
corner	corner	corner
,	,	,
Trump	trump	Trump
is	is	is
flailing	flail	flailing
.	.	.

As	as	As
nice	nice	nice
as	as	a
it	it	it
is	is	is
to	to	to
see	see	see
Trump	trump	Trump
squirm	squirm	squirm
,	,	,
unfortunately	unfortun	unfortunately
,	,	,
it	it	it
is	is	is
the	the	the
people	peopl	people
of	of	of
Pennsylvania	pennsylvania	Pennsylvania
and	and	and
the	the	the
rest	rest	rest
of	of	of
the	the	the
United	unit	United
States	state	States
who	who	who
will	will	will
be	be	be
scratched	scratch	scratched
by	by	by
the	the	the
tiny	tini	tiny
nails	nail	nail
on	on	on
his	his	his
tiny	tini	tiny
hands	hand	hand
.	.	.
Featured	featur	Featured
image	imag	image
from	from	from
Jeff	jeff	Jeff
Swensen	swensen	Swensen
Getty	getti	Getty
Images	imag	Images

