Donald	donald	Donald
m	m	m
deeply	deepli	deeply
sorry	sorri	sorry
that	that	that
I	i	I
said	said	said
those	those	those
things	thing	thing
.	.	.
But	but	But
Trump	trump	Trump
didn	didn	didn
t	t	t
apologize	apolog	apologize
just	just	just
like	like	like
he	he	he
has	has	ha
never	never	never
apologized	apolog	apologized
for	for	for
any	ani	any
of	of	of
the	the	the
offensive	offens	offensive
remarks	remark	remark
he	he	he
has	has	ha
made	made	made
over	over	over
the	the	the
years	year	year
.	.	.
He	he	He
couldn	couldn	couldn
t	t	t
even	even	even
apologize	apolog	apologize
for	for	for
his	his	his
birtherism	birther	birtherism
.	.	.
That	that	That
shows	show	show
character	charact	character
,	,	,
there	there	there
s	s	s
a	a	a
character	charact	character
flaw	flaw	flaw
here	here	here
,	,	,
Bila	bila	Bila
declared	declar	declared
before	befor	before
slamming	slam	slamming
Trump	trump	Trump
s	s	s
supporters	support	supporter
for	for	for
blaming	blame	blaming
everyone	everyon	everyone
around	around	around
Trump	trump	Trump
instead	instead	instead
of	of	of
holding	hold	holding
Trump	trump	Trump
responsible	respons	responsible
for	for	for
his	his	his
own	own	own
personal	person	personal
words	word	word
and	and	and
actions	action	action
.	.	.
And	and	And
everybody	everybodi	everybody
wants	want	want
to	to	to
blame	blame	blame
his	his	his
handlers	handler	handler
and	and	and
say	say	say
,	,	,
Why	whi	Why
isn	isn	isn
t	t	t
he	he	he
being	be	being
told	told	told
,	,	,
and	and	and
I	i	I
say	say	say
,	,	,
you	you	you
know	know	know
what	what	what
,	,	,
you	you	you
re	re	re
a	a	a
grown	grown	grown
man	man	man
running	run	running
for	for	for
president	presid	president
,	,	,
you	you	you
re	re	re
responsible	respons	responsible
for	for	for
what	what	what
you	you	you
said	said	said
,	,	,
and	and	and
you	you	you
re	re	re
responsible	respons	responsible
for	for	for
owning	own	owning
up	up	up
.	.	.
And	and	And
I	i	I
don	don	don
t	t	t
care	care	care
who	who	who
your	your	your
handlers	handler	handler
are	are	are
grow	grow	grow
up	up	up
and	and	and
say	say	say
,	,	,
I	i	I
m	m	m
sorry	sorri	sorry
.	.	.
Joy	joy	Joy
Behar	behar	Behar
also	also	also
summed	sum	summed
up	up	up
Trump	trump	Trump
s	s	s
message	messag	message
.	.	.
The	the	The
message	messag	message
is	is	is
don	don	don
t	t	t
vote	vote	vote
for	for	for
me	me	me
,	,	,
she	she	she
said	said	said
.	.	.
Here	here	Here
s	s	s
the	the	the
video	video	video
via	via	via
ABC	abc	ABC
.	.	.
Donald	donald	Donald
Trump	trump	Trump
is	is	is
not	not	not
presidential	presidenti	presidential
material	materi	material
.	.	.
He	he	He
has	has	ha
no	no	no
courage	courag	courage
and	and	and
zero	zero	zero
moral	moral	moral
fiber	fiber	fiber
.	.	.
He	he	He
thinks	think	think
he	he	he
can	can	can
say	say	say
whatever	whatev	whatever
he	he	he
wants	want	want
without	without	without
consequence	consequ	consequence
and	and	and
while	while	while
that	that	that
may	may	may
be	be	be
the	the	the
case	case	case
on	on	on
a	a	a
reality	realiti	reality
show	show	show
this	this	this
is	is	is
the	the	the
political	polit	political
arena	arena	arena
he	he	he
is	is	is
in	in	in
now	now	now
.	.	.
Women	women	Women
represent	repres	represent
more	more	more
than	than	than
half	half	half
of	of	of
the	the	the
electorate	elector	electorate
,	,	,
which	which	which
makes	make	make
pissing	piss	pissing
them	them	them
off	off	off
a	a	a
very	veri	very
bad	bad	bad
idea	idea	idea
if	if	if
the	the	the
GOP	gop	GOP
hopes	hope	hope
to	to	to
stave	stave	stave
off	off	off
extinction	extinct	extinction
.	.	.
But	but	But
his	his	his
big	big	big
mouth	mouth	mouth
could	could	could
have	have	have
even	even	even
more	more	more
serious	serious	serious
repercussions	repercuss	repercussion
.	.	.
If	if	If
Trump	trump	Trump
pops	pop	pop
off	off	off
at	at	at
the	the	the
wrong	wrong	wrong
time	time	time
to	to	to
the	the	the
wrong	wrong	wrong
people	peopl	people
he	he	he
could	could	could
seriously	serious	seriously
affect	affect	affect
our	our	our
relations	relat	relation
with	with	with
other	other	other
nations	nation	nation
,	,	,
especially	especi	especially
nations	nation	nation
with	with	with
which	which	which
we	we	we
have	have	have
serious	serious	serious
tensions	tension	tension
to	to	to
work	work	work
out	out	out
.	.	.
Trump	trump	Trump
s	s	s
big	big	big
mouth	mouth	mouth
could	could	could
easily	easili	easily
sabotage	sabotag	sabotage
crucial	crucial	crucial
diplomatic	diplomat	diplomatic
negotiations	negoti	negotiation
or	or	or
piss	piss	piss
someone	someon	someone
off	off	off
enough	enough	enough
to	to	to
break	break	break
ties	tie	tie
with	with	with
us	us	u
.	.	.
We	we	We
need	need	need
international	intern	international
cooperation	cooper	cooperation
now	now	now
more	more	more
than	than	than
ever	ever	ever
,	,	,
especially	especi	especially
if	if	if
we	we	we
hope	hope	hope
to	to	to
defeat	defeat	defeat
ISIS	isi	ISIS
.	.	.
Insulting	insult	Insulting
countries	countri	country
we	we	we
need	need	need
will	will	will
not	not	not
help	help	help
us	us	u
.	.	.
And	and	And
since	sinc	since
he	he	he
can	can	can
t	t	t
even	even	even
treat	treat	treat
most	most	most
people	peopl	people
in	in	in
this	this	this
country	countri	country
with	with	with
respect	respect	respect
,	,	,
how	how	how
can	can	can
we	we	we
really	realli	really
expect	expect	expect
him	him	him
to	to	to
actually	actual	actually
respect	respect	respect
other	other	other
nations	nation	nation
?	?	?
Featured	featur	Featured
image	imag	image
via	via	via
Drew	drew	Drew
Angerer	anger	Angerer
Getty	getti	Getty
Images	imag	Images
