Wow	wow	Wow
booted	boot	booted
her	her	her
from	from	from
her	her	her
reserved	reserv	reserved
Comfort	comfort	Comfort
seat	seat	seat
which	which	which
comes	come	come
with	with	with
3	3	3
additional	addit	additional
inches	inch	inch
of	of	of
legroom	legroom	legroom
and	and	and
gave	gave	gave
it	it	it
to	to	to
another	anoth	another
passenger	passeng	passenger
.	.	.
In	in	In
a	a	a
two	two	two
-hour	-hour	-hour
tweeting	tweet	tweeting
tantrum	tantrum	tantrum
,	,	,
she	she	she
quoted	quot	quoted
her	her	her
exchange	exchang	exchange
with	with	with
a	a	a
flight	flight	flight
attendant	attend	attendant
Why	whi	Why
are	are	are
you	you	you
taking	take	taking
me	me	me
out	out	out
of	of	of
the	the	the
extra	extra	extra
room	room	room
seat	seat	seat
I	i	I
specifically	specif	specifically
booked	book	booked
?	?	?
she	she	she
asked	ask	asked
.	.	.
Their	their	Their
answer	answer	answer
,	,	,
she	she	she
said	said	said
,	,	,
was	was	wa
I	i	I
don	don	don
t	t	t
know	know	know
.	.	.
Before	befor	Before
Coulter	coulter	Coulter
posted	post	posted
a	a	a
picture	pictur	picture
of	of	of
the	the	the
woman	woman	woman
Delta	delta	Delta
gave	gave	gave
her	her	her
extra	extra	extra
-legroom	-legroom	-legroom
reserved	reserv	reserved
seat	seat	seat
to	to	to
,	,	,
she	she	she
tweeted	tweet	tweeted
this	this	this
Suckiest	suckiest	Suckiest
@Delta	@delta	@Delta
moved	move	moved
me	me	me
from	from	from
my	my	my
PRE	pre	PRE
-BOOKED	-book	-BOOKED
SEAT	seat	SEAT
gave	gave	gave
it	it	it
to	to	to
some	some	some
woman	woman	woman
,	,	,
not	not	not
elderly	elder	elderly
,	,	,
child	child	child
,	,	,
or	or	or
sick	sick	sick
.	.	.
I	i	I
have	have	have
pictures	pictur	picture
so	so	so
don	don	don
t	t	t
lie	lie	lie
,	,	,
@Delta	@delta	@Delta
!	!	!
Ann	ann	Ann
Coulter	coulter	Coulter
@AnnCoulter	@anncoult	@AnnCoulter
July	juli	July
16	16	16
,	,	,
2017But	2017but	2017But
at	at	at
least	least	least
@Delta	@delta	@Delta
was	was	wa
nice	nice	nice
it	it	it
,	,	,
summarily	summarili	summarily
snatching	snatch	snatching
my	my	my
ticket	ticket	ticket
from	from	from
my	my	my
hand	hand	hand
ordering	order	ordering
me	me	me
to	to	to
move	move	move
w	w	w
o	o	o
explanation	explan	explanation
,	,	,
compensation	compens	compensation
or	or	or
apology	apolog	apology
Ann	ann	Ann
Coulter	coulter	Coulter
@AnnCoulter	@anncoult	@AnnCoulter
July	juli	July
16	16	16
,	,	,
2017The	2017the	2017The
6	6	6
-foot-tall	-foot-tal	-foot-tall
Coulter	coulter	Coulter
,	,	,
who	who	who
is	is	is
55	55	55
,	,	,
tweeted	tweet	tweeted
a	a	a
picture	pictur	picture
of	of	of
the	the	the
woman	woman	woman
who	who	who
got	got	got
her	her	her
aisle	aisl	aisle
seat	seat	seat
on	on	on
the	the	the
flight	flight	flight
from	from	from
LaGuardia	laguardia	LaGuardia
to	to	to
Florida	florida	Florida
,	,	,
noting	note	noting
,	,	,
Delta	delta	Delta
didn	didn	didn
t	t	t
give	give	give
my	my	my
extra	extra	extra
room	room	room
seat	seat	seat
to	to	to
an	an	an
air	air	air
marshal	marshal	marshal
or	or	or
tall	tall	tall
person	person	person
.	.	.
NYP	nyp	NYP
.	.	.
@Delta	@delta	@Delta
didn	didn	didn
t	t	t
give	give	give
my	my	my
extra	extra	extra
room	room	room
seat	seat	seat
to	to	to
an	an	an
air	air	air
marshall	marshal	marshall
or	or	or
tall	tall	tall
person	person	person
.	.	.
Here	here	Here
s	s	s
the	the	the
woman	woman	woman
given	given	given
my	my	my
PRE	pre	PRE
-BOOKED	-book	-BOOKED
seat	seat	seat
pic.twitter.com/iDNB8xXXOd	pic.twitter.com/idnb8xxxod	pic.twitter.com/iDNB8xXXOd
Ann	ann	Ann
Coulter	coulter	Coulter
@AnnCoulter	@anncoult	@AnnCoulter
July	juli	July
15	15	15
,	,	,
2017The	2017the	2017The
long	long	long
-legged	-leg	-legged
Coulter	coulter	Coulter
,	,	,
who	who	who
still	still	still
appeared	appear	appeared
to	to	to
furious	furious	furious
about	about	about
Delta	delta	Delta
s	s	s
decision	decis	decision
to	to	to
boot	boot	boot
her	her	her
from	from	from
her	her	her
reserved	reserv	reserved
seat	seat	seat
with	with	with
extra	extra	extra
legroom	legroom	legroom
,	,	,
tweeted	tweet	tweeted
again	again	again
to	to	to
Delta	delta	Delta
about	about	about
the	the	the
daschund	daschund	daschund
-legged	-leg	-legged
woman	woman	woman
who	who	who
they	they	they
gave	gave	gave
her	her	her
seat	seat	seat
to	to	to
So	so	So
glad	glad	glad
I	i	I
took	took	took
time	time	time
investigate	investig	investigate
the	the	the
aircraft	aircraft	aircraft
PRE	pre	PRE
-BOOK	-book	-BOOK
a	a	a
specific	specif	specific
seat	seat	seat
on	on	on
@Delta	@delta	@Delta
,	,	,
so	so	so
some	some	some
woman	woman	woman
could	could	could
waltz	waltz	waltz
at	at	at
the	the	the
last	last	last
min	min	min
take	take	take
my	my	my
seat	seat	seat
.	.	.
Ann	ann	Ann
Coulter	coulter	Coulter
@AnnCoulter	@anncoult	@AnnCoulter
July	juli	July
15	15	15
,	,	,
2017Hey	2017hey	2017Hey
@Delta	@delta	@Delta
,	,	,
if	if	if
it	it	it
was	was	wa
so	so	so
important	import	important
for	for	for
the	the	the
dachshund	dachshund	dachshund
-legged	-leg	-legged
woman	woman	woman
to	to	to
take	take	take
my	my	my
seat	seat	seat
,	,	,
she	she	she
should	should	should
have	have	have
BOOKED	book	BOOKED
THE	the	THE
SEAT	seat	SEAT
IN	in	IN
ADVANCE	advanc	ADVANCE
.	.	.
Like	like	Like
I	i	I
did	did	did
.	.	.
Ann	ann	Ann
Coulter	coulter	Coulter
@AnnCoulter	@anncoult	@AnnCoulter
July	juli	July
16	16	16
,	,	,
2017The	2017the	2017The
sharp	sharp	sharp
-tongued	-tongu	-tongued
conservative	conserv	conservative
firebrand	firebrand	firebrand
continued	continu	continued
to	to	to
rip	rip	rip
into	into	into
Delta	delta	Delta
Airlines	airlin	Airlines
in	in	in
a	a	a
series	seri	series
of	of	of
tweets	tweet	tweet
criticizing	critic	criticizing
their	their	their
customer	custom	customer
service	servic	service
.	.	.
@Delta	@delta	@Delta
motto	motto	motto
How	how	How
can	can	can
we	we	we
make	make	make
your	your	your
flight	flight	flight
more	more	more
uncomfortable	uncomfort	uncomfortable
?	?	?
Ann	ann	Ann
Coulter	coulter	Coulter
@AnnCoulter	@anncoult	@AnnCoulter
July	juli	July
16	16	16
,	,	,
2017	2017	2017
.	.	.
@Delta	@delta	@Delta
employee	employe	employee
questionnaire	questionnair	questionnaire
What	what	What
is	is	is
your	your	your
ideal	ideal	ideal
job	job	job
Prison	prison	Prison
guard	guard	guard
?	?	?
Animal	anim	Animal
handler	handler	handler
?	?	?
Stasi	stasi	Stasi
policeman	policeman	policeman
?	?	?
All	all	All
of	of	of
the	the	the
above	abov	above
HIRED	hire	HIRED
!	!	!
Ann	ann	Ann
Coulter	coulter	Coulter
@AnnCoulter	@anncoult	@AnnCoulter
July	juli	July
16	16	16
,	,	,
2017A	2017a	2017A
Delta	delta	Delta
spokesman	spokesman	spokesman
said	said	said
it	it	it
appeared	appear	appeared
Coulter	coulter	Coulter
was	was	wa
in	in	in
the	the	the
same	same	same
extra	extra	extra
-room	-room	-room
row	row	row
,	,	,
just	just	just
in	in	in
a	a	a
different	differ	different
seat	seat	seat
.	.	.
But	but	But
he	he	he
promised	promis	promised
to	to	to
look	look	look
into	into	into
it	it	it
.	.	.
