Anyone	anyon	Anyone
refuse	refus	refuse
to	to	to
do	do	do
future	futur	future
debates	debat	debate
with	with	with
Hillary	hillari	Hillary
.	.	.
Of	of	Of
course	cours	course
,	,	,
this	this	this
is	is	is
just	just	just
a	a	a
cowardly	coward	cowardly
move	move	move
because	becaus	because
of	of	of
Trump	trump	Trump
s	s	s
abysmal	abysm	abysmal
performance	perform	performance
.	.	.

But	but	But
Giuliani	giuliani	Giuliani
is	is	is
the	the	the
Trump	trump	Trump
Spinner	spinner	Spinner
-in-Chief	-in-chief	-in-Chief
,	,	,
and	and	and
instead	instead	instead
decided	decid	decided
to	to	to
blame	blame	blame
the	the	the
fact	fact	fact
that	that	that
NBC	nbc	NBC
moderator	moder	moderator
Lester	lester	Lester
Holt	holt	Holt
actually	actual	actually
called	call	called
Trump	trump	Trump
out	out	out
on	on	on
his	his	his
lies	lie	lie
on	on	on
his	his	his
suggestion	suggest	suggestion
that	that	that
Trump	trump	Trump
should	should	should
skip	skip	skip
out	out	out
next	next	next
time	time	time
.	.	.

Giuliani	giuliani	Giuliani
whined	whine	whined
that	that	that
Holt	holt	Holt
s	s	s
fact	fact	fact
-checking	-check	-checking
was	was	wa
unfair	unfair	unfair
treatment	treatment	treatment
of	of	of
Trump	trump	Trump
,	,	,
and	and	and
therefore	therefor	therefore
if	if	if
it	it	it
were	were	were
him	him	him
,	,	,
he	he	he
wouldn	wouldn	wouldn
t	t	t
debate	debat	debate
again	again	again
without	without	without
certain	certain	certain
petty	petti	petty
,	,	,
childish	childish	childish
demands	demand	demand
being	be	being
met	met	met
If	if	If
I	i	I
were	were	were
Donald	donald	Donald
Trump	trump	Trump
,	,	,
I	i	I
wouldn	wouldn	wouldn
t	t	t
participate	particip	participate
in	in	in
another	anoth	another
debate	debat	debate
unless	unless	unless
I	i	I
was	was	wa
promised	promis	promised
the	the	the
journalist	journalist	journalist
would	would	would
act	act	act
like	like	like
a	a	a
journalist	journalist	journalist
,	,	,
and	and	and
not	not	not
an	an	an
ignorant	ignor	ignorant
fact	fact	fact
check	check	check
.	.	.

My	my	My
advice	advic	advice
would	would	would
be	be	be
the	the	the
moderator	moder	moderator
would	would	would
have	have	have
to	to	to
promise	promis	promise
they	they	they
d	d	d
be	be	be
a	a	a
moderator	moder	moderator
.	.	.

When	when	When
pressed	press	pressed
,	,	,
Giuliani	giuliani	Giuliani
refused	refus	refused
to	to	to
say	say	say
whether	whether	whether
or	or	or
not	not	not
he	he	he
would	would	would
advise	advis	advise
Trump	trump	Trump
to	to	to
find	find	find
a	a	a
way	way	way
out	out	out
of	of	of
debating	debat	debating
Hillary	hillari	Hillary
again	again	again
,	,	,
only	onli	only
that	that	that
if	if	if
it	it	it
were	were	were
him	him	him
,	,	,
it	it	it
is	is	is
what	what	what
he	he	he
would	would	would
do	do	do
.	.	.

This	this	This
is	is	is
in	in	in
direct	direct	direct
contrast	contrast	contrast
with	with	with
Trump	trump	Trump
s	s	s
campaign	campaign	campaign
manager	manag	manager
Kellyanne	kellyann	Kellyanne
Conway	conway	Conway
,	,	,
who	who	who
insists	insist	insists
Trump	trump	Trump
will	will	will
do	do	do
both	both	both
future	futur	future
debates	debat	debate
.	.	.
While	while	While
both	both	both
candidates	candid	candidate
had	had	had
nothing	noth	nothing
but	but	but
good	good	good
things	thing	thing
to	to	to
say	say	say
about	about	about
Holt	holt	Holt
s	s	s
moderation	moder	moderation
,	,	,
Giuliani	giuliani	Giuliani
lit	lit	lit
into	into	into
Holt	holt	Holt
regarding	regard	regarding
the	the	the
stop	stop	stop
and	and	and
frisk	frisk	frisk
question	question	question
,	,	,
saying	say	saying
that	that	that
the	the	the
moderator	moder	moderator
s	s	s
interference	interfer	interference
regarding	regard	regarding
the	the	the
controversial	controversi	controversial
policy	polici	policy
and	and	and
its	it	it
effects	effect	effect
on	on	on
New	new	New
York	york	York
City	citi	City
was	was	wa
outrageous	outrag	outrageous
.	.	.

However	howev	However
,	,	,
considering	consid	considering
that	that	that
Trump	trump	Trump
has	has	ha
floated	float	floated
the	the	the
idea	idea	idea
of	of	of
a	a	a
nationwide	nationwid	nationwide
stop	stop	stop
and	and	and
frisk	frisk	frisk
policy	polici	policy
,	,	,
the	the	the
discussion	discuss	discussion
on	on	on
that	that	that
subject	subject	subject
and	and	and
its	it	it
racist	racist	racist
implementation	implement	implementation
was	was	wa
perfectly	perfect	perfectly
reasonable	reason	reasonable
.	.	.

That	that	That
didn	didn	didn
t	t	t
stop	stop	stop
Giuliani	giuliani	Giuliani
from	from	from
outright	outright	outright
lying	lie	lying
in	in	in
his	his	his
rant	rant	rant
,	,	,
though	though	though
,	,	,
when	when	when
he	he	he
said	said	said
If	if	If
journalism	journal	journalism
has	has	ha
ethics	ethic	ethic
,	,	,
Lester	lester	Lester
Holt	holt	Holt
unethically	uneth	unethically
interfering	interf	interfering
in	in	in
the	the	the
area	area	area
of	of	of
law	law	law
he	he	he
knows	know	know
nothing	noth	nothing
about	about	about
.	.	.

It	it	It
is	is	is
not	not	not
unconstitutional	unconstitut	unconstitutional
and	and	and
Trump	trump	Trump
s	s	s
description	descript	description
of	of	of
that	that	that
case	case	case
was	was	wa
correct	correct	correct
.	.	.

But	but	But
,	,	,
again	again	again
,	,	,
this	this	this
is	is	is
a	a	a
lie	lie	lie
a	a	a
federal	feder	federal
judge	judg	judge
definitely	definit	definitely
ruled	rule	ruled
the	the	the
policy	polici	policy
unconstitutional	unconstitut	unconstitutional
.	.	.
At	at	At
the	the	the
end	end	end
of	of	of
the	the	the
day	day	day
,	,	,
Giuliani	giuliani	Giuliani
s	s	s
tantrum	tantrum	tantrum
is	is	is
only	onli	only
because	becaus	because
he	he	he
wants	want	want
his	his	his
candidate	candid	candidate
to	to	to
be	be	be
able	abl	able
to	to	to
lie	lie	lie
with	with	with
impunity	impun	impunity
in	in	in
front	front	front
of	of	of
millions	million	million
,	,	,
because	becaus	because
most	most	most
Trump	trump	Trump
voters	voter	voter
are	are	are
low	low	low
information	inform	information
plebes	plebe	plebe
,	,	,
or	or	or
they	they	they
simply	simpli	simply
don	don	don
t	t	t
care	care	care
about	about	about
Trump	trump	Trump
s	s	s
bigotry	bigotri	bigotry
,	,	,
lies	lie	lie
,	,	,
incompetence	incompet	incompetence
,	,	,
and	and	and
just	just	just
general	general	general
all	all	all
-around	-around	-around
douchebaggery	douchebaggeri	douchebaggery
.	.	.

However	howev	However
,	,	,
if	if	if
he	he	he
gets	get	get
called	call	called
out	out	out
on	on	on
a	a	a
debate	debat	debate
stage	stage	stage
,	,	,
it	it	it
makes	make	make
him	him	him
look	look	look
like	like	like
a	a	a
fool	fool	fool
to	to	to
undecided	undecid	undecided
voters	voter	voter
,	,	,
who	who	who
are	are	are
much	much	much
more	more	more
likely	like	likely
to	to	to
vote	vote	vote
for	for	for
Hillary	hillari	Hillary
if	if	if
they	they	they
are	are	are
going	go	going
to	to	to
leave	leav	leave
third	third	third
-party	-parti	-party
camps	camp	camp
.	.	.
If	if	If
Trump	trump	Trump
drops	drop	drop
out	out	out
of	of	of
future	futur	future
debates	debat	debate
,	,	,
he	he	he
and	and	and
his	his	his
surrogates	surrog	surrogate
will	will	will
blame	blame	blame
Lester	lester	Lester
Holt	holt	Holt
,	,	,
the	the	the
so	so	so
-called	-call	-called
liberal	liber	liberal
media	media	medium
,	,	,
and	and	and
anyone	anyon	anyone
and	and	and
anything	anyth	anything
besides	besid	besides
Trump	trump	Trump
himself	himself	himself
.	.	.

Rudy	rudi	Rudy
Giuliani	giuliani	Giuliani
is	is	is
just	just	just
laying	lay	laying
the	the	the
groundwork	groundwork	groundwork
for	for	for
that	that	that
right	right	right
now	now	now
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Alex	alex	Alex
Wong	wong	Wong
Getty	getti	Getty
Images	imag	Images

