Donald	donald	Donald
that	that	that
of	of	of
a	a	a
woman	woman	woman
screaming	scream	screaming
in	in	in
pain	pain	pain
He	he	He
didn	didn	didn
t	t	t
try	tri	try
to	to	to
throw	throw	throw
her	her	her
to	to	to
the	the	the
ground	ground	ground
.	.	.
You	you	You
look	look	look
at	at	at
Twitter	twitter	Twitter
,	,	,
people	peopl	people
think	think	think
it	it	it
s	s	s
a	a	a
total	total	total
disgrace	disgrac	disgrace
she	she	she
s	s	s
filing	file	filing
charges	charg	charge
.	.	.
I	i	I
would	would	would
just	just	just
like	like	like
to	to	to
point	point	point
out	out	out
that	that	that
this	this	this
is	is	is
typical	typic	typical
abuser	abus	abuser
behavior	behavior	behavior
.	.	.
Instead	instead	Instead
of	of	of
Trump	trump	Trump
admitting	admit	admitting
that	that	that
his	his	his
campaign	campaign	campaign
manager	manag	manager
was	was	wa
wrong	wrong	wrong
and	and	and
he	he	he
should	should	should
have	have	have
kept	kept	kept
his	his	his
hands	hand	hand
off	off	off
of	of	of
this	this	this
woman	woman	woman
,	,	,
he	he	he
is	is	is
trying	tri	trying
to	to	to
place	place	place
the	the	the
blame	blame	blame
squarely	squar	squarely
on	on	on
her	her	her
shoulders	shoulder	shoulder
.	.	.
It	it	It
s	s	s
like	like	like
when	when	when
an	an	an
abusive	abus	abusive
husband	husband	husband
punches	punch	punch
his	his	his
wife	wife	wife
in	in	in
the	the	the
face	face	face
,	,	,
then	then	then
he	he	he
and	and	and
his	his	his
buddies	buddi	buddy
say	say	say
,	,	,
Well	well	Well
,	,	,
you	you	you
shouldn	shouldn	shouldn
t	t	t
have	have	have
mouthed	mouth	mouthed
off	off	off
.	.	.
After	after	After
the	the	the
long	long	long
rant	rant	rant
about	about	about
how	how	how
Fields	field	Fields
was	was	wa
to	to	to
blame	blame	blame
for	for	for
Lewandowski	lewandowski	Lewandowski
s	s	s
actions	action	action
,	,	,
Trump	trump	Trump
said	said	said
I	i	I
m	m	m
sure	sure	sure
there	there	there
will	will	will
be	be	be
a	a	a
counter	counter	counter
-claim	-claim	-claim
coming	come	coming
down	down	down
the	the	the
line	line	line
.	.	.
Should	should	Should
I	i	I
file	file	file
charges	charg	charge
against	against	against
her	her	her
because	becaus	because
she	she	she
touched	touch	touched
my	my	my
arm	arm	arm
as	as	a
well	well	well
?	?	?
His	his	His
campaign	campaign	campaign
manager	manag	manager
did	did	did
NOT	not	NOT
just	just	just
touch	touch	touch
her	her	her
arm	arm	arm
.	.	.
He	he	He
grabbed	grab	grabbed
her	her	her
so	so	so
hard	hard	hard
that	that	that
she	she	she
was	was	wa
left	left	left
with	with	with
bruises	bruis	bruise
,	,	,
that	that	that
is	is	is
not	not	not
minor	minor	minor
,	,	,
it	it	it
is	is	is
battery	batteri	battery
and	and	and
that	that	that
s	s	s
why	whi	why
he	he	he
was	was	wa
charged	charg	charged
with	with	with
a	a	a
crime	crime	crime
.	.	.
Clearly	clear	Clearly
the	the	the
police	polic	police
believed	believ	believed
that	that	that
he	he	he
assaulted	assault	assaulted
this	this	this
reporter	report	reporter
and	and	and
it	it	it
is	is	is
disgusting	disgust	disgusting
the	the	the
Trump	trump	Trump
is	is	is
defending	defend	defending
him	him	him
.	.	.
However	howev	However
,	,	,
this	this	this
is	is	is
what	what	what
we	we	we
have	have	have
come	come	come
to	to	to
expect	expect	expect
from	from	from
the	the	the
Republican	republican	Republican
frontrunner	frontrunn	frontrunner
.	.	.
He	he	He
and	and	and
his	his	his
campaign	campaign	campaign
have	have	have
zero	zero	zero
respect	respect	respect
for	for	for
anybody	anybodi	anybody
,	,	,
especially	especi	especially
not	not	not
women	women	woman
.	.	.
Watch	watch	Watch
the	the	the
interview	interview	interview
https://www.facebook.com/GoodMorningAmerica/videos/vb.59306617060/10153518346397061/?type=2&theaterFeatured	https://www.facebook.com/goodmorningamerica/videos/vb.59306617060/10153518346397061/?type=2&theaterfeatur	https://www.facebook.com/GoodMorningAmerica/videos/vb.59306617060/10153518346397061/?type=2&theaterFeatured
image	imag	image
via	via	via
video	video	video
screenshot	screenshot	screenshot
