There	there	There
-ending	-end	-ending
obsession	obsess	obsession
to	to	to
bash	bash	bash
and	and	and
discredit	discredit	discredit
President	presid	President
Trump	trump	Trump
.	.	.

Things	thing	Things
didn	didn	didn
t	t	t
work	work	work
out	out	out
how	how	how
Behar	behar	Behar
planned	plan	planned
however	howev	however
,	,	,
when	when	when
Condoleezza	condoleezza	Condoleezza
Rice	rice	Rice
who	who	who
gave	gave	gave
Behar	behar	Behar
and	and	and
her	her	her
co	co	co
-hosts	-host	-hosts
an	an	an
education	educ	education
on	on	on
how	how	how
things	thing	thing
actually	actual	actually
work	work	work
in	in	in
government	govern	government
and	and	and
not	not	not
how	how	how
they	they	they
wished	wish	wished
they	they	they
worked	work	worked
.	.	.
This	this	This
time	time	time
around	around	around
,	,	,
it	it	it
was	was	wa
George	georg	George
.	.	.

W	w	W
.	.	.

Bush	bush	Bush
s	s	s
former	former	former
secretary	secretari	secretary
of	of	of
defense	defens	defense
Donald	donald	Donald
Rumsfeld	rumsfeld	Rumsfeld
who	who	who
appeared	appear	appeared
on	on	on
The	the	The
View	view	View
and	and	and
gave	gave	gave
dingbat	dingbat	dingbat
Joy	joy	Joy
Behar	behar	Behar
an	an	an
education	educ	education
on	on	on
how	how	how
presidents	presid	president
are	are	are
elected	elect	elected
in	in	in
the	the	the
United	unit	United
States	state	States
.	.	.
WatchWhoopi	watchwhoopi	WatchWhoopi
Goldberg	goldberg	Goldberg
asked	ask	asked
Rumsfeld	rumsfeld	Rumsfeld
if	if	if
Trump	trump	Trump
s	s	s
presidency	presid	presidency
was	was	wa
unique	uniqu	unique
to	to	to
which	which	which
he	he	he
replied	repli	replied
that	that	that
,	,	,
It	it	It
s	s	s
different	differ	different
.	.	.

Rumsfeld	rumsfeld	Rumsfeld
went	went	went
on	on	on
to	to	to
explain	explain	explain
how	how	how
President	presid	President
Trump	trump	Trump
won	won	won
in	in	in
the	the	the
primaries	primari	primary
against	against	against
some	some	some
very	veri	very
qualified	qualifi	qualified
candidates	candid	candidate
,	,	,
and	and	and
went	went	went
on	on	on
to	to	to
win	win	win
against	against	against
a	a	a
seasoned	season	seasoned
,	,	,
well	well	well
-known	-known	-known
Democrat	democrat	Democrat
Hillary	hillari	Hillary
Clinton	clinton	Clinton
.	.	.

Behar	behar	Behar
pressed	press	pressed
on	on	on
,	,	,
suggesting	suggest	suggesting
that	that	that
Trump	trump	Trump
really	realli	really
is	is	is
not	not	not
a	a	a
legitimate	legitim	legitimate
president	presid	president
because	becaus	because
he	he	he
lost	lost	lost
by	by	by
3	3	3
million	million	million
votes	vote	vote
.	.	.

Rumsfeld	rumsfeld	Rumsfeld
then	then	then
proceeded	proceed	proceeded
to	to	to
educate	educ	educate
the	the	the
loudmouth	loudmouth	loudmouth
,	,	,
emotional	emot	emotional
Joy	joy	Joy
Behar	behar	Behar
about	about	about
how	how	how
presidents	presid	president
are	are	are
elected	elect	elected
.	.	.

Rumsfeld	rumsfeld	Rumsfeld
continued	continu	continued
to	to	to
educate	educ	educate
the	the	the
rest	rest	rest
of	of	of
the	the	the
dingbats	dingbat	dingbat
on	on	on
The	the	The
View	view	View
who	who	who
insisted	insist	insisted
on	on	on
engaging	engag	engaging
in	in	in
hypotheticals	hypothet	hypothetical
when	when	when
it	it	it
comes	come	come
to	to	to
the	the	the
leftist	leftist	leftist
tin	tin	tin
-foil	-foil	-foil
hat	hat	hat
theory	theori	theory
,	,	,
that	that	that
Trump	trump	Trump
worked	work	worked
with	with	with
the	the	the
Russians	russian	Russians
to	to	to
affect	affect	affect
the	the	the
outcome	outcom	outcome
of	of	of
our	our	our
elections	elect	election
.	.	.

