Donald	donald	Donald
conscience	conscienc	conscience
on	on	on
the	the	the
convention	convent	convention
floor	floor	floor
.	.	.

Instead	instead	Instead
,	,	,
Reince	reinc	Reince
Priebus	priebus	Priebus
and	and	and
the	the	the
rest	rest	rest
of	of	of
the	the	the
party	parti	party
brass	brass	brass
refused	refus	refused
to	to	to
give	give	give
these	these	these
delegates	deleg	delegate
a	a	a
voice	voic	voice
at	at	at
all	all	all
.	.	.

Here	here	Here
is	is	is
what	what	what
Emineth	emineth	Emineth
had	had	had
to	to	to
say	say	say
I	i	I
was	was	wa
on	on	on
the	the	the
Trump	trump	Trump
finance	financ	finance
committee	committe	committee
and	and	and
I	i	I
just	just	just
resigned	resign	resigned
because	becaus	because
that	that	that
bully	bulli	bully
tactic	tactic	tactic
is	is	is
absurd	absurd	absurd
.	.	.

I	i	I
just	just	just
texted	text	texted
them	them	them
right	right	right
now	now	now
.	.	.

Why	whi	Why
can	can	can
t	t	t
the	the	the
people	peopl	people
be	be	be
heard	heard	heard
?	?	?

I	i	I
ve	ve	ve
been	been	been
texting	text	texting
Reince	reinc	Reince
for	for	for
10	10	10
minutes	minut	minute
.	.	.

He	he	He
said	said	said
we	we	we
didn	didn	didn
t	t	t
have	have	have
the	the	the
votes	vote	vote
.	.	.

We	we	We
had	had	had
10	10	10
,	,	,
1l	1l	1l
states	state	state
.	.	.

They	they	They
peeled	peel	peeled
people	peopl	people
back	back	back
.	.	.

They	they	They
were	were	were
calling	call	calling
delegations	deleg	delegation
asking	ask	asking
people	peopl	people
to	to	to
step	step	step
off	off	off
the	the	the
committee	committe	committee
.	.	.

You	you	You
don	don	don
t	t	t
do	do	do
this	this	this
in	in	in
America	america	America
.	.	.

You	you	You
do	do	do
this	this	this
in	in	in
other	other	other
countries	countri	country
.	.	.

Despite	despit	Despite
the	the	the
fact	fact	fact
that	that	that
the	the	the
delegates	deleg	delegate
had	had	had
signatures	signatur	signature
from	from	from
delegations	deleg	delegation
of	of	of
11	11	11
states	state	state
and	and	and
followed	follow	followed
the	the	the
rules	rule	rule
themselves	themselv	themselves
to	to	to
have	have	have
a	a	a
voice	voic	voice
for	for	for
the	the	the
#NeverTrump	#nevertrump	#NeverTrump
movement	movement	movement
,	,	,
they	they	they
were	were	were
still	still	still
denied	deni	denied
the	the	the
opportunity	opportun	opportunity
to	to	to
speak	speak	speak
.	.	.

So	so	So
,	,	,
in	in	in
other	other	other
words	word	word
,	,	,
the	the	the
Republican	republican	Republican
Party	parti	Party
brass	brass	brass
broke	broke	broke
their	their	their
own	own	own
rules	rule	rule
in	in	in
their	their	their
determination	determin	determination
to	to	to
crown	crown	crown
Trump	trump	Trump
the	the	the
official	offici	official
King	king	King
of	of	of
the	the	the
GOP	gop	GOP
.	.	.
Granted	grant	Granted
,	,	,
the	the	the
#NeverTrump	#nevertrump	#NeverTrump
people	peopl	people
don	don	don
t	t	t
even	even	even
have	have	have
anyone	anyon	anyone
to	to	to
replace	replac	replace
Trump	trump	Trump
even	even	even
if	if	if
their	their	their
efforts	effort	effort
were	were	were
to	to	to
succeed	succeed	succeed
.	.	.

It	it	It
s	s	s
the	the	the
principle	principl	principle
of	of	of
the	the	the
thing	thing	thing
the	the	the
party	parti	party
brass	brass	brass
that	that	that
fell	fell	fell
in	in	in
line	line	line
behind	behind	behind
the	the	the
literal	liter	literal
fascist	fascist	fascist
that	that	that
is	is	is
now	now	now
their	their	their
standard	standard	standard
-bearer	-bearer	-bearer
and	and	and
a	a	a
danger	danger	danger
to	to	to
their	their	their
nation	nation	nation
have	have	have
no	no	no
principles	principl	principle
,	,	,
and	and	and
they	they	they
don	don	don
t	t	t
want	want	want
to	to	to
give	give	give
a	a	a
voice	voic	voice
to	to	to
those	those	those
in	in	in
their	their	their
party	parti	party
who	who	who
do	do	do
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Chip	chip	Chip
Somodevilla	somodevilla	Somodevilla
Getty	getti	Getty
Images	imag	Images

