You	you	You
a	a	a
good	good	good
thing	thing	thing
when	when	when
it	it	it
s	s	s
something	someth	something
that	that	that
Bannon	bannon	Bannon
himself	himself	himself
described	describ	described
Breitbart	breitbart	Breitbart
as	as	a
the	the	the
platform	platform	platform
for	for	for
the	the	the
alt	alt	alt
-right	-right	-right
,	,	,
a	a	a
term	term	term
used	use	used
to	to	to
describe	describ	describe
white	white	white
supremacists	supremacist	supremacist
who	who	who
took	took	took
a	a	a
day	day	day
off	off	off
of	of	of
abusing	abus	abusing
methamphetamines	methamphetamin	methamphetamine
to	to	to
throw	throw	throw
on	on	on
a	a	a
suit	suit	suit
and	and	and
complain	complain	complain
about	about	about
the	the	the
plight	plight	plight
of	of	of
white	white	white
people	peopl	people
in	in	in
a	a	a
seemingly	seem	seemingly
legitimate	legitim	legitimate
setting	set	setting
.	.	.
Nevertheless	nevertheless	Nevertheless
,	,	,
Trump	trump	Trump
says	say	say
he	he	he
would	would	would
never	never	never
have	have	have
hired	hire	hired
Bannon	bannon	Bannon
had	had	had
he	he	he
any	ani	any
indicator	indic	indicator
like	like	like
an	an	an
admission	admiss	admission
from	from	from
Bannon	bannon	Bannon
that	that	that
he	he	he
runs	run	run
a	a	a
large	larg	large
platform	platform	platform
for	for	for
white	white	white
supremacists	supremacist	supremacist
that	that	that
he	he	he
was	was	wa
alt	alt	alt
-right	-right	-right
I	i	I
ve	ve	ve
known	known	known
Steve	steve	Steve
Bannon	bannon	Bannon
a	a	a
long	long	long
time	time	time
.	.	.
If	if	If
I	i	I
thought	thought	thought
he	he	he
was	was	wa
a	a	a
racist	racist	racist
,	,	,
or	or	or
alt	alt	alt
-right	-right	-right
I	i	I
wouldn	wouldn	wouldn
t	t	t
even	even	even
think	think	think
about	about	about
hiring	hire	hiring
him	him	him
.	.	.
The	the	The
Donald	donald	Donald
says	say	say
that	that	that
he	he	he
intends	intend	intends
to	to	to
get	get	get
to	to	to
the	the	the
bottom	bottom	bottom
of	of	of
what	what	what
is	is	is
energizing	energ	energizing
the	the	the
extreme	extrem	extreme
Right	right	Right
him	him	him
and	and	and
find	find	find
out	out	out
why	whi	why
because	becaus	because
he	he	he
appeals	appeal	appeal
to	to	to
racists	racist	racist
.	.	.
Trump	trump	Trump
s	s	s
decision	decis	decision
to	to	to
appoint	appoint	appoint
a	a	a
white	white	white
nationalist	nationalist	nationalist
to	to	to
a	a	a
high	high	high
-level	-level	-level
position	posit	position
spurred	spur	spurred
AppNexus	appnexus	AppNexus
,	,	,
a	a	a
major	major	major
advertising	advertis	advertising
technology	technolog	technology
provider	provid	provider
,	,	,
to	to	to
look	look	look
into	into	into
what	what	what
sort	sort	sort
of	of	of
operation	oper	operation
Bannon	bannon	Bannon
had	had	had
birthed	birth	birthed
and	and	and
they	they	they
didn	didn	didn
t	t	t
like	like	like
what	what	what
they	they	they
found	found	found
AppNexus	appnexus	AppNexus
Inc	inc	Inc
.	.	.
,	,	,
a	a	a
major	major	major
advertising	advertis	advertising
technology	technolog	technology
provider	provid	provider
,	,	,
has	has	ha
barred	bar	barred
Breitbart	breitbart	Breitbart
News	news	News
from	from	from
using	use	using
its	it	it
ad	ad	ad
-serving	-serv	-serving
tools	tool	tool
because	becaus	because
the	the	the
conservative	conserv	conservative
online	onlin	online
publisher	publish	publisher
violated	violat	violated
its	it	it
hate	hate	hate
speech	speech	speech
rules	rule	rule
.	.	.
AppNexus	appnexus	AppNexus
scrutinized	scrutin	scrutinized
Breitbart	breitbart	Breitbart
s	s	s
website	websit	website
after	after	after
U	u	U
.	.	.
S	s	S
.	.	.
President	presid	President
-Elect	-elect	-Elect
Donald	donald	Donald
Trump	trump	Trump
tapped	tap	tapped
Steve	steve	Steve
Bannon	bannon	Bannon
,	,	,
former	former	former
executive	execut	executive
chairman	chairman	chairman
of	of	of
Breitbart	breitbart	Breitbart
,	,	,
to	to	to
be	be	be
White	white	White
House	hous	House
chief	chief	chief
strategist	strategist	strategist
last	last	last
week	week	week
.	.	.
The	the	The
digital	digit	digital
ad	ad	ad
firm	firm	firm
decided	decid	decided
the	the	the
publication	public	publication
had	had	had
breached	breach	breached
a	a	a
policy	polici	policy
against	against	against
content	content	content
that	that	that
incites	incit	incites
violence	violenc	violence
,	,	,
said	said	said
AppNexus	appnexus	AppNexus
spokesman	spokesman	spokesman
Joshua	joshua	Joshua
Zeitz	zeitz	Zeitz
.	.	.
We	we	We
did	did	did
a	a	a
human	human	human
audit	audit	audit
of	of	of
Breitbart	breitbart	Breitbart
and	and	and
determined	determin	determined
there	there	there
were	were	were
enough	enough	enough
articles	articl	article
and	and	and
headlines	headlin	headline
that	that	that
cross	cross	cross
that	that	that
line	line	line
,	,	,
using	use	using
either	either	either
coded	code	coded
or	or	or
overt	overt	overt
language	languag	language
,	,	,
he	he	he
said	said	said
.	.	.
Bloomberg	bloomberg	Bloomberg
notes	note	note
that	that	that
while	while	while
Breitbart	breitbart	Breitbart
does	doe	doe
not	not	not
buy	buy	buy
ads	ad	ad
from	from	from
AppNexus	appnexus	AppNexus
directly	direct	directly
,	,	,
the	the	the
ban	ban	ban
means	mean	mean
that	that	that
they	they	they
will	will	will
not	not	not
receive	receiv	receive
ads	ad	ad
from	from	from
the	the	the
ad	ad	ad
server	server	server
the	the	the
company	compani	company
runs	run	run
and	and	and
this	this	this
will	will	will
likely	like	likely
lower	lower	lower
the	the	the
price	price	price
of	of	of
ads	ad	ad
on	on	on
the	the	the
site	site	site
which	which	which
means	mean	mean
less	less	le
money	money	money
for	for	for
the	the	the
modern	modern	modern
day	day	day
Neo	neo	Neo
-Nazis	-nazi	-Nazis
.	.	.
Will	will	Will
more	more	more
advertising	advertis	advertising
companies	compani	company
follow	follow	follow
suit	suit	suit
?	?	?
Only	onli	Only
time	time	time
will	will	will
tell	tell	tell
but	but	but
the	the	the
pressure	pressur	pressure
is	is	is
certainly	certain	certainly
on	on	on
!	!	!
Featured	featur	Featured
image	imag	image
via	via	via
Getty	getti	Getty
Images	imag	Images
Ben	ben	Ben
Jackson	jackson	Jackson
