How	how	How
the	the	the
caucus	caucus	caucus
.	.	.
They	they	They
were	were	were
not	not	not
okay	okay	okay
with	with	with
selling	sell	selling
a	a	a
narrative	narrat	narrative
that	that	that
Marco	marco	Marco
Rubio	rubio	Rubio
was	was	wa
an	an	an
atheist	atheist	atheist
.	.	.
Cruz	cruz	Cruz
campaign	campaign	campaign
,	,	,
at	at	at
the	the	the
highest	highest	highest
levels	level	level
,	,	,
tell	tell	tell
me	me	me
that	that	that
this	this	this
was	was	wa
a	a	a
horrible	horribl	horrible
media	media	medium
baited	bait	baited
situation	situat	situation
my	my	my
words	word	word
.	.	.
They	they	They
confirm	confirm	confirm
Rubio	rubio	Rubio
praised	prais	praised
Bible	bibl	Bible
.	.	.
Ali	ali	Ali
A	a	A
.	.	.
Akbar	akbar	Akbar
@ali	@ali	@ali
February	februari	February
21	21	21
,	,	,
2016Cruz	2016cruz	2016Cruz
s	s	s
campaign	campaign	campaign
has	has	ha
since	sinc	since
frantically	frantic	frantically
walked	walk	walked
back	back	back
its	it	it
initial	initi	initial
jabs	jab	jab
at	at	at
Rubio	rubio	Rubio
,	,	,
but	but	but
it	it	it
s	s	s
clear	clear	clear
that	that	that
this	this	this
represents	repres	represents
a	a	a
defining	defin	defining
pivot	pivot	pivot
for	for	for
the	the	the
race	race	race
.	.	.
Cruz	cruz	Cruz
,	,	,
already	alreadi	already
perhaps	perhap	perhaps
the	the	the
most	most	most
underhanded	underhand	underhanded
candidate	candid	candidate
in	in	in
modern	modern	modern
politics	polit	politics
,	,	,
is	is	is
just	just	just
chomping	chomp	chomping
at	at	at
the	the	the
bit	bit	bit
to	to	to
pounce	pounc	pounce
on	on	on
Rubio	rubio	Rubio
,	,	,
his	his	his
closest	closest	closest
competitor	competitor	competitor
.	.	.
He	he	He
is	is	is
particularly	particular	particularly
interested	interest	interested
in	in	in
going	go	going
after	after	after
Rubio	rubio	Rubio
s	s	s
faith	faith	faith
,	,	,
because	becaus	because
Cruz	cruz	Cruz
s	s	s
entire	entir	entire
candidacy	candidaci	candidacy
relies	reli	relies
on	on	on
appealing	appeal	appealing
to	to	to
the	the	the
Christian	christian	Christian
Right	right	Right
.	.	.
It	it	It
s	s	s
only	onli	only
reasonable	reason	reasonable
to	to	to
suspect	suspect	suspect
Cruz	cruz	Cruz
will	will	will
continue	continu	continue
to	to	to
remind	remind	remind
his	his	his
evangelical	evangel	evangelical
followers	follow	follower
of	of	of
Rubio	rubio	Rubio
s	s	s
Catholicism	catholic	Catholicism
and	and	and
,	,	,
if	if	if
he	he	he
can	can	can
get	get	get
away	away	away
with	with	with
it	it	it
,	,	,
his	his	his
atheism	atheism	atheism
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
YouTube	youtub	YouTube
screengrab	screengrab	screengrab
