Donald	donald	Donald
officially	offici	officially
concluded	conclud	concluded
that	that	that
Trump	trump	Trump
s	s	s
proposals	propos	proposal
would	would	would
destroy	destroy	destroy
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
economy	economi	economy
and	and	and
are	are	are
completely	complet	completely
divorced	divorc	divorced
from	from	from
reality	realiti	reality
.	.	.
That	that	That
s	s	s
an	an	an
incredibly	incred	incredibly
strong	strong	strong
condemnation	condemn	condemnation
from	from	from
one	one	one
of	of	of
the	the	the
United	unit	United
States	state	States
strongest	strongest	strongest
allies	alli	ally
,	,	,
and	and	and
one	one	one
of	of	of
the	the	the
most	most	most
powerful	power	powerful
economies	economi	economy
in	in	in
the	the	the
world	world	world
,	,	,
and	and	and
according	accord	according
to	to	to
analysis	analysi	analysis
by	by	by
the	the	the
Tax	tax	Tax
Policy	polici	Policy
Center	center	Center
,	,	,
Trump	trump	Trump
s	s	s
proposals	propos	proposal
would	would	would
reduce	reduc	reduce
income	incom	income
revenue	revenu	revenue
by	by	by
2	2	2
.	.	.
6	6	6
and	and	and
5	5	5
.	.	.
9	9	9
trillion	trillion	trillion
dollars	dollar	dollar
over	over	over
the	the	the
next	next	next
10	10	10
years	year	year
.	.	.
In	in	In
September	septemb	September
,	,	,
the	the	the
economics	econom	economics
research	research	research
firm	firm	firm
Oxford	oxford	Oxford
Economics	econom	Economics
found	found	found
that	that	that
if	if	if
elected	elect	elected
president	presid	president
,	,	,
Trump	trump	Trump
s	s	s
economic	econom	economic
proposals	propos	proposal
would	would	would
cause	caus	cause
the	the	the
economy	economi	economy
to	to	to
be	be	be
1	1	1
trillion	trillion	trillion
dollars	dollar	dollar
smaller	smaller	smaller
in	in	in
the	the	the
year	year	year
2021	2021	2021
than	than	than
experts	expert	expert
are	are	are
currently	current	currently
expecting	expect	expecting
.	.	.
It	it	It
isn	isn	isn
t	t	t
particularly	particular	particularly
easy	easi	easy
for	for	for
economists	economist	economist
to	to	to
create	creat	create
a	a	a
complete	complet	complete
prediction	predict	prediction
of	of	of
what	what	what
the	the	the
future	futur	future
would	would	would
look	look	look
like	like	like
after	after	after
a	a	a
Trump	trump	Trump
administration	administr	administration
.	.	.
There	there	There
are	are	are
many	mani	many
factors	factor	factor
,	,	,
such	such	such
as	as	a
his	his	his
policies	polici	policy
regarding	regard	regarding
immigration	immigr	immigration
,	,	,
that	that	that
contribute	contribut	contribute
to	to	to
the	the	the
various	various	various
possible	possibl	possible
outcomes	outcom	outcome
.	.	.
Obviously	obvious	Obviously
,	,	,
it	it	it
s	s	s
not	not	not
yet	yet	yet
clear	clear	clear
what	what	what
policies	polici	policy
he	he	he
will	will	will
put	put	put
into	into	into
place	place	place
when	when	when
.	.	.
That	that	That
being	be	being
said	said	said
,	,	,
it	it	it
appears	appear	appears
more	more	more
and	and	and
more	more	more
to	to	to
be	be	be
a	a	a
matter	matter	matter
of	of	of
finding	find	finding
out	out	out
exactly	exact	exactly
just	just	just
how	how	how
bad	bad	bad
these	these	these
possible	possibl	possible
outcomes	outcom	outcome
are	are	are
than	than	than
a	a	a
matter	matter	matter
of	of	of
whether	whether	whether
they	they	they
re	re	re
bad	bad	bad
or	or	or
not	not	not
a	a	a
Trump	trump	Trump
presidency	presid	presidency
would	would	would
unquestionably	unquestion	unquestionably
be	be	be
an	an	an
economic	econom	economic
disaster	disast	disaster
for	for	for
the	the	the
United	unit	United
States	state	States
.	.	.
Featured	featur	Featured
image	imag	image
from	from	from
Alex	alex	Alex
Wong	wong	Wong
Getty	getti	Getty
Images	imag	Images
