Donald	donald	Donald
of	of	of
the	the	the
memos	memo	memo
Comey	comey	Comey
provided	provid	provided
him	him	him
.	.	.

pic.twitter.com/kgOip24e7m	pic.twitter.com/kgoip24e7m	pic.twitter.com/kgOip24e7m
Kenneth	kenneth	Kenneth
P	p	P
.	.	.

Vogel	vogel	Vogel
@kenvogel	@kenvogel	@kenvogel
June	june	June
9	9	9
,	,	,
2017Trump	2017trump	2017Trump
is	is	is
currently	current	currently
freaking	freak	freaking
out	out	out
over	over	over
this	this	this
,	,	,
and	and	and
his	his	his
own	own	own
personal	person	personal
lawyer	lawyer	lawyer
Marc	marc	Marc
Kasowitz	kasowitz	Kasowitz
will	will	will
be	be	be
filing	file	filing
a	a	a
complaint	complaint	complaint
about	about	about
the	the	the
leak	leak	leak
in	in	in
response	respons	response
.	.	.
In	in	In
another	anoth	another
move	move	move
that	that	that
will	will	will
leave	leav	leave
Trump	trump	Trump
tweeting	tweet	tweeting
in	in	in
anger	anger	anger
,	,	,
the	the	the
House	hous	House
Intelligence	intellig	Intelligence
Committee	committe	Committee
put	put	put
out	out	out
a	a	a
separate	separ	separate
statement	statement	statement
requesting	request	requesting
the	the	the
memo	memo	memo
and	and	and
tapes	tape	tape
,	,	,
which	which	which
Trump	trump	Trump
had	had	had
threatened	threaten	threatened
to	to	to
release	releas	release
to	to	to
get	get	get
back	back	back
at	at	at
Comey	comey	Comey
The	the	The
letter	letter	letter
demands	demand	demand
that	that	that
the	the	the
tapes	tape	tape
,	,	,
to	to	to
the	the	the
extent	extent	extent
they	they	they
exist	exist	exist
now	now	now
,	,	,
must	must	must
be	be	be
given	given	given
to	to	to
the	the	the
committee	committe	committee
by	by	by
June	june	June
23rd	23rd	23rd
.	.	.
Already	alreadi	Already
,	,	,
Trump	trump	Trump
is	is	is
sh	sh	sh
tting	tting	tting
his	his	his
pants	pant	pant
.	.	.

Earlier	earlier	Earlier
today	today	today
,	,	,
Trump	trump	Trump
accused	accus	accused
Comey	comey	Comey
of	of	of
perjury	perjuri	perjury
,	,	,
and	and	and
also	also	also
wouldn	wouldn	wouldn
t	t	t
directly	direct	directly
back	back	back
up	up	up
his	his	his
previous	previous	previous
statements	statement	statement
about	about	about
the	the	the
tapes	tape	tape
,	,	,
which	which	which
allegedly	alleg	allegedly
contain	contain	contain
his	his	his
conversations	convers	conversation
with	with	with
Comey	comey	Comey
.	.	.
Trump	trump	Trump
may	may	may
be	be	be
having	have	having
a	a	a
meltdown	meltdown	meltdown
over	over	over
this	this	this
,	,	,
but	but	but
Comey	comey	Comey
is	is	is
likely	like	likely
tickled	tickl	tickled
pink	pink	pink
that	that	that
the	the	the
committees	committe	committee
want	want	want
to	to	to
see	see	see
the	the	the
tapes	tape	tape
.	.	.

When	when	When
Trump	trump	Trump
threatened	threaten	threatened
to	to	to
release	releas	release
the	the	the
likely	like	likely
nonexistent	nonexist	nonexistent
tapes	tape	tape
,	,	,
Comey	comey	Comey
said	said	said
Lordy	lordi	Lordy
,	,	,
I	i	I
hope	hope	hope
there	there	there
are	are	are
tapes	tape	tape
.	.	.

It	it	It
s	s	s
almost	almost	almost
certain	certain	certain
that	that	that
Trump	trump	Trump
has	has	ha
been	been	been
lying	lie	lying
all	all	all
along	along	along
,	,	,
and	and	and
he	he	he
s	s	s
about	about	about
to	to	to
be	be	be
exposed	expos	exposed
in	in	in
a	a	a
truly	truli	truly
humiliating	humili	humiliating
way	way	way
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Pool	pool	Pool
Getty	getti	Getty
Images	imag	Images

