What	what	What
Friend	friend	Friend
,	,	,
reads	read	read
as	as	a
following	follow	following
Just	just	Just
wanted	want	wanted
to	to	to
let	let	let
you	you	you
know	know	know
that	that	that
Republican	republican	Republican
presidential	presidenti	presidential
candidate	candid	candidate
Dr	dr	Dr
.	.	.
Ben	ben	Ben
Carson	carson	Carson
celebrates	celebr	celebrates
his	his	his
birthday	birthday	birthday
this	this	this
week	week	week
!	!	!

Dr	dr	Dr
.	.	.
Carson	carson	Carson
is	is	is
a	a	a
strong	strong	strong
conservative	conserv	conservative
who	who	who
has	has	ha
saved	save	saved
many	mani	many
lives	live	life
during	dure	during
his	his	his
time	time	time
working	work	working
as	as	a
a	a	a
neurosurgeon	neurosurgeon	neurosurgeon
.	.	.

Please	pleas	Please
join	join	join
us	us	u
in	in	in
wishing	wish	wishing
Dr	dr	Dr
.	.	.
Ben	ben	Ben
Carson	carson	Carson
a	a	a
happy	happi	happy
birthday	birthday	birthday
and	and	and
sign	sign	sign
his	his	his
birthday	birthday	birthday
card	card	card
today	today	today
!	!	!

That	that	That
links	link	link
off	off	off
to	to	to
a	a	a
website	websit	website
from	from	from
the	the	the
NRSC	nrsc	NRSC
putting	put	putting
forward	forward	forward
a	a	a
birthday	birthday	birthday
card	card	card
for	for	for
Carson	carson	Carson
but	but	but
also	also	also
collecting	collect	collecting
email	email	email
addresses	address	address
and	and	and
soliciting	solicit	soliciting
donations	donat	donation
for	for	for
the	the	the
GOP	gop	GOP
campaign	campaign	campaign
committee	committe	committee
for	for	for
U	u	U
.	.	.
S	s	S
.	.	.
Senate	senat	Senate
Republicans	republican	Republicans
.	.	.
Carson	carson	Carson
has	has	ha
proven	proven	proven
to	to	to
be	be	be
a	a	a
prolific	prolif	prolific
fundraiser	fundrais	fundraiser
.	.	.

In	in	In
fact	fact	fact
,	,	,
Carson	carson	Carson
s	s	s
communications	communic	communication
director	director	director
Watts	watt	Watts
told	told	told
Breitbart	breitbart	Breitbart
News	news	News
in	in	in
Simi	simi	Simi
Valley	valley	Valley
,	,	,
California	california	California
at	at	at
the	the	the
Reagan	reagan	Reagan
Library	librari	Library
that	that	that
in	in	in
just	just	just
the	the	the
month	month	month
of	of	of
September	septemb	September
,	,	,
Carson	carson	Carson
has	has	ha
raised	rais	raised
5	5	5
.	.	.
5	5	5
million	million	million
in	in	in
the	the	the
first	first	first
15	15	15
days	day	day
.	.	.

We	we	We
hit	hit	hit
our	our	our
500	500	500
,	,	,
000th	000th	000th
donation	donat	donation
with	with	with
300	300	300
,	,	,
000	000	000
unique	uniqu	unique
donors	donor	donor
,	,	,
Watts	watt	Watts
told	told	told
Breitbart	breitbart	Breitbart
News	news	News
on	on	on
the	the	the
spin	spin	spin
room	room	room
floor	floor	floor
.	.	.

It	it	It
s	s	s
really	realli	really
the	the	the
grassroots	grassroot	grassroots
exploding	explod	exploding
,	,	,
as	as	a
they	they	they
re	re	re
seeing	see	seeing
the	the	the
possibility	possibl	possibility
of	of	of
an	an	an
outsider	outsid	outsider
winning	win	winning
.	.	.

Their	their	Their
efforts	effort	effort
matter	matter	matter
and	and	and
their	their	their
small	small	small
donations	donat	donation
matter	matter	matter
.	.	.

Watts	watt	Watts
told	told	told
Breitbart	breitbart	Breitbart
News	news	News
that	that	that
the	the	the
average	averag	average
donation	donat	donation
is	is	is
around	around	around
49	49	49
to	to	to
51	51	51
.	.	.

About	about	About
90	90	90
percent	percent	percent
of	of	of
our	our	our
contributors	contributor	contributor
are	are	are
under	under	under
200	200	200
,	,	,
Watts	watt	Watts
said	said	said
.	.	.
FOR	for	FOR
ENTIRE	entir	ENTIRE
STORY	stori	STORY
Matthew	matthew	Matthew
Boyle	boyl	Boyle
,	,	,
Breitbart	breitbart	Breitbart
News	news	News

