Yesterday	yesterday	Yesterday
groin	groin	groin
area	area	area
into	into	into
the	the	the
little	littl	little
girl	girl	girl
over	over	over
and	and	and
over	over	over
.	.	.

The	the	The
little	littl	little
girl	girl	girl
is	is	is
visibly	visibl	visibly
uncomfortable	uncomfort	uncomfortable
in	in	in
the	the	the
video	video	video
.	.	.

Biden	biden	Biden
can	can	can
be	be	be
seen	seen	seen
strangely	strang	strangely
stroking	stroke	stroking
the	the	the
head	head	head
and	and	and
hair	hair	hair
of	of	of
Ayotte	ayott	Ayotte
s	s	s
daughter	daughter	daughter
as	as	a
he	he	he
swears	swear	swears
Kelly	kelli	Kelly
Ayotte	ayott	Ayotte
in	in	in
the	the	the
US	us	US
Senate	senat	Senate
.	.	.
As	as	As
the	the	the
Ayotte	ayott	Ayotte
family	famili	family
attempts	attempt	attempt
to	to	to
leave	leav	leave
the	the	the
swearing	swear	swearing
-in	-in	-in
ceremony	ceremoni	ceremony
,	,	,
the	the	the
cringe	cring	cringe
-worthy	-worthi	-worthy
VP	vp	VP
pulls	pull	pull
the	the	the
little	littl	little
Ayotte	ayott	Ayotte
girl	girl	girl
back	back	back
into	into	into
him	him	him
and	and	and
leans	lean	lean
in	in	in
to	to	to
whisper	whisper	whisper
dating	date	dating
advice	advic	advice
in	in	in
her	her	her
ear	ear	ear
for	for	for
the	the	the
second	second	second
time	time	time
.	.	.

As	as	As
Joe	joe	Joe
leans	lean	lean
in	in	in
,	,	,
he	he	he
begins	begin	begin
to	to	to
stroke	stroke	stroke
her	her	her
head	head	head
with	with	with
both	both	both
hands	hand	hand
and	and	and
leans	lean	lean
down	down	down
to	to	to
kiss	kiss	kiss
the	the	the
little	littl	little
girl	girl	girl
he	he	he
just	just	just
met	met	met
on	on	on
the	the	the
head	head	head
.	.	.

Little	littl	Little
6	6	6
-yr	-yr	-yr
.	.	.

old	old	old
Kate	kate	Kate
is	is	is
clearly	clear	clearly
uncomfortable	uncomfort	uncomfortable
with	with	with
his	his	his
unwanted	unwant	unwanted
mauling	maul	mauling
.	.	.

Joe	joe	Joe
appears	appear	appears
to	to	to
be	be	be
very	veri	very
accomplished	accomplish	accomplished
at	at	at
making	make	making
small	small	small
talk	talk	talk
,	,	,
especially	especi	especially
about	about	about
his	his	his
own	own	own
young	young	young
grandchildren	grandchildren	grandchild
,	,	,
which	which	which
is	is	is
likely	like	likely
a	a	a
great	great	great
way	way	way
to	to	to
deflect	deflect	deflect
the	the	the
parent	parent	parent
s	s	s
suspicion	suspicion	suspicion
from	from	from
him	him	him
while	while	while
he	he	he
strokes	stroke	stroke
the	the	the
heads	head	head
and	and	and
bodies	bodi	body
,	,	,
young	young	young
girls	girl	girl
.	.	.

The	the	The
stroking	stroke	stroking
of	of	of
her	her	her
hair	hair	hair
and	and	and
rubbing	rub	rubbing
of	of	of
Kate	kate	Kate
s	s	s
body	bodi	body
with	with	with
his	his	his
hands	hand	hand
continues	continu	continues
for	for	for
much	much	much
too	too	too
long	long	long
before	befor	before
the	the	the
Ayotte	ayott	Ayotte
family	famili	family
finally	final	finally
exits	exit	exit
the	the	the
room	room	room
,	,	,
at	at	at
which	which	which
time	time	time
,	,	,
Biden	biden	Biden
looks	look	look
around	around	around
and	and	and
asks	ask	asks
if	if	if
anyone	anyon	anyone
else	els	else
wants	want	want
to	to	to
be	be	be
sworn	sworn	sworn
in	in	in
hopefully	hope	hopefully
,	,	,
with	with	with
young	young	young
children	children	child
in	in	in
tow	tow	tow
.	.	.
Watch	watch	Watch
Go	go	Go
HERE	here	HERE
to	to	to
see	see	see
more	more	more
cringe	cring	cringe
-worthy	-worthi	-worthy
Joe	joe	Joe
Biden	biden	Biden
videos	video	video
.	.	.
h	h	h
t	t	t
GP	gp	GP

