Remember	rememb	Remember
Did	did	Did
anyone	anyon	anyone
at	at	at
ESPN	espn	ESPN
even	even	even
consider	consid	consider
that	that	that
about	about	about
99	99	99
.	.	.
9	9	9
of	of	of
their	their	their
target	target	target
market	market	market
couldn	couldn	couldn
t	t	t
care	care	care
less	less	le
about	about	about
their	their	their
leftist	leftist	leftist
political	polit	political
propaganda	propaganda	propaganda
,	,	,
and	and	and
they	they	they
actually	actual	actually
want	want	want
read	read	read
their	their	their
articles	articl	article
or	or	or
tune	tune	tune
in	in	in
to	to	to
their	their	their
shows	show	show
because	becaus	because
they	they	they
re	re	re
interested	interest	interested
in	in	in
SPORTS	sport	SPORTS
?	?	?
From	from	From
ESPN	espn	ESPN
article	articl	article
titled	titl	titled
The	the	The
reigning	reign	reigning
champion	champion	champion
Golden	golden	Golden
State	state	State
Warriors	warrior	Warriors
addressed	address	addressed
speculation	specul	speculation
about	about	about
whether	whether	whether
they	they	they
will	will	will
make	make	make
the	the	the
traditional	tradit	traditional
visit	visit	visit
to	to	to
the	the	the
White	white	White
House	hous	House
,	,	,
saying	say	saying
they	they	they
will	will	will
make	make	make
those	those	those
decisions	decis	decision
when	when	when
and	and	and
if	if	if
necessary	necessari	necessary
.	.	.
Today	today	Today
is	is	is
all	all	all
about	about	about
celebrating	celebr	celebrating
our	our	our
championship	championship	championship
,	,	,
the	the	the
team	team	team
said	said	said
in	in	in
a	a	a
statement	statement	statement
Tuesday	tuesday	Tuesday
.	.	.
We	we	We
have	have	have
not	not	not
received	receiv	received
an	an	an
invitation	invit	invitation
to	to	to
the	the	the
White	white	White
House	hous	House
,	,	,
but	but	but
will	will	will
make	make	make
those	those	those
decisions	decis	decision
when	when	when
and	and	and
if	if	if
necessary	necessari	necessary
.	.	.
Shortly	short	Shortly
before	befor	before
the	the	the
team	team	team
issued	issu	issued
its	it	it
statement	statement	statement
,	,	,
Warriors	warrior	Warriors
owner	owner	owner
Joe	joe	Joe
Lacob	lacob	Lacob
was	was	wa
asked	ask	asked
about	about	about
a	a	a
potential	potenti	potential
White	white	White
House	hous	House
visit	visit	visit
during	dure	during
an	an	an
interview	interview	interview
with	with	with
ESPN	espn	ESPN
s	s	s
First	first	First
Take	take	Take
.	.	.
I	i	I
can	can	can
t	t	t
believe	believ	believe
we	we	we
re	re	re
getting	get	getting
this	this	this
question	question	question
already	alreadi	already
,	,	,
Lacob	lacob	Lacob
said	said	said
.	.	.
But	but	But
honestly	honest	honestly
,	,	,
that	that	that
s	s	s
something	someth	something
we	we	we
ll	ll	ll
worry	worri	worry
about	about	about
at	at	at
the	the	the
time	time	time
.	.	.
That	that	That
s	s	s
a	a	a
long	long	long
time	time	time
from	from	from
now	now	now
.	.	.
Questions	question	Questions
about	about	about
the	the	the
Warriors	warrior	Warriors
plans	plan	plan
for	for	for
a	a	a
trip	trip	trip
to	to	to
Washington	washington	Washington
,	,	,
D	d	D
.	.	.
C	c	C
.	.	.
,	,	,
arose	aros	arose
just	just	just
hours	hour	hour
after	after	after
they	they	they
won	won	won
their	their	their
second	second	second
NBA	nba	NBA
title	titl	title
in	in	in
the	the	the
last	last	last
three	three	three
years	year	year
,	,	,
when	when	when
a	a	a
CNBC	cnbc	CNBC
analyst	analyst	analyst
tweeted	tweet	tweeted
that	that	that
the	the	the
team	team	team
unanimously	unanim	unanimously
decided	decid	decided
to	to	to
skip	skip	skip
the	the	the
White	white	White
House	hous	House
visit	visit	visit
.	.	.
Most	most	Most
of	of	of
the	the	the
Warriors	warrior	Warriors
,	,	,
in	in	in
the	the	the
immediate	immedi	immediate
aftermath	aftermath	aftermath
of	of	of
their	their	their
Game	game	Game
5	5	5
victory	victori	victory
over	over	over
the	the	the
Cleveland	cleveland	Cleveland
Cavaliers	cavali	Cavaliers
,	,	,
have	have	have
not	not	not
publicly	public	publicly
commented	comment	commented
on	on	on
whether	whether	whether
they	they	they
will	will	will
make	make	make
the	the	the
trip	trip	trip
.	.	.
Veteran	veteran	Veteran
forward	forward	forward
David	david	David
West	west	West
,	,	,
who	who	who
has	has	ha
been	been	been
outspoken	outspoken	outspoken
in	in	in
his	his	his
disapproval	disapprov	disapproval
of	of	of
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
,	,	,
told	told	told
The	the	The
Undefeated	undef	Undefeated
s	s	s
Marc	marc	Marc
Spears	spear	Spears
on	on	on
Monday	monday	Monday
night	night	night
that	that	that
he	he	he
probably	probabl	probably
will	will	will
decline	declin	decline
the	the	the
opportunity	opportun	opportunity
.	.	.
I	i	I
don	don	don
t	t	t
know	know	know
.	.	.
I	i	I
probably	probabl	probably
won	won	won
t	t	t
,	,	,
West	west	West
said	said	said
.	.	.
But	but	But
I	i	I
m	m	m
going	go	going
to	to	to
enjoy	enjoy	enjoy
this	this	this
.	.	.
They	they	They
re	re	re
going	go	going
to	to	to
have	have	have
to	to	to
get	get	get
me	me	me
down	down	down
from	from	from
this	this	this
cloud	cloud	cloud
.	.	.
I	i	I
can	can	can
t	t	t
describe	describ	describe
it	it	it
.	.	.
Warriors	warrior	Warriors
coach	coach	coach
Steve	steve	Steve
Kerr	kerr	Kerr
expressed	express	expressed
his	his	his
disappointment	disappoint	disappointment
with	with	with
the	the	the
election	elect	election
results	result	result
last	last	last
November	novemb	November
,	,	,
saying	say	saying
after	after	after
the	the	the
election	elect	election
that	that	that
Trump	trump	Trump
regularly	regular	regularly
used	use	used
racist	racist	racist
,	,	,
misogynist	misogynist	misogynist
,	,	,
insulting	insult	insulting
words	word	word
during	dure	during
his	his	his
campaign	campaign	campaign
.	.	.
