Hillary	hillari	Hillary
t	t	t
come	come	come
down	down	down
to	to	to
the	the	the
meeting	meet	meeting
because	becaus	because
I	i	I
expected	expect	expected
her	her	her
to	to	to
have	have	have
a	a	a
short	short	short
meeting	meet	meeting
and	and	and
then	then	then
come	come	come
to	to	to
the	the	the
meeting	meet	meeting
.	.	.
And	and	And
so	so	so
I	i	I
went	went	went
back	back	back
up	up	up
to	to	to
the	the	the
room	room	room
and	and	and
when	when	when
I	i	I
went	went	went
back	back	back
into	into	into
the	the	the
room	room	room
and	and	and
she	she	she
was	was	wa
just	just	just
very	veri	very
,	,	,
very	veri	very
upset	upset	upset
.	.	.
She	she	She
was	was	wa
crying	cri	cry
.	.	.
And	and	And
the	the	the
thing	thing	thing
I	i	I
think	think	think
I	i	I
remember	rememb	remember
most	most	most
is	is	is
that	that	that
her	her	her
mouth	mouth	mouth
was	was	wa
all	all	all
swollen	swollen	swollen
up	up	up
.	.	.
It	it	It
was	was	wa
cut	cut	cut
.	.	.
And	and	And
she	she	she
just	just	just
told	told	told
me	me	me
.	.	.
She	she	She
started	start	started
then	then	then
telling	tell	telling
me	me	me
the	the	the
story	stori	story
of	of	of
how	how	how
he	he	he
had	had	had
just	just	just
basically	basic	basically
overtaken	overtaken	overtaken
her	her	her
and	and	and
bit	bit	bit
her	her	her
lip	lip	lip
in	in	in
order	order	order
to	to	to
keep	keep	keep
her	her	her
quiet	quiet	quiet
and	and	and
to	to	to
keep	keep	keep
her	her	her
from	from	from
trying	tri	trying
to	to	to
leave	leav	leave
or	or	or
get	get	get
away	away	away
from	from	from
him	him	him
.	.	.
And	and	And
then	then	then
she	she	she
proceeded	proceed	proceeded
to	to	to
tell	tell	tell
me	me	me
that	that	that
he	he	he
had	had	had
pushed	push	pushed
her	her	her
onto	onto	onto
the	the	the
bed	bed	bed
,	,	,
and	and	and
had	had	had
raped	rape	raped
her	her	her
.	.	.
Her	her	Her
pantyhose	pantyhos	pantyhose
were	were	were
all	all	all
ripped	rip	ripped
.	.	.
And	and	And
she	she	she
was	was	wa
just	just	just
in	in	in
a	a	a
terrible	terribl	terrible
state	state	state
.	.	.
Crying	cri	Crying
and	and	and
just	just	just
,	,	,
she	she	she
began	began	began
telling	tell	telling
me	me	me
,	,	,
you	you	you
know	know	know
,	,	,
what	what	what
had	had	had
happened	happen	happened
.	.	.
But	but	But
in	in	in
the	the	the
meantime	meantim	meantime
she	she	she
was	was	wa
starting	start	starting
to	to	to
get	get	get
her	her	her
things	thing	thing
together	togeth	together
and	and	and
she	she	she
said	said	said
we	we	we
are	are	are
leaving	leav	leaving
now	now	now
.	.	.
And	and	And
you	you	you
know	know	know
we	we	we
just	just	just
started	start	started
getting	get	getting
our	our	our
stuff	stuff	stuff
together	togeth	together
and	and	and
I	i	I
drove	drove	drove
her	her	her
home	home	home
.	.	.
Asked	ask	Asked
whether	whether	whether
Broaddrick	broaddrick	Broaddrick
s	s	s
lip	lip	lip
was	was	wa
bleeding	bleed	bleeding
,	,	,
Rogers	roger	Rogers
replied	repli	replied
,	,	,
There	there	There
were	were	were
obviously	obvious	obviously
open	open	open
spots	spot	spot
where	where	where
he	he	he
had	had	had
bitten	bitten	bitten
her	her	her
.	.	.
It	it	It
was	was	wa
open	open	open
but	but	but
not	not	not
openly	open	openly
bleeding	bleed	bleeding
.	.	.
You	you	You
know	know	know
it	it	it
was	was	wa
just	just	just
open	open	open
spots	spot	spot
on	on	on
her	her	her
lip	lip	lip
.	.	.
Read	read	Read
entire	entir	entire
story	stori	story
here	here	here
Breitbart	breitbart	Breitbart
News	news	News
