According	accord	According
at	at	at
a	a	a
press	press	press
conference	confer	conference
.	.	.
Donald	donald	Donald
Trump	trump	Trump
has	has	ha
been	been	been
with	with	with
the	the	the
most	most	most
beautiful	beauti	beautiful
women	women	woman
in	in	in
the	the	the
world	world	world
,	,	,
so	so	so
why	whi	why
would	would	would
he	he	he
need	need	need
prostitutes	prostitut	prostitute
in	in	in
Moscow	moscow	Moscow
?	?	?
To	to	To
answer	answer	answer
that	that	that
question	question	question
,	,	,
we	we	we
need	need	need
only	onli	only
look	look	look
to	to	to
a	a	a
2001	2001	2001
edition	edit	edition
of	of	of
the	the	the
Howard	howard	Howard
Stern	stern	Stern
Show	show	Show
in	in	in
which	which	which
Trump	trump	Trump
was	was	wa
reminded	remind	reminded
that	that	that
he	he	he
bragged	brag	bragged
that	that	that
he	he	he
likes	like	like
to	to	to
go	go	go
to	to	to
Russia	russia	Russia
to	to	to
have	have	have
sex	sex	sex
with	with	with
women	women	woman
because	becaus	because
they	they	they
have	have	have
no	no	no
morals	moral	moral
.	.	.
Putin	putin	Putin
says	say	say
that	that	that
Russian	russian	Russian
security	secur	security
services	servic	service
do	do	do
not	not	not
chase	chase	chase
every	everi	every
US	us	US
billionaire	billionair	billionaire
,	,	,
and	and	and
that	that	that
the	the	the
release	releas	release
of	of	of
the	the	the
documents	document	document
was	was	wa
worse	wors	worse
than	than	than
prostitutes	prostitut	prostitute
.	.	.
In	in	In
a	a	a
way	way	way
,	,	,
he	he	he
s	s	s
right	right	right
,	,	,
as	as	a
the	the	the
documents	document	document
presented	present	presented
to	to	to
both	both	both
Trump	trump	Trump
and	and	and
President	presid	President
Obama	obama	Obama
also	also	also
allege	alleg	allege
that	that	that
members	member	member
of	of	of
the	the	the
President	presid	President
-elect	-elect	-elect
s	s	s
campaign	campaign	campaign
staff	staff	staff
directly	direct	directly
worked	work	worked
with	with	with
the	the	the
Russian	russian	Russian
government	govern	government
during	dure	during
the	the	the
campaign	campaign	campaign
.	.	.
On	on	On
numerous	numer	numerous
occasions	occas	occasion
,	,	,
Trump	trump	Trump
has	has	ha
repeated	repeat	repeated
Russian	russian	Russian
propaganda	propaganda	propaganda
while	while	while
attacking	attack	attacking
U	u	U
.	.	.
S	s	S
.	.	.
intelligence	intellig	intelligence
agencies	agenc	agency
that	that	that
have	have	have
been	been	been
exposing	expos	exposing
him	him	him
for	for	for
what	what	what
he	he	he
is	is	is
and	and	and
,	,	,
of	of	of
course	cours	course
,	,	,
has	has	ha
directly	direct	directly
quoted	quot	quoted
Putin	putin	Putin
a	a	a
man	man	man
whom	whom	whom
Trump	trump	Trump
says	say	say
is	is	is
very	veri	very
smart	smart	smart
while	while	while
hurling	hurl	hurling
barbs	barb	barb
at	at	at
Hillary	hillari	Hillary
Clinton	clinton	Clinton
.	.	.
Trump	trump	Trump
and	and	and
Putin	putin	Putin
have	have	have
been	been	been
screaming	scream	screaming
about	about	about
the	the	the
fake	fake	fake
news	news	news
release	releas	release
of	of	of
actual	actual	actual
documents	document	document
that	that	that
actual	actual	actual
intelligence	intellig	intelligence
agencies	agenc	agency
are	are	are
in	in	in
possession	possess	possession
of	of	of
,	,	,
but	but	but
the	the	the
BBC	bbc	BBC
reported	report	reported
recently	recent	recently
that	that	that
the	the	the
whole	whole	whole
pissing	piss	pissing
Russian	russian	Russian
ladies	ladi	lady
thing	thing	thing
is	is	is
just	just	just
the	the	the
tip	tip	tip
of	of	of
the	the	the
iceberg	iceberg	iceberg
.	.	.
Correspondent	correspond	Correspondent
Paul	paul	Paul
Wood	wood	Wood
revealed	reveal	revealed
last	last	last
week	week	week
that	that	that
at	at	at
least	least	least
four	four	four
sources	sourc	source
have	have	have
confirmed	confirm	confirmed
the	the	the
information	inform	information
,	,	,
with	with	with
one	one	one
U	u	U
.	.	.
S	s	S
.	.	.
intelligence	intellig	intelligence
source	sourc	source
informing	inform	informing
him	him	him
that	that	that
there	there	there
is	is	is
audio	audio	audio
and	and	and
video	video	video
of	of	of
The	the	The
Donald	donald	Donald
s	s	s
escapades	escapad	escapade
,	,	,
and	and	and
an	an	an
Israeli	isra	Israeli
news	news	news
source	sourc	source
reports	report	report
that	that	that
the	the	the
country	countri	country
s	s	s
spies	spi	spy
have	have	have
been	been	been
warned	warn	warned
against	against	against
sharing	share	sharing
information	inform	information
with	with	with
the	the	the
United	unit	United
States	state	States
for	for	for
fear	fear	fear
that	that	that
Trump	trump	Trump
will	will	will
relay	relay	relay
it	it	it
to	to	to
Putin	putin	Putin
.	.	.
Putin	putin	Putin
and	and	and
Trump	trump	Trump
s	s	s
bromance	bromanc	bromance
is	is	is
disconcerting	disconcert	disconcerting
at	at	at
best	best	best
especially	especi	especially
when	when	when
more	more	more
than	than	than
a	a	a
baker	baker	baker
s	s	s
dozen	dozen	dozen
intelligence	intellig	intelligence
agencies	agenc	agency
have	have	have
confirmed	confirm	confirmed
that	that	that
the	the	the
man	man	man
who	who	who
stood	stood	stood
up	up	up
to	to	to
join	join	join
Trump	trump	Trump
in	in	in
his	his	his
attacks	attack	attack
on	on	on
our	our	our
intelligence	intellig	intelligence
agencies	agenc	agency
has	has	ha
been	been	been
confirmed	confirm	confirmed
to	to	to
have	have	have
interfered	interf	interfered
in	in	in
our	our	our
election	elect	election
.	.	.
Watch	watch	Watch
it	it	it
below	below	below
Featured	featur	Featured
image	imag	image
via	via	via
Getty	getti	Getty
Images	imag	Images
