Amateur	amateur	Amateur
uncontrolled	uncontrol	uncontrolled
pollution	pollut	pollution
of	of	of
these	these	these
critical	critic	critical
water	water	water
resources	resourc	resource
.	.	.
It	it	It
could	could	could
also	also	also
harm	harm	harm
the	the	the
competitiveness	competit	competitiveness
of	of	of
our	our	our
state	state	state
economies	economi	economy
by	by	by
forcing	forc	forcing
us	us	u
to	to	to
spend	spend	spend
more	more	more
to	to	to
clean	clean	clean
up	up	up
the	the	the
pollution	pollut	pollution
of	of	of
deregulated	deregul	deregulated
waters	water	water
coming	come	coming
from	from	from
upstream	upstream	upstream
states	state	state
that	that	that
refuse	refus	refuse
to	to	to
control	control	control
such	such	such
pollution	pollut	pollution
,	,	,
they	they	they
added	ad	added
in	in	in
the	the	the
statement	statement	statement
.	.	.
As	as	As
for	for	for
Scott	scott	Scott
Pruitt	pruitt	Pruitt
,	,	,
Trump	trump	Trump
s	s	s
pick	pick	pick
as	as	a
Environmental	environment	Environmental
Protection	protect	Protection
Agency	agenc	Agency
Administrator	administr	Administrator
,	,	,
it	it	it
was	was	wa
recently	recent	recently
revealed	reveal	revealed
that	that	that
he	he	he
used	use	used
a	a	a
private	privat	private
email	email	email
to	to	to
conduct	conduct	conduct
state	state	state
business	busi	business
while	while	while
he	he	he
was	was	wa
attorney	attorney	attorney
general	general	general
in	in	in
Oklahoma	oklahoma	Oklahoma
and	and	and
lied	lie	lied
about	about	about
it	it	it
under	under	under
oath	oath	oath
.	.	.
Trump	trump	Trump
picked	pick	picked
a	a	a
man	man	man
to	to	to
head	head	head
the	the	the
EPA	epa	EPA
who	who	who
previously	previous	previously
wait	wait	wait
for	for	for
it	it	it
sued	su	sued
the	the	the
EPA	epa	EPA
13	13	13
times	time	time
.	.	.
Trump	trump	Trump
and	and	and
Pruitt	pruitt	Pruitt
are	are	are
dangerous	danger	dangerous
for	for	for
our	our	our
environment	environ	environment
.	.	.
Photo	photo	Photo
by	by	by
Mario	mario	Mario
Tama	tama	Tama
Getty	getti	Getty
Images	imag	Images
.	.	.
