Donald	donald	Donald
telling	tell	telling
aides	aid	aide
that	that	that
Sessions	session	Sessions
shouldn	shouldn	shouldn
t	t	t
have	have	have
recused	recus	recused
himself	himself	himself
Robert	robert	Robert
Costa	costa	Costa
@costareports	@costareport	@costareports
March	march	March
4	4	4
,	,	,
2017President	2017presid	2017President
remarked	remark	remarked
to	to	to
staff	staff	staff
that	that	that
Sessions	session	Sessions
WH	wh	WH
DOJ	doj	DOJ
should	should	should
have	have	have
done	done	done
more	more	more
to	to	to
counter	counter	counter
Sessions	session	Sessions
story	stori	story
,	,	,
that	that	that
it	it	it
was	was	wa
bull	bull	bull
,	,	,
per	per	per
aides	aid	aide
familiar	familiar	familiar
Robert	robert	Robert
Costa	costa	Costa
@costareports	@costareport	@costareports
March	march	March
4	4	4
,	,	,
2017According	2017accord	2017According
to	to	to
ABC	abc	ABC
News	news	News
,	,	,
Trump	trump	Trump
went	went	went
absolutely	absolut	absolutely
ballistic	ballist	ballistic
when	when	when
he	he	he
found	found	found
out	out	out
that	that	that
Sessions	session	Sessions
was	was	wa
going	go	going
to	to	to
recuse	recus	recuse
himself	himself	himself
.	.	.
Before	befor	Before
leaving	leav	leaving
for	for	for
Mar	mar	Mar
-a-Lago	-a-lago	-a-Lago
yesterday	yesterday	yesterday
,	,	,
Pres	pres	Pres
.	.	.

Trump	trump	Trump
summoned	summon	summoned
some	some	some
senior	senior	senior
staff	staff	staff
to	to	to
the	the	the
Oval	oval	Oval
Office	offic	Office
and	and	and
went	went	went
ballistic	ballist	ballistic
,	,	,
sources	sourc	source
tell	tell	tell
@ABC	@abc	@ABC
.	.	.

Evan	evan	Evan
McMurry	mcmurri	McMurry
@evanmcmurry	@evanmcmurri	@evanmcmurry
March	march	March
4	4	4
,	,	,
2017Trump	2017trump	2017Trump
expressed	express	expressed
his	his	his
full	full	full
support	support	support
of	of	of
Sessions	session	Sessions
just	just	just
hours	hour	hour
before	befor	before
the	the	the
attorney	attorney	attorney
general	general	general
announced	announc	announced
that	that	that
he	he	he
was	was	wa
recusing	recus	recusing
himself	himself	himself
from	from	from
the	the	the
investigation	investig	investigation
.	.	.

Trump	trump	Trump
has	has	ha
defended	defend	defended
Sessions	session	Sessions
unwaveringly	unwav	unwaveringly
and	and	and
continues	continu	continues
to	to	to
dismiss	dismiss	dismiss
the	the	the
accusations	accus	accusation
against	against	against
him	him	him
.	.	.
Trump	trump	Trump
s	s	s
reaction	reaction	reaction
isn	isn	isn
t	t	t
exactly	exact	exactly
surprising	surpris	surprising
.	.	.

At	at	At
this	this	this
point	point	point
,	,	,
more	more	more
people	peopl	people
close	close	close
to	to	to
him	him	him
have	have	have
met	met	met
with	with	with
Russia	russia	Russia
and	and	and
lied	lie	lied
about	about	about
it	it	it
than	than	than
haven	haven	haven
t	t	t
.	.	.

Chances	chanc	Chances
are	are	are
slim	slim	slim
to	to	to
none	none	none
that	that	that
Trump	trump	Trump
himself	himself	himself
wasn	wasn	wasn
t	t	t
involved	involv	involved
.	.	.

As	as	As
the	the	the
investigation	investig	investigation
continues	continu	continues
,	,	,
evidence	evid	evidence
keeps	keep	keep
mounting	mount	mounting
up	up	up
and	and	and
the	the	the
list	list	list
of	of	of
Trump	trump	Trump
officials	offici	official
who	who	who
have	have	have
been	been	been
in	in	in
contact	contact	contact
with	with	with
Russia	russia	Russia
continues	continu	continues
to	to	to
grow	grow	grow
.	.	.
Trump	trump	Trump
s	s	s
former	former	former
national	nation	national
security	secur	security
adviser	advis	adviser
was	was	wa
forced	forc	forced
to	to	to
resign	resign	resign
after	after	after
it	it	it
was	was	wa
revealed	reveal	revealed
he	he	he
told	told	told
Russia	russia	Russia
not	not	not
to	to	to
worry	worri	worry
about	about	about
the	the	the
sanctions	sanction	sanction
imposed	impos	imposed
by	by	by
President	presid	President
Obama	obama	Obama
before	befor	before
Trump	trump	Trump
was	was	wa
sworn	sworn	sworn
in	in	in
.	.	.

In	in	In
recent	recent	recent
days	day	day
,	,	,
Trump	trump	Trump
s	s	s
senior	senior	senior
adviser	advis	adviser
and	and	and
son	son	son
-in-law	-in-law	-in-law
,	,	,
Jared	jare	Jared
Kushner	kushner	Kushner
,	,	,
has	has	ha
also	also	also
been	been	been
caught	caught	caught
meeting	meet	meeting
with	with	with
Flynn	flynn	Flynn
and	and	and
the	the	the
Russian	russian	Russian
ambassador	ambassador	ambassador
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Jim	jim	Jim
Lo	lo	Lo
Scalzo	scalzo	Scalzo
Pool	pool	Pool
Getty	getti	Getty
Images	imag	Images

