Oh	oh	Oh
patrol	patrol	patrol
agent	agent	agent
Roy	roy	Roy
Villareal	villar	Villareal
when	when	when
several	sever	several
migrants	migrant	migrant
were	were	were
caught	caught	caught
on	on	on
camera	camera	camera
jumping	jump	jumping
the	the	the
existing	exist	existing
fence	fenc	fence
into	into	into
the	the	the
United	unit	United
States	state	States
.	.	.
EVERYDAY	everyday	EVERYDAY
BORDER	border	BORDER
ENFORCEMENT	enforc	ENFORCEMENT
OPEN	open	OPEN
BORDERS	border	BORDERS
A	a	A
small	small	small
group	group	group
of	of	of
three	three	three
people	peopl	people
just	just	just
jumped	jump	jumped
over	over	over
in	in	in
the	the	the
middle	middl	middle
of	of	of
the	the	the
day	day	day
,	,	,
Soboroff	soboroff	Soboroff
noted	note	noted
.	.	.
So	so	So
can	can	can
you	you	you
explain	explain	explain
to	to	to
me	me	me
what	what	what
s	s	s
going	go	going
on	on	on
?	?	?
This	this	This
is	is	is
the	the	the
reality	realiti	reality
of	of	of
everyday	everyday	everyday
border	border	border
enforcement	enforc	enforcement
.	.	.
The	the	The
United	unit	United
States	state	States
is	is	is
the	the	the
draw	draw	draw
for	for	for
people	peopl	people
with	with	with
dire	dire	dire
situations	situat	situation
where	where	where
they	they	they
are	are	are
at	at	at
,	,	,
Villareal	villar	Villareal
said	said	said
.	.	.
We	we	We
are	are	are
going	go	going
to	to	to
continue	continu	continue
to	to	to
witness	wit	witness
this	this	this
.	.	.
It	it	It
plays	play	play
out	out	out
on	on	on
a	a	a
regular	regular	regular
basis	basi	basis
for	for	for
us	us	u
.	.	.
Soboroff	soboroff	Soboroff
went	went	went
to	to	to
the	the	the
Mexican	mexican	Mexican
side	side	side
of	of	of
the	the	the
border	border	border
and	and	and
showed	show	showed
how	how	how
easy	easi	easy
it	it	it
was	was	wa
to	to	to
cross	cross	cross
the	the	the
border	border	border
under	under	under
current	current	current
conditions	condit	condition
.	.	.
THIS	this	THIS
IS	is	IS
OUTRAGEOUS	outrag	OUTRAGEOUS
!	!	!
Can	can	Can
you	you	you
imagine	imagin	imagine
how	how	how
easy	easi	easy
it	it	it
s	s	s
been	been	been
for	for	for
terrorists	terrorist	terrorist
to	to	to
cross	cross	cross
?	?	?
We	we	We
just	just	just
reported	report	reported
on	on	on
a	a	a
terrorist	terrorist	terrorist
who	who	who
made	made	made
his	his	his
way	way	way
to	to	to
Canada	canada	Canada
via	via	via
Mexico	mexico	Mexico
and	and	and
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
The	the	The
Democrats	democrat	Democrats
are	are	are
fighting	fight	fighting
against	against	against
closing	close	closing
our	our	our
border	border	border
with	with	with
Mexico	mexico	Mexico
at	at	at
every	everi	every
step	step	step
of	of	of
the	the	the
way	way	way
.	.	.
They	they	They
want	want	want
open	open	open
borders	border	border
It	it	It
s	s	s
that	that	that
simple	simpl	simple
.	.	.
If	if	If
you	you	you
vote	vote	vote
for	for	for
Democrats	democrat	Democrats
then	then	then
you	you	you
re	re	re
voting	vote	voting
for	for	for
open	open	open
borders	border	border
.	.	.
They	they	They
have	have	have
zero	zero	zero
interest	interest	interest
in	in	in
stopping	stop	stopping
the	the	the
flow	flow	flow
of	of	of
illegals	illeg	illegals
to	to	to
America	america	America
.	.	.
One	one	One
of	of	of
the	the	the
key	key	key
things	thing	thing
to	to	to
remember	rememb	remember
about	about	about
open	open	open
borders	border	border
is	is	is
it	it	it
s	s	s
not	not	not
just	just	just
the	the	the
people	peopl	people
from	from	from
Mexico	mexico	Mexico
looking	look	looking
for	for	for
a	a	a
job	job	job
or	or	or
better	better	better
life	life	life
.	.	.
The	the	The
truth	truth	truth
is	is	is
that	that	that
our	our	our
open	open	open
border	border	border
has	has	ha
become	becom	become
a	a	a
GLOBAL	global	GLOBAL
MAGNET	magnet	MAGNET
for	for	for
people	peopl	people
from	from	from
all	all	all
over	over	over
the	the	the
world	world	world
to	to	to
come	come	come
for	for	for
many	mani	many
different	differ	different
reasons	reason	reason
.	.	.
One	one	One
of	of	of
the	the	the
reasons	reason	reason
is	is	is
terrorism	terror	terrorism
The	the	The
case	case	case
below	below	below
highlights	highlight	highlight
the	the	the
desperate	desper	desperate
need	need	need
for	for	for
border	border	border
control	control	control
if	if	if
we	we	we
want	want	want
to	to	to
stop	stop	stop
the	the	the
flow	flow	flow
of	of	of
terrorists	terrorist	terrorist
to	to	to
America	america	America
and	and	and
Canada	canada	Canada
The	the	The
Somali	somali	Somali
terrorist	terrorist	terrorist
who	who	who
stabbed	stab	stabbed
a	a	a
Canadian	canadian	Canadian
police	polic	police
officer	offic	officer
and	and	and
ran	ran	ran
over	over	over
four	four	four
pedestrians	pedestrian	pedestrian
a	a	a
few	few	few
weeks	week	week
ago	ago	ago
entered	enter	entered
the	the	the
United	unit	United
States	state	States
through	through	through
the	the	the
Mexican	mexican	Mexican
border	border	border
and	and	and
was	was	wa
released	releas	released
by	by	by
Obama	obama	Obama
s	s	s
Department	depart	Department
of	of	of
Homeland	homeland	Homeland
Security	secur	Security
DHS	dhs	DHS
,	,	,
allowing	allow	allowing
him	him	him
to	to	to
continue	continu	continue
his	his	his
journey	journey	journey
north	north	north
.	.	.
The	the	The
ISIS	isi	ISIS
operative	oper	operative
,	,	,
Abdulahi	abdulahi	Abdulahi
Hasan	hasan	Hasan
Sharif	sharif	Sharif
,	,	,
was	was	wa
ordered	order	ordered
deported	deport	deported
,	,	,
an	an	an
Immigration	immigr	Immigration
and	and	and
Customs	custom	Customs
Enforcement	enforc	Enforcement
ICE	ice	ICE
spokeswoman	spokeswoman	spokeswoman
told	told	told
various	various	various
media	media	medium
outlets	outlet	outlet
recently	recent	recently
,	,	,
but	but	but
was	was	wa
released	releas	released
on	on	on
an	an	an
order	order	order
of	of	of
supervision	supervis	supervision
and	and	and
the	the	the
feds	fed	fed
never	never	never
saw	saw	saw
him	him	him
again	again	again
.	.	.
Sharif	sharif	Sharif
entered	enter	entered
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
in	in	in
2011	2011	2011
through	through	through
the	the	the
San	san	San
Ysidro	ysidro	Ysidro
port	port	port
of	of	of
entry	entri	entry
in	in	in
California	california	California
without	without	without
documentation	document	documentation
and	and	and
was	was	wa
briefly	briefli	briefly
held	held	held
at	at	at
the	the	the
Otay	otay	Otay
Mesa	mesa	Mesa
Detention	detent	Detention
Center	center	Center
in	in	in
San	san	San
Diego	diego	Diego
,	,	,
a	a	a
local	local	local
newspaper	newspap	newspaper
reported	report	reported
.	.	.
A	a	A
year	year	year
later	later	later
he	he	he
crossed	cross	crossed
the	the	the
border	border	border
into	into	into
Canada	canada	Canada
and	and	and
settled	settl	settled
in	in	in
Edmonton	edmonton	Edmonton
after	after	after
being	be	being
granted	grant	granted
refugee	refuge	refugee
status	status	status
.	.	.
On	on	On
September	septemb	September
30	30	30
he	he	he
slammed	slam	slammed
into	into	into
an	an	an
Edmonton	edmonton	Edmonton
police	polic	police
officer	offic	officer
with	with	with
his	his	his
car	car	car
then	then	then
got	got	got
out	out	out
of	of	of
the	the	the
vehicle	vehicl	vehicle
and	and	and
repeatedly	repeat	repeatedly
stabbed	stab	stabbed
the	the	the
cop	cop	cop
with	with	with
a	a	a
knife	knife	knife
.	.	.
After	after	After
fleeing	flee	fleeing
the	the	the
scene	scene	scene
,	,	,
Sharif	sharif	Sharif
stole	stole	stole
a	a	a
truck	truck	truck
and	and	and
deliberately	deliber	deliberately
mowed	mow	mowed
down	down	down
four	four	four
pedestrians	pedestrian	pedestrian
.	.	.
Canadian	canadian	Canadian
authorities	author	authority
found	found	found
an	an	an
ISIS	isi	ISIS
flag	flag	flag
in	in	in
his	his	his
car	car	car
and	and	and
have	have	have
charged	charg	charged
him	him	him
with	with	with
multiple	multipl	multiple
counts	count	count
of	of	of
attempted	attempt	attempted
murder	murder	murder
,	,	,
criminal	crimin	criminal
flight	flight	flight
causing	caus	causing
bodily	bodili	bodily
harm	harm	harm
and	and	and
possession	possess	possession
of	of	of
a	a	a
weapon	weapon	weapon
.	.	.
Two	two	Two
years	year	year
ago	ago	ago
,	,	,
Canadian	canadian	Canadian
authorities	author	authority
investigated	investig	investigated
the	the	the
30	30	30
-year-old	-year-old	-year-old
terrorist	terrorist	terrorist
for	for	for
espousing	espous	espousing
extremist	extremist	extremist
views	view	view
.	.	.
It	it	It
s	s	s
disturbing	disturb	disturbing
that	that	that
Sharif	sharif	Sharif
s	s	s
northbound	northbound	northbound
trek	trek	trek
took	took	took
him	him	him
through	through	through
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
-Mexico	-mexico	-Mexico
border	border	border
.	.	.
As	as	As
part	part	part
of	of	of
an	an	an
ongoing	ongo	ongoing
investigation	investig	investigation
into	into	into
cartels	cartel	cartel
,	,	,
corruption	corrupt	corruption
and	and	and
terrorism	terror	terrorism
,	,	,
Judicial	judici	Judicial
Watch	watch	Watch
has	has	ha
for	for	for
years	year	year
reported	report	reported
that	that	that
Islamic	islam	Islamic
extremists	extremist	extremist
are	are	are
entering	enter	entering
the	the	the
country	countri	country
through	through	through
Mexico	mexico	Mexico
and	and	and
that	that	that
ISIS	isi	ISIS
is	is	is
operating	oper	operating
in	in	in
border	border	border
towns	town	town
just	just	just
miles	mile	mile
from	from	from
American	american	American
cities	citi	city
.	.	.
Judicial	judici	Judicial
Watch	watch	Watch
launched	launch	launched
the	the	the
project	project	project
in	in	in
2014	2014	2014
by	by	by
exposing	expos	exposing
a	a	a
sophisticated	sophist	sophisticated
narco	narco	narco
-terror	-terror	-terror
ring	ring	ring
with	with	with
strong	strong	strong
ties	tie	tie
to	to	to
ISIS	isi	ISIS
and	and	and
connections	connect	connection
running	run	running
from	from	from
El	el	El
Paso	paso	Paso
to	to	to
Chicago	chicago	Chicago
to	to	to
New	new	New
York	york	York
City	citi	City
.	.	.
Two	two	Two
of	of	of
the	the	the
FBI	fbi	FBI
s	s	s
most	most	most
wanted	want	wanted
were	were	were
embroiled	embroil	embroiled
in	in	in
the	the	the
operation	oper	operation
that	that	that
also	also	also
had	had	had
deep	deep	deep
ties	tie	tie
to	to	to
Mexico	mexico	Mexico
.	.	.
Less	less	Less
than	than	than
a	a	a
year	year	year
later	later	later
,	,	,
Judicial	judici	Judicial
Watch	watch	Watch
reported	report	reported
that	that	that
ISIS	isi	ISIS
is	is	is
operating	oper	operating
in	in	in
a	a	a
Mexican	mexican	Mexican
border	border	border
town	town	town
just	just	just
eight	eight	eight
miles	mile	mile
from	from	from
El	el	El
Paso	paso	Paso
,	,	,
the	the	the
result	result	result
of	of	of
Islamic	islam	Islamic
terrorists	terrorist	terrorist
joining	join	joining
forces	forc	force
with	with	with
drug	drug	drug
cartels	cartel	cartel
and	and	and
human	human	human
smugglers	smuggler	smuggler
knowns	known	knowns
as	as	a
coyotes	coyot	coyote
.	.	.
When	when	When
Judicial	judici	Judicial
Watch	watch	Watch
reported	report	reported
that	that	that
Mexican	mexican	Mexican
cartels	cartel	cartel
were	were	were
smuggling	smuggl	smuggling
foreigners	foreign	foreigner
from	from	from
countries	countri	country
with	with	with
terrorist	terrorist	terrorist
links	link	link
into	into	into
a	a	a
small	small	small
Texas	texa	Texas
rural	rural	rural
town	town	town
,	,	,
federal	feder	federal
authorities	author	authority
publicly	public	publicly
denied	deni	denied
the	the	the
story	stori	story
was	was	wa
true	true	true
.	.	.
Never	never	Never
the	the	the
less	less	le
,	,	,
high	high	high
-level	-level	-level
sources	sourc	source
on	on	on
both	both	both
sides	side	side
of	of	of
the	the	the
border	border	border
confirmed	confirm	confirmed
to	to	to
Judicial	judici	Judicial
Watch	watch	Watch
that	that	that
foreigners	foreign	foreigner
,	,	,
classified	classifi	classified
as	as	a
Special	special	Special
Interest	interest	Interest
Aliens	alien	Aliens
SIA	sia	SIA
,	,	,
were	were	were
being	be	being
transported	transport	transported
to	to	to
stash	stash	stash
areas	area	area
in	in	in
Acala	acala	Acala
,	,	,
a	a	a
rural	rural	rural
crossroads	crossroad	crossroad
located	locat	located
around	around	around
54	54	54
miles	mile	mile
from	from	from
El	el	El
Paso	paso	Paso
on	on	on
a	a	a
state	state	state
road	road	road
Highway	highway	Highway
20	20	20
.	.	.
Once	onc	Once
in	in	in
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
,	,	,
the	the	the
SIAs	sia	SIAs
waited	wait	waited
for	for	for
pick	pick	pick
-up	-up	-up
in	in	in
the	the	the
area	area	area
s	s	s
sand	sand	sand
hills	hill	hill
just	just	just
across	across	across
Highway	highway	Highway
20	20	20
.	.	.
At	at	At
the	the	the
time	time	time
a	a	a
Texas	texa	Texas
Department	depart	Department
of	of	of
Public	public	Public
Safety	safeti	Safety
report	report	report
leaked	leak	leaked
by	by	by
the	the	the
media	media	medium
had	had	had
already	alreadi	already
confirmed	confirm	confirmed
that	that	that
for	for	for
years	year	year
members	member	member
of	of	of
known	known	known
Islamist	islamist	Islamist
terrorist	terrorist	terrorist
organizations	organ	organization
had	had	had
been	been	been
apprehended	apprehend	apprehended
crossing	cross	crossing
the	the	the
southern	southern	southern
border	border	border
.	.	.
Last	last	Last
year	year	year
a	a	a
high	high	high
-ranking	-rank	-ranking
DHS	dhs	DHS
official	offici	official
told	told	told
Judicial	judici	Judicial
Watch	watch	Watch
that	that	that
Mexican	mexican	Mexican
drug	drug	drug
traffickers	traffick	trafficker
help	help	help
Islamic	islam	Islamic
terrorists	terrorist	terrorist
stationed	station	stationed
in	in	in
Mexico	mexico	Mexico
cross	cross	cross
into	into	into
the	the	the
United	unit	United
States	state	States
to	to	to
explore	explor	explore
targets	target	target
for	for	for
future	futur	future
attacks	attack	attack
.	.	.
Among	among	Among
the	the	the
jihadists	jihadist	jihadist
that	that	that
travel	travel	travel
back	back	back
and	and	and
forth	forth	forth
through	through	through
the	the	the
porous	porous	porous
southern	southern	southern
border	border	border
is	is	is
a	a	a
Kuwaiti	kuwaiti	Kuwaiti
named	name	named
Shaykh	shaykh	Shaykh
Mahmood	mahmood	Mahmood
Omar	omar	Omar
Khabir	khabir	Khabir
,	,	,
an	an	an
ISIS	isi	ISIS
operative	oper	operative
who	who	who
lives	live	life
in	in	in
the	the	the
Mexican	mexican	Mexican
state	state	state
of	of	of
Chihuahua	chihuahua	Chihuahua
not	not	not
far	far	far
from	from	from
El	el	El
Paso	paso	Paso
.	.	.
Khabir	khabir	Khabir
trained	train	trained
hundreds	hundr	hundred
of	of	of
Al	al	Al
Qaeda	qaeda	Qaeda
fighters	fighter	fighter
in	in	in
Pakistan	pakistan	Pakistan
,	,	,
Afghanistan	afghanistan	Afghanistan
and	and	and
Yemen	yemen	Yemen
and	and	and
has	has	ha
lived	live	lived
in	in	in
Mexico	mexico	Mexico
for	for	for
more	more	more
than	than	than
a	a	a
year	year	year
,	,	,
according	accord	according
to	to	to
information	inform	information
provided	provid	provided
by	by	by
Judicial	judici	Judicial
Watch	watch	Watch
s	s	s
government	govern	government
source	sourc	source
.	.	.
Now	now	Now
Khabir	khabir	Khabir
trains	train	train
thousands	thousand	thousand
of	of	of
men	men	men
mostly	most	mostly
Syrians	syrian	Syrians
and	and	and
Yemenis	yemeni	Yemenis
to	to	to
fight	fight	fight
in	in	in
an	an	an
ISIS	isi	ISIS
base	base	base
situated	situat	situated
in	in	in
the	the	the
Mexico	mexico	Mexico
-U	-u	-U
.	.	.
S	s	S
.	.	.
border	border	border
region	region	region
near	near	near
Ciudad	ciudad	Ciudad
Ju	ju	Ju
rez	rez	rez
,	,	,
the	the	the
intelligence	intellig	intelligence
gathered	gather	gathered
by	by	by
Judicial	judici	Judicial
Watch	watch	Watch
s	s	s
source	sourc	source
reveals	reveal	reveals
.	.	.
Staking	stake	Staking
out	out	out
U	u	U
.	.	.
S	s	S
.	.	.
targets	target	target
is	is	is
not	not	not
difficult	difficult	difficult
and	and	and
Khabir	khabir	Khabir
actually	actual	actually
bragged	brag	bragged
in	in	in
an	an	an
Italian	italian	Italian
newspaper	newspap	newspaper
article	articl	article
that	that	that
the	the	the
border	border	border
region	region	region
is	is	is
so	so	so
open	open	open
that	that	that
he	he	he
could	could	could
get	get	get
in	in	in
with	with	with
a	a	a
handful	hand	handful
of	of	of
men	men	men
,	,	,
and	and	and
kill	kill	kill
thousands	thousand	thousand
of	of	of
people	peopl	people
in	in	in
Texas	texa	Texas
or	or	or
in	in	in
Arizona	arizona	Arizona
in	in	in
the	the	the
space	space	space
of	of	of
a	a	a
few	few	few
hours	hour	hour
.	.	.
In	in	In
the	the	the
same	same	same
article	articl	article
Mexico	mexico	Mexico
s	s	s
top	top	top
diplomat	diplomat	diplomat
,	,	,
Foreign	foreign	Foreign
Affairs	affair	Affairs
Secretary	secretari	Secretary
Claudia	claudia	Claudia
Ruiz	ruiz	Ruiz
,	,	,
said	said	said
this	this	this
new	new	new
wave	wave	wave
of	of	of
fundamentalism	fundament	fundamentalism
could	could	could
have	have	have
nasty	nasti	nasty
surprises	surpris	surprise
in	in	in
store	store	store
for	for	for
the	the	the
United	unit	United
States	state	States
.	.	.
While	while	While
much	much	much
of	of	of
the	the	the
American	american	American
mainstream	mainstream	mainstream
media	media	medium
ignores	ignor	ignores
that	that	that
Sharif	sharif	Sharif
made	made	made
it	it	it
to	to	to
Canada	canada	Canada
via	via	via
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
-Mexico	-mexico	-Mexico
border	border	border
,	,	,
it	it	it
s	s	s
hardly	hard	hardly
surprising	surpris	surprising
considering	consid	considering
Islamic	islam	Islamic
extremists	extremist	extremist
have	have	have
been	been	been
infiltrating	infiltr	infiltrating
the	the	the
country	countri	country
through	through	through
the	the	the
famously	famous	famously
unprotected	unprotect	unprotected
region	region	region
for	for	for
years	year	year
.	.	.
Referring	refer	Referring
to	to	to
the	the	the
recent	recent	recent
Canadian	canadian	Canadian
attack	attack	attack
,	,	,
a	a	a
think	think	think
-tank	-tank	-tank
dedicated	dedic	dedicated
to	to	to
investigating	investig	investigating
the	the	the
operations	oper	operation
,	,	,
funding	fund	funding
,	,	,
activities	activ	activity
and	and	and
front	front	front
groups	group	group
of	of	of
Islamic	islam	Islamic
extremists	extremist	extremist
worldwide	worldwid	worldwide
writes	write	writes
Fears	fear	Fears
about	about	about
a	a	a
terrorist	terrorist	terrorist
using	use	using
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
-Mexican	-mexican	-Mexican
border	border	border
as	as	a
a	a	a
gateway	gateway	gateway
for	for	for
an	an	an
attack	attack	attack
have	have	have
been	been	been
realized	realiz	realized
.	.	.
Via	via	Via
Judicial	judici	Judicial
Watch	watch	Watch
