Many	mani	Many
Spinal	spinal	Spinal
Needle	needl	Needle
This	this	This
abortion	abort	abortion
instrument	instrument	instrument
s	s	s
uses	use	us
include	includ	include
injecting	inject	injecting
saltwater	saltwat	saltwater
into	into	into
the	the	the
uterus	uterus	uterus
.	.	.
The	the	The
baby	babi	baby
swallows	swallow	swallow
and	and	and
breathes	breath	breathes
the	the	the
poison	poison	poison
.	.	.
The	the	The
cause	caus	cause
of	of	of
the	the	the
death	death	death
is	is	is
congestion	congest	congestion
,	,	,
hemorrhage	hemorrhag	hemorrhage
and	and	and
shock	shock	shock
.	.	.
The	the	The
mother	mother	mother
goes	goe	go
into	into	into
premature	prematur	premature
labor	labor	labor
about	about	about
a	a	a
day	day	day
later	later	later
and	and	and
delivers	deliv	delivers
a	a	a
dead	dead	dead
child	child	child
.	.	.
The	the	The
other	other	other
use	use	use
is	is	is
to	to	to
inject	inject	inject
the	the	the
chemicals	chemic	chemical
digoxin	digoxin	digoxin
,	,	,
potassium	potassium	potassium
chloride	chlorid	chloride
,	,	,
etc	etc	etc
.	.	.
into	into	into
the	the	the
heart	heart	heart
of	of	of
the	the	the
baby	babi	baby
.	.	.
In	in	In
both	both	both
uses	use	us
,	,	,
these	these	these
harsh	harsh	harsh
chemicals	chemic	chemical
soften	soften	soften
the	the	the
child	child	child
s	s	s
corpse	corps	corpse
,	,	,
making	make	making
it	it	it
easier	easier	easier
to	to	to
rip	rip	rip
apart	apart	apart
and	and	and
remove	remov	remove
.	.	.
489	489	489
,	,	,
850	850	850
babies	babi	baby
have	have	have
been	been	been
aborted	abort	aborted
in	in	in
the	the	the
US	us	US
so	so	so
far	far	far
this	this	this
year	year	year
.	.	.
In	in	In
2011	2011	2011
,	,	,
730	730	730
,	,	,
322	322	322
legal	legal	legal
induced	induc	induced
abortions	abort	abortion
were	were	were
reported	report	reported
to	to	to
CDC	cdc	CDC
from	from	from
49	49	49
reporting	report	reporting
areas	area	area
.	.	.
The	the	The
abortion	abort	abortion
rate	rate	rate
was	was	wa
13	13	13
.	.	.
9	9	9
abortions	abort	abortion
per	per	per
1	1	1
,	,	,
000	000	000
women	women	woman
aged	age	aged
15	15	15
44	44	44
years	year	year
and	and	and
the	the	the
abortion	abort	abortion
ratio	ratio	ratio
was	was	wa
219	219	219
abortions	abort	abortion
per	per	per
1	1	1
,	,	,
000	000	000
live	live	live
births	birth	birth
.	.	.
Since	sinc	Since
1980	1980	1980
,	,	,
1	1	1
,	,	,
337	337	337
,	,	,
965	965	965
,	,	,
400	400	400
babies	babi	baby
have	have	have
been	been	been
killed	kill	killed
by	by	by
abortion	abort	abortion
.	.	.
Highest	highest	Highest
abortion	abort	abortion
birth	birth	birth
ratio	ratio	ratio
in	in	in
the	the	the
United	unit	United
States	state	States
Washington	washington	Washington
,	,	,
D	d	D
.	.	.
C	c	C
.	.	.
265	265	265
abortions	abort	abortion
for	for	for
every	everi	every
100	100	100
live	live	live
births	birth	birth
,	,	,
and	and	and
declining	declin	declining
The	the	The
suicide	suicid	suicide
rate	rate	rate
for	for	for
women	women	woman
following	follow	following
an	an	an
abortion	abort	abortion
is	is	is
astronomical	astronom	astronomical
Suicide	suicid	Suicide
rate	rate	rate
for	for	for
women	women	woman
following	follow	following
a	a	a
live	live	live
birth	birth	birth
5	5	5
.	.	.
9	9	9
per	per	per
100	100	100
,	,	,
000	000	000
.	.	.
Suicide	suicid	Suicide
rate	rate	rate
for	for	for
women	women	woman
following	follow	following
an	an	an
abortion	abort	abortion
34	34	34
.	.	.
7	7	7
per	per	per
100	100	100
,	,	,
000	000	000
.	.	.
Increased	increas	Increased
risk	risk	risk
488	488	488
A	a	A
few	few	few
important	import	important
facts	fact	fact
for	for	for
the	the	the
fiscal	fiscal	fiscal
conservative	conserv	conservative
Typical	typic	Typical
cost	cost	cost
for	for	for
an	an	an
abortion	abort	abortion
in	in	in
the	the	the
United	unit	United
States	state	States
today	today	today
400	400	400
Estimated	estim	Estimated
cost	cost	cost
of	of	of
preventing	prevent	preventing
an	an	an
abortion	abort	abortion
through	through	through
early	earli	early
education	educ	education
of	of	of
young	young	young
people	peopl	people
25	25	25
Early	earli	Early
education	educ	education
is	is	is
the	the	the
most	most	most
cost	cost	cost
effective	effect	effective
way	way	way
to	to	to
prevent	prevent	prevent
abortion	abort	abortion
Estimated	estim	Estimated
future	futur	future
GDP	gdp	GDP
gain	gain	gain
of	of	of
a	a	a
baby	babi	baby
saved	save	saved
from	from	from
abortion	abort	abortion
25	25	25
,	,	,
000	000	000
,	,	,
000	000	000
Ratio	ratio	Ratio
to	to	to
cost	cost	cost
of	of	of
an	an	an
average	averag	average
abortion	abort	abortion
71	71	71
,	,	,
430	430	430
to	to	to
1Est	1est	1Est
.	.	.
total	total	total
U	u	U
.	.	.
S	s	S
.	.	.
GDP	gdp	GDP
loss	loss	loss
to	to	to
date	date	date
for	for	for
57	57	57
,	,	,
517	517	517
,	,	,
326	326	326
abortions	abort	abortion
55	55	55
.	.	.
4	4	4
trillion	trillion	trillion
2014	2014	2014
Estimated	estim	Estimated
future	futur	future
U	u	U
.	.	.
S	s	S
.	.	.
GDP	gdp	GDP
loss	loss	loss
by	by	by
2040	2040	2040
if	if	if
abortion	abort	abortion
continues	continu	continues
400	400	400
trillionYour	trillionyour	trillionYour
share	share	share
of	of	of
this	this	this
future	futur	future
loss	loss	loss
1	1	1
,	,	,
290	290	290
,	,	,
325Photos	325photo	325Photos
and	and	and
captions	caption	caption
via	via	via
Grantham	grantham	Grantham
Collection	collect	Collection
