Donald	donald	Donald
election	elect	election
that	that	that
the	the	the
Republicans	republican	Republicans
can	can	can
win	win	win
.	.	.
If	if	If
we	we	we
don	don	don
t	t	t
win	win	win
this	this	this
election	elect	election
,	,	,
you	you	you
ll	ll	ll
never	never	never
see	see	see
another	anoth	another
Republican	republican	Republican
and	and	and
you	you	you
ll	ll	ll
have	have	have
a	a	a
whole	whole	whole
different	differ	different
church	church	church
structure	structur	structure
.	.	.
You	you	You
re	re	re
going	go	going
to	to	to
have	have	have
a	a	a
whole	whole	whole
different	differ	different
Supreme	suprem	Supreme
Court	court	Court
structure	structur	structure
.	.	.
That	that	That
has	has	ha
to	to	to
do	do	do
a	a	a
lot	lot	lot
with	with	with
what	what	what
we	we	we
re	re	re
doing	do	doing
because	becaus	because
the	the	the
Supreme	suprem	Supreme
Court	court	Court
,	,	,
as	as	a
you	you	you
know	know	know
with	with	with
Justice	justic	Justice
Scalia	scalia	Scalia
gone	gone	gone
,	,	,
I	i	I
think	think	think
you	you	you
could	could	could
probably	probabl	probably
have	have	have
four	four	four
to	to	to
five	five	five
judges	judg	judge
picked	pick	picked
by	by	by
the	the	the
next	next	next
president	presid	president
.	.	.
Probably	probabl	Probably
a	a	a
record	record	record
number	number	number
,	,	,
David	david	David
,	,	,
probably	probabl	probably
a	a	a
record	record	record
number	number	number
of	of	of
judges	judg	judge
.	.	.
If	if	If
they	they	they
pick	pick	pick
the	the	the
super	super	super
-liberals	-liber	-liberals
,	,	,
probably	probabl	probably
to	to	to
a	a	a
certain	certain	certain
extent	extent	extent
,	,	,
people	peopl	people
that	that	that
would	would	would
make	make	make
Bernie	berni	Bernie
Sanders	sander	Sanders
happy	happi	happy
,	,	,
you	you	you
will	will	will
never	never	never
have	have	have
a	a	a
Supreme	suprem	Supreme
Court	court	Court
,	,	,
we	we	we
re	re	re
going	go	going
to	to	to
end	end	end
up	up	up
with	with	with
another	anoth	another
Venezuela	venezuela	Venezuela
,	,	,
large	larg	large
scale	scale	scale
version	version	version
.	.	.
It	it	It
would	would	would
be	be	be
a	a	a
disaster	disast	disaster
for	for	for
the	the	the
country	countri	country
.	.	.
Brody	brodi	Brody
Just	just	Just
so	so	so
I	i	I
understand	understand	understand
,	,	,
when	when	when
you	you	you
say	say	say
last	last	last
election	elect	election
are	are	are
you	you	you
referring	refer	referring
to	to	to
what	what	what
Michele	michel	Michele
Bachmann	bachmann	Bachmann
was	was	wa
talking	talk	talking
about	about	about
with	with	with
citizenship	citizenship	citizenship
because	becaus	because
Hillary	hillari	Hillary
is	is	is
talking	talk	talking
about	about	about
potentially	potenti	potentially
providing	provid	providing
citizenship	citizenship	citizenship
for	for	for
many	mani	many
of	of	of
these	these	these
illegals	illeg	illegals
.	.	.
Florida	florida	Florida
and	and	and
Texas	texa	Texas
could	could	could
be	be	be
gone	gone	gone
.	.	.
Trump	trump	Trump
I	i	I
think	think	think
this	this	this
will	will	will
be	be	be
the	the	the
last	last	last
election	elect	election
if	if	if
I	i	I
don	don	don
t	t	t
win	win	win
.	.	.
I	i	I
think	think	think
this	this	this
will	will	will
be	be	be
the	the	the
last	last	last
election	elect	election
that	that	that
the	the	the
Republicans	republican	Republicans
have	have	have
a	a	a
chance	chanc	chance
of	of	of
winning	win	winning
because	becaus	because
you	you	you
re	re	re
going	go	going
to	to	to
have	have	have
people	peopl	people
flowing	flow	flowing
across	across	across
the	the	the
borders	border	border
,	,	,
you	you	you
re	re	re
going	go	going
to	to	to
have	have	have
illegal	illeg	illegal
immigrants	immigr	immigrant
coming	come	coming
in	in	in
and	and	and
they	they	they
re	re	re
going	go	going
to	to	to
be	be	be
legalized	legal	legalized
and	and	and
they	they	they
re	re	re
going	go	going
to	to	to
be	be	be
able	abl	able
to	to	to
vote	vote	vote
and	and	and
once	onc	once
that	that	that
all	all	all
happens	happen	happens
you	you	you
can	can	can
forget	forget	forget
it	it	it
.	.	.
I	i	I
guarantee	guarante	guarantee
you	you	you
,	,	,
you	you	you
re	re	re
not	not	not
going	go	going
to	to	to
have	have	have
one	one	one
Republican	republican	Republican
vote	vote	vote
.	.	.
And	and	And
it	it	it
s	s	s
already	alreadi	already
a	a	a
very	veri	very
hard	hard	hard
number	number	number
.	.	.
Already	alreadi	Already
the	the	the
path	path	path
is	is	is
much	much	much
more	more	more
difficult	difficult	difficult
for	for	for
the	the	the
Republicans	republican	Republicans
.	.	.
You	you	You
just	just	just
have	have	have
to	to	to
look	look	look
at	at	at
the	the	the
maps	map	map
and	and	and
the	the	the
path	path	path
is	is	is
much	much	much
more	more	more
difficult	difficult	difficult
.	.	.
And	and	And
here	here	here
is	is	is
the	the	the
video	video	video
The	the	The
thing	thing	thing
is	is	is
,	,	,
Republicans	republican	Republicans
have	have	have
no	no	no
one	one	one
to	to	to
thank	thank	thank
for	for	for
the	the	the
mass	mass	mass
defection	defect	defection
from	from	from
their	their	their
party	parti	party
but	but	but
themselves	themselv	themselves
.	.	.
They	they	They
ve	ve	ve
trafficked	traffick	trafficked
in	in	in
hate	hate	hate
,	,	,
conspiracy	conspiraci	conspiracy
theories	theori	theory
,	,	,
science	scienc	science
denial	denial	denial
,	,	,
and	and	and
theocratic	theocrat	theocratic
bigotry	bigotri	bigotry
for	for	for
decades	decad	decade
.	.	.
Donald	donald	Donald
Trump	trump	Trump
is	is	is
the	the	the
natural	natur	natural
result	result	result
of	of	of
cultivating	cultiv	cultivating
those	those	those
sorts	sort	sort
of	of	of
uninformed	uninform	uninformed
,	,	,
ignorant	ignor	ignorant
voters	voter	voter
the	the	the
voters	voter	voter
that	that	that
make	make	make
up	up	up
their	their	their
base	base	base
that	that	that
they	they	they
have	have	have
to	to	to
pander	pander	pander
to	to	to
.	.	.
But	but	But
,	,	,
of	of	of
course	cours	course
,	,	,
they	they	they
ll	ll	ll
never	never	never
admit	admit	admit
it	it	it
,	,	,
and	and	and
their	their	their
hateful	hate	hateful
,	,	,
archaic	archaic	archaic
party	parti	party
will	will	will
go	go	go
into	into	into
the	the	the
ash	ash	ash
heap	heap	heap
of	of	of
history	histori	history
and	and	and
into	into	into
irrelevancy	irrelev	irrelevancy
at	at	at
the	the	the
national	nation	national
level	level	level
where	where	where
it	it	it
belongs	belong	belongs
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Joe	joe	Joe
Raedle	raedl	Raedle
Getty	getti	Getty
Images	imag	Images
