Donald	donald	Donald
-immigrant	-immigr	-immigrant
hate	hate	hate
.	.	.
He	he	He
can	can	can
t	t	t
have	have	have
it	it	it
both	both	both
ways	way	way
.	.	.
Trump	trump	Trump
closed	close	closed
his	his	his
remarks	remark	remark
by	by	by
promising	promis	promising
to	to	to
file	file	file
a	a	a
lawsuit	lawsuit	lawsuit
against	against	against
Judge	judg	Judge
Curiel	curiel	Curiel
when	when	when
he	he	he
becomes	becom	becomes
president	presid	president
.	.	.
I	i	I
m	m	m
telling	tell	telling
you	you	you
,	,	,
this	this	this
court	court	court
system	system	system
,	,	,
judges	judg	judge
in	in	in
this	this	this
court	court	court
system	system	system
,	,	,
federal	feder	federal
court	court	court
,	,	,
they	they	they
ought	ought	ought
to	to	to
look	look	look
into	into	into
Judge	judg	Judge
Curiel	curiel	Curiel
.	.	.
Because	becaus	Because
what	what	what
Judge	judg	Judge
Curiel	curiel	Curiel
is	is	is
doing	do	doing
is	is	is
a	a	a
total	total	total
disgrace	disgrac	disgrace
,	,	,
OK	ok	OK
?	?	?
But	but	But
we	we	we
ll	ll	ll
come	come	come
back	back	back
in	in	in
November	novemb	November
.	.	.
Wouldn	wouldn	Wouldn
t	t	t
that	that	that
be	be	be
wild	wild	wild
if	if	if
I	i	I
m	m	m
president	presid	president
and	and	and
I	i	I
come	come	come
back	back	back
to	to	to
do	do	do
a	a	a
civil	civil	civil
case	case	case
?	?	?
The	the	The
audience	audienc	audience
roared	roar	roared
the	the	the
same	same	same
audience	audienc	audience
that	that	that
at	at	at
one	one	one
time	time	time
probably	probabl	probably
raged	rage	raged
at	at	at
President	presid	President
Obama	obama	Obama
for	for	for
taking	take	taking
a	a	a
day	day	day
to	to	to
go	go	go
golfing	golf	golfing
.	.	.
Suddenly	sudden	Suddenly
,	,	,
a	a	a
president	presid	president
who	who	who
spends	spend	spends
his	his	his
time	time	time
in	in	in
office	offic	office
wrapped	wrap	wrapped
up	up	up
in	in	in
a	a	a
personal	person	personal
civil	civil	civil
case	case	case
to	to	to
settle	settl	settle
a	a	a
grudge	grudg	grudge
is	is	is
A	a	A
-OK	-ok	-OK
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Spencer	spencer	Spencer
Platt	platt	Platt
Getty	getti	Getty
Images	imag	Images
