21st	21st	21st
state	state	state
attorney	attorney	attorney
general	general	general
to	to	to
file	file	file
a	a	a
lawsuit	lawsuit	lawsuit
against	against	against
Trump	trump	Trump
,	,	,
the	the	the
Department	depart	Department
of	of	of
Homeland	homeland	Homeland
Security	secur	Security
DHS	dhs	DHS
and	and	and
high	high	high
-ranking	-rank	-ranking
Trump	trump	Trump
administration	administr	administration
officials	offici	official
;	;	;
on	on	on
Wednesday	wednesday	Wednesday
,	,	,
Minnesota	minnesota	Minnesota
joined	join	joined
the	the	the
suit	suit	suit
as	as	a
a	a	a
plaintiff	plaintiff	plaintiff
.	.	.

In	in	In
their	their	their
complaint	complaint	complaint
,	,	,
the	the	the
states	state	state
argued	argu	argued
that	that	that
the	the	the
executive	execut	executive
order	order	order
was	was	wa
motivated	motiv	motivated
by	by	by
animus	animus	animus
and	and	and
a	a	a
desire	desir	desire
to	to	to
harm	harm	harm
a	a	a
particular	particular	particular
group	group	group
,	,	,
and	and	and
that	that	that
the	the	the
discriminatory	discriminatori	discriminatory
terms	term	term
and	and	and
application	applic	application
of	of	of
the	the	the
Executive	execut	Executive
Order	order	Order
are	are	are
arbitrary	arbitrari	arbitrary
and	and	and
cannot	cannot	cannot
be	be	be
justified	justifi	justified
by	by	by
federal	feder	federal
interests	interest	interest
.	.	.

As	as	As
such	such	such
,	,	,
the	the	the
order	order	order
is	is	is
unconstitutional	unconstitut	unconstitutional
and	and	and
violated	violat	violated
the	the	the
visa	visa	visa
-holders	-holder	-holders
rights	right	right
,	,	,
they	they	they
said	said	said
.	.	.
Robart	robart	Robart
s	s	s
restraining	restrain	restraining
order	order	order
covers	cover	cover
the	the	the
whole	whole	whole
country	countri	country
for	for	for
at	at	at
least	least	least
two	two	two
weeks	week	week
until	until	until
the	the	the
preliminary	preliminari	preliminary
injunction	injunct	injunction
hearing	hear	hearing
,	,	,
The	the	The
Stranger	stranger	Stranger
reported	report	reported
.	.	.

It	it	It
also	also	also
stops	stop	stop
the	the	the
government	govern	government
from	from	from
enforcing	enforc	enforcing
the	the	the
part	part	part
of	of	of
the	the	the
ban	ban	ban
that	that	that
grants	grant	grant
exemptions	exempt	exemption
to	to	to
non	non	non
-Muslim	-muslim	-Muslim
refugees	refuge	refugee
on	on	on
the	the	the
basis	basi	basis
of	of	of
their	their	their
religion	religion	religion
.	.	.
Even	even	Even
@AGOWA	@agowa	@AGOWA
Bob	bob	Bob
Ferguson	ferguson	Ferguson
seemed	seem	seemed
stunned	stun	stunned
at	at	at
breadth	breadth	breadth
of	of	of
victory	victori	victory
.	.	.

Holy	holi	Holy
cow	cow	cow
.	.	.
.	.	.

OK	ok	OK
he	he	he
said	said	said
to	to	to
colleagues	colleagu	colleague
following	follow	following
ruling	rule	ruling
#ImmigrationOrder	#immigrationord	#ImmigrationOrder
Jim	jim	Jim
Brunner	brunner	Brunner
@Jim_Brunner	@jim_brunn	@Jim_Brunner
February	februari	February
3	3	3
,	,	,
2017Earlier	2017earlier	2017Earlier
on	on	on
Friday	friday	Friday
,	,	,
US	us	US
District	district	District
Court	court	Court
Judge	judg	Judge
Leonie	leoni	Leonie
M	m	M
.	.	.

Brinkema	brinkema	Brinkema
expanded	expand	expanded
and	and	and
extended	extend	extended
her	her	her
order	order	order
staying	stay	staying
the	the	the
enforcement	enforc	enforcement
of	of	of
the	the	the
travel	travel	travel
restrictions	restrict	restriction
in	in	in
Virginia	virginia	Virginia
.	.	.

She	she	She
also	also	also
allowed	allow	allowed
the	the	the
commonwealth	commonwealth	commonwealth
to	to	to
join	join	join
the	the	the
lawsuit	lawsuit	lawsuit
by	by	by
Tareq	tareq	Tareq
and	and	and
Ammar	ammar	Ammar
Aqel	aqel	Aqel
Mohammed	moham	Mohammed
Aziz	aziz	Aziz
,	,	,
Yemeni	yemeni	Yemeni
brothers	brother	brother
who	who	who
are	are	are
permanent	perman	permanent
legal	legal	legal
residents	resid	resident
and	and	and
who	who	who
were	were	were
turned	turn	turned
back	back	back
at	at	at
Dulles	dull	Dulles
International	intern	International
Airport	airport	Airport
on	on	on
Saturday	saturday	Saturday
.	.	.

The	the	The
two	two	two
men	men	men
said	said	said
they	they	they
were	were	were
forced	forc	forced
to	to	to
sign	sign	sign
forms	form	form
giving	give	giving
up	up	up
their	their	their
status	status	status
as	as	a
lawful	law	lawful
permanent	perman	permanent
residents	resid	resident
against	against	against
their	their	their
will	will	will
and	and	and
without	without	without
their	their	their
knowledge	knowledg	knowledge
or	or	or
consent	consent	consent
,	,	,
according	accord	according
to	to	to
court	court	court
documents	document	document
.	.	.
Brinkema	brinkema	Brinkema
noted	note	noted
that	that	that
,	,	,
although	although	although
the	the	the
president	presid	president
has	has	ha
almost	almost	almost
unfettered	unfett	unfettered
power	power	power
when	when	when
it	it	it
comes	come	come
to	to	to
securing	secur	securing
US	us	US
borders	border	border
,	,	,
this	this	this
is	is	is
not	not	not
no	no	no
limit	limit	limit
.	.	.

Sha	sha	Sha
also	also	also
had	had	had
harsh	harsh	harsh
words	word	word
for	for	for
the	the	the
executive	execut	executive
order	order	order
,	,	,
which	which	which
she	she	she
said	said	said
was	was	wa
was	was	wa
poorly	poor	poorly
planned	plan	planned
and	and	and
rolled	roll	rolled
out	out	out
.	.	.

It	it	It
s	s	s
quite	quit	quite
clear	clear	clear
that	that	that
not	not	not
all	all	all
the	the	the
thought	thought	thought
went	went	went
into	into	into
it	it	it
that	that	that
should	should	should
have	have	have
gone	gone	gone
into	into	into
it	it	it
,	,	,
she	she	she
said	said	said
.	.	.

There	there	There
has	has	ha
been	been	been
chaos	chao	chaos
without	without	without
any	ani	any
kind	kind	kind
of	of	of
actual	actual	actual
hard	hard	hard
evidence	evid	evidence
that	that	that
there	there	there
is	is	is
a	a	a
need	need	need
to	to	to
revoke	revok	revoke
visas	visa	visa
that	that	that
had	had	had
already	alreadi	already
been	been	been
granted	grant	granted
.	.	.
Virginia	virginia	Virginia
Attorney	attorney	Attorney
General	general	General
Mark	mark	Mark
Herring	herring	Herring
praised	prais	praised
the	the	the
ruling	rule	ruling
outside	outsid	outside
the	the	the
Alexandria	alexandria	Alexandria
courthouse	courthous	courthouse
,	,	,
according	accord	according
to	to	to
the	the	the
Washington	washington	Washington
Post	post	Post
,	,	,
saying	say	saying
he	he	he
was	was	wa
really	realli	really
pleased	pleas	pleased
the	the	the
judge	judg	judge
recognized	recogn	recognized
real	real	real
harm	harm	harm
is	is	is
happening	happen	happening
in	in	in
Virginia	virginia	Virginia
.	.	.

Brinkema	brinkema	Brinkema
did	did	did
not	not	not
hold	hold	hold
government	govern	government
officials	offici	official
in	in	in
contempt	contempt	contempt
for	for	for
reportedly	report	reportedly
preventing	prevent	preventing
immigrants	immigr	immigrant
access	access	access
to	to	to
lawyers	lawyer	lawyer
,	,	,
a	a	a
violation	violat	violation
of	of	of
her	her	her
previous	previous	previous
order	order	order
.	.	.

She	she	She
told	told	told
the	the	the
court	court	court
that	that	that
she	she	she
didn	didn	didn
t	t	t
have	have	have
enough	enough	enough
information	inform	information
to	to	to
make	make	make
the	the	the
contempt	contempt	contempt
determination	determin	determination
,	,	,
even	even	even
though	though	though
Virginia	virginia	Virginia
had	had	had
cited	cite	cited
news	news	news
reports	report	report
and	and	and
affidavits	affidavit	affidavit
from	from	from
lawmakers	lawmak	lawmaker
that	that	that
US	us	US
Customs	custom	Customs
and	and	and
Border	border	Border
Patrol	patrol	Patrol
agents	agent	agent
had	had	had
not	not	not
allowed	allow	allowed
attorneys	attorney	attorney
access	access	access
to	to	to
the	the	the
visa	visa	visa
holders	holder	holder
.	.	.

There	there	There
were	were	were
so	so	so
many	mani	many
lawyers	lawyer	lawyer
there	there	there
willing	will	willing
to	to	to
help	help	help
,	,	,
and	and	and
not	not	not
a	a	a
single	singl	single
one	one	one
got	got	got
access	access	access
,	,	,
Virginia	virginia	Virginia
Solicitor	solicitor	Solicitor
General	general	General
Stuart	stuart	Stuart
Raphael	raphael	Raphael
said	said	said
during	dure	during
the	the	the
hearing	hear	hearing
.	.	.
Brinkema	brinkema	Brinkema
also	also	also
required	requir	required
that	that	that
,	,	,
by	by	by
Thursday	thursday	Thursday
,	,	,
the	the	the
federal	feder	federal
government	govern	government
provide	provid	provide
Virginia	virginia	Virginia
with	with	with
a	a	a
list	list	list
of	of	of
all	all	all
people	peopl	people
with	with	with
valid	valid	valid
visas	visa	visa
who	who	who
were	were	were
denied	deni	denied
entry	entri	entry
or	or	or
removed	remov	removed
from	from	from
the	the	the
US	us	US
who	who	who
had	had	had
Virginia	virginia	Virginia
ties	tie	tie
since	sinc	since
the	the	the
order	order	order
was	was	wa
signed	sign	signed
.	.	.

At	at	At
least	least	least
350	350	350
students	student	student
at	at	at
state	state	state
universities	univers	university
,	,	,
as	as	a
well	well	well
as	as	a
professors	professor	professor
and	and	and
other	other	other
employees	employe	employee
,	,	,
were	were	were
affected	affect	affected
by	by	by
the	the	the
executive	execut	executive
order	order	order
,	,	,
Virginia	virginia	Virginia
officials	offici	official
said	said	said
.	.	.
On	on	On
Thursday	thursday	Thursday
,	,	,
the	the	the
ACLU	aclu	ACLU
filed	file	filed
a	a	a
lawsuit	lawsuit	lawsuit
in	in	in
a	a	a
California	california	California
federal	feder	federal
district	district	district
court	court	court
,	,	,
accusing	accus	accusing
the	the	the
Trump	trump	Trump
administration	administr	administration
of	of	of
violating	violat	violating
the	the	the
religious	religi	religious
freedom	freedom	freedom
of	of	of
those	those	those
visa	visa	visa
holders	holder	holder
who	who	who
were	were	were
barred	bar	barred
from	from	from
entering	enter	entering
the	the	the
country	countri	country
.	.	.

It	it	It
proposes	propos	proposes
class	class	class
-action	-action	-action
status	status	status
on	on	on
behalf	behalf	behalf
of	of	of
nationals	nation	national
who	who	who
are	are	are
living	live	living
or	or	or
have	have	have
lived	live	lived
in	in	in
the	the	the
United	unit	United
States	state	States
and	and	and
are	are	are
from	from	from
the	the	the
seven	seven	seven
countries	countri	country
listed	list	listed
in	in	in
the	the	the
executive	execut	executive
order	order	order
.	.	.

Senior	senior	Senior
advisers	advis	adviser
to	to	to
defendant	defend	defendant
Trump	trump	Trump
have	have	have
engaged	engag	engaged
in	in	in
anti	anti	anti
-Muslim	-muslim	-Muslim
rhetoric	rhetor	rhetoric
that	that	that
provides	provid	provides
additional	addit	additional
support	support	support
for	for	for
the	the	the
notion	notion	notion
that	that	that
the	the	the
executive	execut	executive
order	order	order
was	was	wa
prompted	prompt	prompted
by	by	by
animus	animus	animus
toward	toward	toward
Islam	islam	Islam
and	and	and
Muslims	muslim	Muslims
,	,	,
the	the	the
suit	suit	suit
said	said	said
.	.	.
New	new	New
York	york	York
Attorney	attorney	Attorney
General	general	General
Eric	eric	Eric
Schneiderman	schneiderman	Schneiderman
and	and	and
Massachusetts	massachusett	Massachusetts
Attorney	attorney	Attorney
General	general	General
Maura	maura	Maura
Healey	healey	Healey
announced	announc	announced
Tuesday	tuesday	Tuesday
that	that	that
they	they	they
would	would	would
join	join	join
lawsuits	lawsuit	lawsuit
filed	file	filed
by	by	by
the	the	the
ACLU	aclu	ACLU
chapters	chapter	chapter
in	in	in
their	their	their
respective	respect	respective
states	state	state
.	.	.

As	as	As
I	i	I
ve	ve	ve
made	made	made
clear	clear	clear
President	presid	President
Trump	trump	Trump
s	s	s
executive	execut	executive
action	action	action
is	is	is
unconstitutional	unconstitut	unconstitutional
,	,	,
unlawful	unlaw	unlawful
,	,	,
and	and	and
fundamentally	fundament	fundamentally
un	un	un
-American	-american	-American
,	,	,
Schneiderman	schneiderman	Schneiderman
said	said	said
in	in	in
a	a	a
statement	statement	statement
.	.	.

That	that	That
is	is	is
why	whi	why
my	my	my
office	offic	office
will	will	will
be	be	be
filing	file	filing
to	to	to
join	join	join
the	the	the
federal	feder	federal
lawsuit	lawsuit	lawsuit
against	against	against
President	presid	President
Trump	trump	Trump
and	and	and
his	his	his
administration	administr	administration
.	.	.

I	i	I
m	m	m
proud	proud	proud
to	to	to
partner	partner	partner
with	with	with
these	these	these
organizations	organ	organization
to	to	to
fight	fight	fight
to	to	to
permanently	perman	permanently
strike	strike	strike
down	down	down
this	this	this
dangerous	danger	dangerous
and	and	and
discriminatory	discriminatori	discriminatory
order	order	order
.	.	.

Although	although	Although
the	the	the
Bay	bay	Bay
State	state	State
has	has	ha
joined	join	joined
in	in	in
the	the	the
ACLU	aclu	ACLU
s	s	s
lawsuit	lawsuit	lawsuit
,	,	,
Massachusetts	massachusett	Massachusetts
state	state	state
attorneys	attorney	attorney
were	were	were
in	in	in
court	court	court
seeking	seek	seeking
an	an	an
extension	extens	extension
to	to	to
the	the	the
seven	seven	seven
-day	-day	-day
restraining	restrain	restraining
order	order	order
against	against	against
Trump	trump	Trump
s	s	s
travel	travel	travel
ban	ban	ban
that	that	that
was	was	wa
originally	origin	originally
granted	grant	granted
there	there	there
on	on	on
Sunday	sunday	Sunday
.	.	.

US	us	US
District	district	District
Judge	judg	Judge
Nathaniel	nathaniel	Nathaniel
Gorton	gorton	Gorton
did	did	did
not	not	not
issue	issu	issue
an	an	an
extension	extens	extension
,	,	,
but	but	but
is	is	is
reviewing	review	reviewing
arguments	argument	argument
and	and	and
will	will	will
rule	rule	rule
by	by	by
Sunday	sunday	Sunday
.	.	.
However	howev	However
,	,	,
Robart	robart	Robart
s	s	s
nationwide	nationwid	nationwide
restraining	restrain	restraining
order	order	order
provides	provid	provides
coverage	coverag	coverage
in	in	in
case	case	case
Gorton	gorton	Gorton
s	s	s
ruling	rule	ruling
does	doe	doe
not	not	not
extend	extend	extend
the	the	the
local	local	local
stay	stay	stay
.	.	.
I	i	I
don't	don't	don't
wake	wake	wake
up	up	up
every	everi	every
day	day	day
looking	look	looking
for	for	for
a	a	a
way	way	way
to	to	to
sue	sue	sue
Donald	donald	Donald
Trump	trump	Trump
.	.	.

But	but	But
we	we	we
are	are	are
10	10	10
days	day	day
in	in	in
and	and	and
I've	i'v	I've
filed	file	filed
three	three	three
cases	case	case
already	alreadi	already
.	.	.

Maura	maura	Maura
Healey	healey	Healey
@maura_healey	@maura_healey	@maura_healey
January	januari	January
31	31	31
,	,	,
2017	2017	2017
If	if	If
an	an	an
Executive	execut	Executive
Order	order	Order
looks	look	look
like	like	like
a	a	a
Muslim	muslim	Muslim
ban	ban	ban
,	,	,
acts	act	act
like	like	like
a	a	a
Muslim	muslim	Muslim
ban	ban	ban
,	,	,
and	and	and
has	has	ha
been	been	been
talked	talk	talked
about	about	about
as	as	a
a	a	a
Muslim	muslim	Muslim
ban	ban	ban
,	,	,
then	then	then
it	it	it
s	s	s
probably	probabl	probably
a	a	a
Muslim	muslim	Muslim
ban	ban	ban
,	,	,
Friday	friday	Friday
s	s	s
complaint	complaint	complaint
read	read	read
.	.	.
The	the	The
initial	initi	initial
lawsuit	lawsuit	lawsuit
in	in	in
the	the	the
commonwealth	commonwealth	commonwealth
was	was	wa
filed	file	filed
Sunday	sunday	Sunday
on	on	on
behalf	behalf	behalf
of	of	of
two	two	two
state	state	state
university	univers	university
professors	professor	professor
from	from	from
Iran	iran	Iran
with	with	with
green	green	green
cards	card	card
who	who	who
were	were	were
detained	detain	detained
at	at	at
Boston	boston	Boston
s	s	s
Logan	logan	Logan
Airport	airport	Airport
on	on	on
their	their	their
way	way	way
back	back	back
from	from	from
an	an	an
academic	academ	academic
conference	confer	conference
.	.	.

An	an	An
amended	amend	amended
complaint	complaint	complaint
added	ad	added
six	six	six
new	new	new
plaintiffs	plaintiff	plaintiff
,	,	,
including	includ	including
several	sever	several
non	non	non
-citizens	-citizen	-citizens
legally	legal	legally
in	in	in
the	the	the
US	us	US
who	who	who
are	are	are
afraid	afraid	afraid
they	they	they
will	will	will
be	be	be
unable	unabl	unable
to	to	to
return	return	return
if	if	if
they	they	they
leave	leav	leave
the	the	the
country	countri	country
,	,	,
WHDH	whdh	WHDH
reported	report	reported
.	.	.
Indeed	inde	Indeed
,	,	,
visas	visa	visa
for	for	for
two	two	two
of	of	of
the	the	the
plaintiffs	plaintiff	plaintiff
