What	what	What
the	the	the
board	board	board
,	,	,
which	which	which
asked	ask	asked
that	that	that
a	a	a
faculty	faculti	faculty
member	member	member
of	of	of
color	color	color
,	,	,
a	a	a
staff	staff	staff
member	member	member
of	of	of
color	color	color
,	,	,
and	and	and
a	a	a
student	student	student
of	of	of
color	color	color
be	be	be
added	ad	added
to	to	to
the	the	the
board	board	board
and	and	and
given	given	given
voting	vote	voting
power	power	power
,	,	,
Boston	boston	Boston
.	.	.
com	com	com
reports	report	report
.	.	.
Eradicate	erad	Eradicate
Boston	boston	Boston
College	colleg	College
Racism	racism	Racism
s	s	s
webpage	webpag	webpage
also	also	also
detailed	detail	detailed
the	the	the
confrontation	confront	confrontation
.	.	.
After	after	After
being	be	being
denied	deni	denied
permission	permiss	permission
to	to	to
address	address	address
the	the	the
Board	board	Board
directly	direct	directly
,	,	,
students	student	student
sang	sang	sang
anti	anti	anti
-racist	-racist	-racist
carols	carol	carol
from	from	from
outside	outsid	outside
the	the	the
doors	door	door
to	to	to
the	the	the
luncheon	luncheon	luncheon
in	in	in
Gasson	gasson	Gasson
Hall	hall	Hall
100	100	100
and	and	and
presented	present	presented
three	three	three
demands	demand	demand
1	1	1
.	.	.
One	one	One
voting	vote	voting
student	student	student
of	of	of
color	color	color
on	on	on
the	the	the
board	board	board
,	,	,
one	one	one
faculty	faculti	faculty
,	,	,
one	one	one
staff	staff	staff
;	;	;
2	2	2
.	.	.
An	an	An
action	action	action
plan	plan	plan
to	to	to
address	address	address
institutional	institut	institutional
racism	racism	racism
supported	support	supported
by	by	by
a	a	a
budget	budget	budget
similar	similar	similar
to	to	to
those	those	those
created	creat	created
at	at	at
Yale	yale	Yale
University	univers	University
or	or	or
Brown	brown	Brown
University	univers	University
;	;	;
and	and	and
3	3	3
.	.	.
The	the	The
presentation	present	presentation
of	of	of
the	the	the
plan	plan	plan
by	by	by
representatives	repres	representative
of	of	of
the	the	the
University	univers	University
at	at	at
a	a	a
Town	town	Town
Hall	hall	Hall
on	on	on
January	januari	January
19th	19th	19th
,	,	,
2016	2016	2016
the	the	the
deadline	deadlin	deadline
set	set	set
forth	forth	forth
previously	previous	previously
by	by	by
the	the	the
Executive	execut	Executive
Council	council	Council
of	of	of
the	the	the
Undergraduate	undergradu	Undergraduate
Government	govern	Government
of	of	of
Boston	boston	Boston
College	colleg	College
,	,	,
according	accord	according
to	to	to
the	the	the
site	site	site
.	.	.
White	white	White
emotional	emot	emotional
fragility	fragil	fragility
has	has	ha
long	long	long
been	been	been
prioritized	priorit	prioritized
over	over	over
black	black	black
pain	pain	pain
anger	anger	anger
in	in	in
the	the	the
American	american	American
public	public	public
sphere	sphere	sphere
#BCRacism	#bcracism	#BCRacism
https://t.co/6bloXu79v9	https://t.co/6bloxu79v9	https://t.co/6bloXu79v9
Eradicate	erad	Eradicate
BC	bc	BC
Racism	racism	Racism
@BCRacism	@bcracism	@BCRacism
December	decemb	December
17	17	17
,	,	,
2015No	2015no	2015No
Leftist	leftist	Leftist
group	group	group
in	in	in
their	their	their
right	right	right
mind	mind	mind
would	would	would
ignore	ignor	ignore
the	the	the
incoming	incom	incoming
class	class	class
of	of	of
Freshman	freshman	Freshman
.	.	.
Here	here	Here
,	,	,
the	the	the
Eradicate	erad	Eradicate
BC	bc	BC
Racism	racism	Racism
group	group	group
sends	send	sends
out	out	out
a	a	a
tweet	tweet	tweet
in	in	in
hopes	hope	hope
of	of	of
getting	get	getting
a	a	a
jump	jump	jump
on	on	on
indoctrinating	indoctrin	indoctrinating
the	the	the
young	young	young
and	and	and
malleable	malleabl	malleable
minds	mind	mind
who	who	who
ve	ve	ve
been	been	been
accepted	accept	accepted
to	to	to
this	this	this
prestigious	prestigi	prestigious
Catholic	cathol	Catholic
college	colleg	college
Hey	hey	Hey
#BC2020,	#bc2020,	#BC2020,
congrats	congrat	congrats
on	on	on
your	your	your
early	earli	early
acceptance	accept	acceptance
!	!	!
If	if	If
you	you	you
choose	choos	choose
to	to	to
attend	attend	attend
,	,	,
we	we	we
hope	hope	hope
you'll	you'll	you'll
join	join	join
our	our	our
work	work	work
to	to	to
eradicate	erad	eradicate
#BostonCollegeRacism!	#bostoncollegeracism!	#BostonCollegeRacism!
Eradicate	erad	Eradicate
BC	bc	BC
Racism	racism	Racism
@BCRacism	@bcracism	@BCRacism
December	decemb	December
17	17	17
,	,	,
2015The	2015the	2015The
Left	left	Left
has	has	ha
managed	manag	managed
to	to	to
find	find	find
a	a	a
way	way	way
to	to	to
tie	tie	tie
phony	phoni	phony
climate	climat	climate
change	chang	change
to	to	to
racism	racism	racism
.	.	.
What	what	What
protest	protest	protest
about	about	about
racism	racism	racism
would	would	would
be	be	be
complete	complet	complete
without	without	without
addressing	address	addressing
climate	climat	climate
change	chang	change
?	?	?
.	.	.
@BClimateJustice	@bclimatejustic	@BClimateJustice
what	what	what
many	mani	many
have	have	have
received	receiv	received
as	as	a
the	the	the
issue	issu	issue
of	of	of
our	our	our
time	time	time
a	a	a
21	21	21
century	centuri	century
color	color	color
line	line	line
drawn	drawn	drawn
by	by	by
climate	climat	climate
change	chang	change
https://t.co/jrfRIorwpz	https://t.co/jrfriorwpz	https://t.co/jrfRIorwpz
Eradicate	erad	Eradicate
BC	bc	BC
Racism	racism	Racism
@BCRacism	@bcracism	@BCRacism
December	decemb	December
14	14	14
,	,	,
2015The	2015the	2015The
racial	racial	racial
justice	justic	justice
warriors	warrior	warrior
also	also	also
posted	post	posted
a	a	a
video	video	video
and	and	and
full	full	full
text	text	text
of	of	of
a	a	a
speech	speech	speech
delivered	deliv	delivered
by	by	by
student	student	student
Kwesi	kwesi	Kwesi
Aaron	aaron	Aaron
,	,	,
as	as	a
well	well	well
as	as	a
links	link	link
to	to	to
its	it	it
other	other	other
Christmas	christma	Christmas
celebrations	celebr	celebration
,	,	,
including	includ	including
BCPD	bcpd	BCPD
is	is	is
Comin	comin	Comin
to	to	to
Town	town	Town
,	,	,
Come	come	Come
All	all	All
Ye	ye	Ye
Faithful	faith	Faithful
,	,	,
I	i	I
m	m	m
Dreaming	dream	Dreaming
of	of	of
Whiteness	white	Whiteness
in	in	in
Academia	academia	Academia
,	,	,
We	we	We
Wish	wish	Wish
You	you	You
a	a	a
Day	day	Day
of	of	of
Raciam	raciam	Raciam
sic	sic	sic
Healing	heal	Healing
White	white	White
Accountability	account	Accountability
,	,	,
Have	have	Have
Yourself	yourself	Yourself
a	a	a
Bureaucratic	bureaucrat	Bureaucratic
Christmas	christma	Christmas
,	,	,
Roasting	roast	Roasting
Admissions	admiss	Admissions
on	on	on
an	an	an
Open	open	Open
Fire	fire	Fire
,	,	,
Leahy	leahi	Leahy
Baby	babi	Baby
,	,	,
Slip	slip	Slip
a	a	a
Present	present	Present
Under	under	Under
the	the	the
Tree	tree	Tree
,	,	,
For	for	For
Me	me	Me
,	,	,
and	and	and
It	it	It
s	s	s
Beginning	begin	Beginning
to	to	to
Look	look	Look
a	a	a
Lot	lot	Lot
Like	like	Like
Justice	justic	Justice
.	.	.
Via	via	Via
EAG	eag	EAG
News	news	News
