Donald	donald	Donald
@realDonaldTrump	@realdonaldtrump	@realDonaldTrump
went	went	went
on	on	on
rant	rant	rant
about	about	about
death	death	death
destruction	destruct	destruction
,	,	,
FAKE	fake	FAKE
NEWS	news	NEWS
,	,	,
evil	evil	evil
.	.	.

Should	should	Should
he	he	he
get	get	get
mental	mental	mental
health	health	health
exam	exam	exam
?	?	?

Ted	ted	Ted
Lieu	lieu	Lieu
@tedlieu	@tedlieu	@tedlieu
February	februari	February
4	4	4
,	,	,
2017Lieu	2017lieu	2017Lieu
insists	insist	insists
that	that	that
Trump	trump	Trump
s	s	s
behavior	behavior	behavior
is	is	is
not	not	not
normal	normal	normal
.	.	.

He	he	He
also	also	also
argues	argu	argues
that	that	that
Trump	trump	Trump
is	is	is
clearly	clear	clearly
disconnected	disconnect	disconnected
from	from	from
reality	realiti	reality
.	.	.

It	it	It
is	is	is
not	not	not
normal	normal	normal
for	for	for
the	the	the
president	presid	president
of	of	of
the	the	the
United	unit	United
States	state	States
,	,	,
within	within	within
24	24	24
hours	hour	hour
,	,	,
to	to	to
write	write	write
about	about	about
death	death	death
and	and	and
destruction	destruct	destruction
and	and	and
fake	fake	fake
news	news	news
and	and	and
evil	evil	evil
,	,	,
he	he	he
said	said	said
.	.	.

The	the	The
most	most	most
troubling	troubl	troubling
aspect	aspect	aspect
of	of	of
this	this	this
is	is	is
it	it	it
is	is	is
very	veri	very
clear	clear	clear
he	he	he
has	has	ha
a	a	a
disconnection	disconnect	disconnection
from	from	from
the	the	the
truth	truth	truth
.	.	.

The	the	The
very	veri	very
first	first	first
press	press	press
conference	confer	conference
he	he	he
had	had	had
in	in	in
this	this	this
administration	administr	administration
,	,	,
they	they	they
could	could	could
have	have	have
talked	talk	talked
about	about	about
jobs	job	job
or	or	or
health	health	health
care	care	care
.	.	.

They	they	They
talked	talk	talked
about	about	about
crowd	crowd	crowd
size	size	size
.	.	.

And	and	And
then	then	then
lied	lie	lied
about	about	about
it	it	it
.	.	.

It	it	It
s	s	s
one	one	one
of	of	of
the	the	the
most	most	most
bizarre	bizarr	bizarre
events	event	event
I	i	I
ve	ve	ve
witnessed	wit	witnessed
in	in	in
politics	polit	politics
.	.	.

His	his	His
disconnection	disconnect	disconnection
from	from	from
the	the	the
truth	truth	truth
is	is	is
incredibly	incred	incredibly
disturbing	disturb	disturbing
.	.	.

When	when	When
you	you	you
add	add	add
on	on	on
top	top	top
of	of	of
that	that	that
his	his	his
stifling	stifl	stifling
of	of	of
dissent	dissent	dissent
,	,	,
his	his	his
attacks	attack	attack
on	on	on
the	the	the
free	free	free
press	press	press
and	and	and
his	his	his
attacks	attack	attack
on	on	on
the	the	the
legitimacy	legitimaci	legitimacy
of	of	of
judiciary	judiciari	judiciary
,	,	,
that	that	that
then	then	then
takes	take	take
us	us	u
down	down	down
the	the	the
road	road	road
toward	toward	toward
authoritarianism	authoritarian	authoritarianism
.	.	.

That	that	That
s	s	s
why	whi	why
I	i	I
ve	ve	ve
concluded	conclud	concluded
he	he	he
is	is	is
a	a	a
danger	danger	danger
to	to	to
the	the	the
republic	republ	republic
,	,	,
Lieu	lieu	Lieu
argued	argu	argued
.	.	.
Not	not	Not
surprisingly	surpris	surprisingly
,	,	,
Lieu	lieu	Lieu
isn	isn	isn
t	t	t
the	the	the
only	onli	only
lawmaker	lawmak	lawmaker
who	who	who
is	is	is
a	a	a
little	littl	little
worried	worri	worried
about	about	about
the	the	the
fact	fact	fact
that	that	that
our	our	our
commander	command	commander
-in-chief	-in-chief	-in-chief
is	is	is
bat	bat	bat
-shit	-shit	-shit
crazy	crazi	crazy
.	.	.

Rep	rep	Rep
.	.	.

Jason	jason	Jason
Chaffetz	chaffetz	Chaffetz
R	r	R
-Utah	-utah	-Utah
,	,	,
who	who	who
chairs	chair	chair
the	the	the
House	hous	House
Oversight	oversight	Oversight
and	and	and
Government	govern	Government
Reform	reform	Reform
Committee	committe	Committee
and	and	and
House	hous	House
Minority	minor	Minority
Leader	leader	Leader
Nancy	nanci	Nancy
Pelosi	pelosi	Pelosi
D	d	D
-Calif	-calif	-Calif
.	.	.
have	have	have
both	both	both
publicly	public	publicly
questioned	question	questioned
Trump	trump	Trump
s	s	s
mental	mental	mental
health	health	health
.	.	.
Read	read	Read
more	more	more
Featured	featur	Featured
image	imag	image
via	via	via
Andrew	andrew	Andrew
Harrer	harrer	Harrer
Pool	pool	Pool
Getty	getti	Getty
Images	imag	Images

