Donald	donald	Donald
disputed	disput	disputed
tax	tax	tax
assessments	assess	assessment
;	;	;
in	in	in
others	other	others
,	,	,
they	they	they
have	have	have
simply	simpli	simply
not	not	not
paid	paid	paid
the	the	the
tax	tax	tax
bill	bill	bill
until	until	until
after	after	after
the	the	the
government	govern	government
took	took	took
additional	addit	additional
action	action	action
.	.	.
According	accord	According
to	to	to
the	the	the
information	inform	information
obtained	obtain	obtained
from	from	from
court	court	court
cases	case	case
,	,	,
property	properti	property
records	record	record
,	,	,
and	and	and
other	other	other
documents	document	document
showed	show	showed
that	that	that
every	everi	every
year	year	year
from	from	from
the	the	the
late	late	late
1980s	1980s	1980s
to	to	to
now	now	now
,	,	,
Trump	trump	Trump
and	and	and
his	his	his
associates	associ	associate
companies	compani	company
have	have	have
been	been	been
involved	involv	involved
in	in	in
tax	tax	tax
disputes	disput	dispute
.	.	.

Between	between	Between
June	june	June
2015	2015	2015
to	to	to
now	now	now
,	,	,
five	five	five
Trump	trump	Trump
companies	compani	company
in	in	in
New	new	New
York	york	York
State	state	State
alone	alon	alone
have	have	have
been	been	been
issued	issu	issued
warrants	warrant	warrant
for	for	for
more	more	more
than	than	than
13	13	13
,	,	,
000	000	000
in	in	in
unpaid	unpaid	unpaid
or	or	or
late	late	late
taxes	tax	tax
.	.	.

Before	befor	Before
June	june	June
2015	2015	2015
,	,	,
Trump	trump	Trump
has	has	ha
two	two	two
other	other	other
unpaid	unpaid	unpaid
warrants	warrant	warrant
;	;	;
1	1	1
,	,	,
580	580	580
for	for	for
Trump	trump	Trump
mortgage	mortgag	mortgage
;	;	;
1	1	1
,	,	,
747	747	747
for	for	for
Trump	trump	Trump
University	univers	University
.	.	.

One	one	One
failed	fail	failed
,	,	,
the	the	the
other	other	other
is	is	is
under	under	under
investigation	investig	investigation
for	for	for
fraud	fraud	fraud
.	.	.
USA	usa	USA
Today	today	Today
issued	issu	issued
a	a	a
detailed	detail	detailed
list	list	list
of	of	of
tax	tax	tax
issues	issu	issue
over	over	over
the	the	the
decades	decad	decade
Not	not	Not
only	onli	only
does	doe	doe
Trump	trump	Trump
have	have	have
decades	decad	decade
worth	worth	worth
of	of	of
tax	tax	tax
and	and	and
assessment	assess	assessment
issues	issu	issue
stemming	stem	stemming
over	over	over
three	three	three
decades	decad	decade
,	,	,
he	he	he
also	also	also
overestimates	overestim	overestimate
the	the	the
worth	worth	worth
of	of	of
his	his	his
properties	properti	property
,	,	,
something	someth	something
that	that	that
might	might	might
be	be	be
shown	shown	shown
in	in	in
his	his	his
tax	tax	tax
returns	return	return
and	and	and
prove	prove	prove
that	that	that
he	he	he
isn	isn	isn
t	t	t
worth	worth	worth
as	as	a
much	much	much
as	as	a
he	he	he
says	say	say
he	he	he
is	is	is
.	.	.

For	for	For
example	exampl	example
,	,	,
the	the	the
Ritz	ritz	Ritz
Carlton	carlton	Carlton
Resort	resort	Resort
and	and	and
Spa	spa	Spa
in	in	in
Jupiter	jupit	Jupiter
,	,	,
Florida	florida	Florida
has	has	ha
been	been	been
assessed	assess	assessed
at	at	at
13	13	13
.	.	.
7	7	7
million	million	million
.	.	.

Trump	trump	Trump
,	,	,
however	howev	however
,	,	,
personally	person	personally
assesses	assess	ass
the	the	the
property	properti	property
at	at	at
50	50	50
million	million	million
,	,	,
a	a	a
full	full	full
36	36	36
.	.	.
3	3	3
million	million	million
more	more	more
.	.	.

Then	then	Then
there	there	there
s	s	s
the	the	the
famous	famous	famous
Mar	mar	Mar
-a-Lago	-a-lago	-a-Lago
,	,	,
Trump	trump	Trump
s	s	s
personal	person	personal
estate	estat	estate
in	in	in
Palm	palm	Palm
Beach	beach	Beach
,	,	,
Florida	florida	Florida
.	.	.

Assessed	assess	Assessed
at	at	at
only	onli	only
20	20	20
million	million	million
,	,	,
Trump	trump	Trump
contends	contend	contends
that	that	that
it	it	it
is	is	is
actually	actual	actually
worth	worth	worth
50	50	50
million	million	million
.	.	.
Once	onc	Once
again	again	again
,	,	,
records	record	record
show	show	show
or	or	or
don	don	don
t	t	t
show	show	show
,	,	,
because	becaus	because
Trump	trump	Trump
won	won	won
t	t	t
release	releas	release
them	them	them
that	that	that
Trump	trump	Trump
is	is	is
lair	lair	lair
,	,	,
cheater	cheater	cheater
,	,	,
and	and	and
overblows	overblow	overblows
his	his	his
worth	worth	worth
to	to	to
make	make	make
himself	himself	himself
look	look	look
good	good	good
.	.	.
Trump	trump	Trump
s	s	s
shady	shadi	shady
business	busi	business
dealings	deal	dealing
are	are	are
miles	mile	mile
long	long	long
,	,	,
miles	mile	mile
deep	deep	deep
.	.	.

This	this	This
is	is	is
the	the	the
great	great	great
businessman	businessman	businessman
Republican	republican	Republican
voters	voter	voter
are	are	are
touting	tout	touting
when	when	when
they	they	they
spout	spout	spout
their	their	their
support	support	support
for	for	for
him	him	him
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Spencer	spencer	Spencer
Platt	platt	Platt
Getty	getti	Getty
Imges	img	Imges

