This	this	This
owners	owner	owner
and	and	and
their	their	their
employees	employe	employee
who	who	who
allowed	allow	allowed
customers	custom	customer
to	to	to
use	use	use
their	their	their
government	govern	government
-issued	-issu	-issued
EBT	ebt	EBT
food	food	food
stamp	stamp	stamp
card	card	card
as	as	a
a	a	a
means	mean	mean
to	to	to
get	get	get
cash	cash	cash
,	,	,
in	in	in
exchange	exchang	exchange
for	for	for
a	a	a
cut	cut	cut
.	.	.

In	in	In
total	total	total
,	,	,
Ferrer	ferrer	Ferrer
said	said	said
there	there	there
were	were	were
more	more	more
than	than	than
13	13	13
million	million	million
in	in	in
fraudulent	fraudul	fraudulent
food	food	food
stamp	stamp	stamp
transactions	transact	transaction
stemming	stem	stemming
from	from	from
markets	market	market
throughout	throughout	throughout
South	south	South
Florida	florida	Florida
,	,	,
the	the	the
largest	largest	largest
food	food	food
stamp	stamp	stamp
fraud	fraud	fraud
take	take	take
-down	-down	-down
in	in	in
U	u	U
.	.	.
S	s	S
.	.	.
history	histori	history
.	.	.

These	these	These
retailers	retail	retailer
are	are	are
flagrantly	flagrant	flagrantly
abusing	abus	abusing
the	the	the
public	public	public
trust	trust	trust
by	by	by
stealing	steal	stealing
millions	million	million
of	of	of
dollars	dollar	dollar
from	from	from
the	the	the
federal	feder	federal
food	food	food
stamp	stamp	stamp
program	program	program
that	that	that
is	is	is
intended	intend	intended
to	to	to
provide	provid	provide
low	low	low
-income	-incom	-income
households	household	household
with	with	with
their	their	their
needed	need	needed
basic	basic	basic
provisions	provis	provision
of	of	of
food	food	food
and	and	and
nutrition	nutrit	nutrition
,	,	,
Ferrer	ferrer	Ferrer
said	said	said
.	.	.
He	he	He
said	said	said
the	the	the
stores	store	store
mostly	most	mostly
in	in	in
Opa	opa	Opa
-locka	-locka	-locka
Hialeah	hialeah	Hialeah
Flea	flea	Flea
Market	market	Market
would	would	would
ring	ring	ring
up	up	up
food	food	food
,	,	,
but	but	but
the	the	the
customer	custom	customer
rarely	rare	rarely
left	left	left
with	with	with
anything	anyth	anything
.	.	.

They	they	They
would	would	would
leave	leav	leave
with	with	with
cash	cash	cash
,	,	,
and	and	and
the	the	the
owner	owner	owner
would	would	would
pocket	pocket	pocket
a	a	a
cut	cut	cut
.	.	.

Ferrer	ferrer	Ferrer
said	said	said
the	the	the
scheme	scheme	scheme
involved	involv	involved
thousands	thousand	thousand
of	of	of
SNAP	snap	SNAP
Supplemental	supplement	Supplemental
Nutrition	nutrit	Nutrition
Assistance	assist	Assistance
Program	program	Program
recipients	recipi	recipient
.	.	.
Commercial	commerci	Commercial
for	for	for
Flea	flea	Flea
Market	market	Market
In	in	In
total	total	total
,	,	,
15	15	15
people	peopl	people
were	were	were
arrested	arrest	arrested
Tuesday	tuesday	Tuesday
and	and	and
Wednesday	wednesday	Wednesday
,	,	,
when	when	when
police	polic	police
raided	raid	raided
the	the	the
flea	flea	flea
market	market	market
.	.	.

Seven	seven	Seven
of	of	of
the	the	the
22	22	22
people	peopl	people
indicted	indict	indicted
are	are	are
still	still	still
at	at	at
large	larg	large
,	,	,
Ferrer	ferrer	Ferrer
said	said	said
.	.	.
Flea	flea	Flea
market	market	market
vendor	vendor	vendor
Felix	felix	Felix
Lanza	lanza	Lanza
told	told	told
Miami	miami	Miami
Herald	herald	Herald
news	news	news
partner	partner	partner
CBS4	cbs4	CBS4
that	that	that
he	he	he
had	had	had
no	no	no
idea	idea	idea
what	what	what
was	was	wa
going	go	going
on	on	on
Thank	thank	Thank
God	god	God
,	,	,
we	we	we
don	don	don
t	t	t
do	do	do
that	that	that
.	.	.

Jack	jack	Jack
Heacock	heacock	Heacock
,	,	,
director	director	director
of	of	of
the	the	the
Florida	florida	Florida
Division	divis	Division
of	of	of
Public	public	Public
Assistance	assist	Assistance
Fraud	fraud	Fraud
,	,	,
said	said	said
the	the	the
arrests	arrest	arrest
were	were	were
only	onli	only
the	the	the
beginning	begin	beginning
.	.	.

Those	those	Those
people	peopl	people
who	who	who
received	receiv	received
the	the	the
money	money	money
will	will	will
likely	like	likely
be	be	be
sanctioned	sanction	sanctioned
,	,	,
he	he	he
said	said	said
.	.	.
The	the	The
defendants	defend	defendant
,	,	,
all	all	all
of	of	of
whom	whom	whom
were	were	were
authorized	author	authorized
to	to	to
accept	accept	accept
food	food	food
stamps	stamp	stamp
,	,	,
face	face	face
charges	charg	charge
of	of	of
wire	wire	wire
fraud	fraud	fraud
,	,	,
conspiracy	conspiraci	conspiracy
to	to	to
commit	commit	commit
wire	wire	wire
fraud	fraud	fraud
and	and	and
food	food	food
stamp	stamp	stamp
EBT	ebt	EBT
fraud	fraud	fraud
,	,	,
according	accord	according
to	to	to
the	the	the
indictments	indict	indictment
.	.	.

They	they	They
face	face	face
up	up	up
to	to	to
20	20	20
years	year	year
in	in	in
prison	prison	prison
and	and	and
five	five	five
years	year	year
for	for	for
food	food	food
stamp	stamp	stamp
fraud	fraud	fraud
Karla	karla	Karla
Rodriguez	rodriguez	Rodriguez
Diaz	diaz	Diaz
,	,	,
28	28	28
,	,	,
owns	own	owns
Opa	opa	Opa
Locka	locka	Locka
Fruit	fruit	Fruit
and	and	and
Produce	produc	Produce
Market	market	Market
,	,	,
LLC	llc	LLC
,	,	,
at	at	at
the	the	the
Opa	opa	Opa
-locka	-locka	-locka
Hialeah	hialeah	Hialeah
Flea	flea	Flea
Market	market	Market
,	,	,
12705	12705	12705
NW	nw	NW
42nd	42nd	42nd
Ave	ave	Ave
.	.	.

Diaz	diaz	Diaz
and	and	and
Luis	lui	Luis
Marzo	marzo	Marzo
Machado	machado	Machado
,	,	,
30	30	30
,	,	,
redeemed	redeem	redeemed
over	over	over
2	2	2
.	.	.
4	4	4
million	million	million
in	in	in
food	food	food
stamps	stamp	stamp
between	between	between
August	august	August
2014	2014	2014
and	and	and
March	march	March
2016	2016	2016
.	.	.

Pedro	pedro	Pedro
Sanchez	sanchez	Sanchez
Barrero	barrero	Barrero
,	,	,
26	26	26
,	,	,
owns	own	owns
Pedro	pedro	Pedro
Produce	produc	Produce
in	in	in
the	the	the
flea	flea	flea
market	market	market
.	.	.

Barrero	barrero	Barrero
,	,	,
along	along	along
with	with	with
Antonia	antonia	Antonia
Barrero	barrero	Barrero
,	,	,
48	48	48
,	,	,
racked	rack	racked
up	up	up
about	about	about
2	2	2
million	million	million
.	.	.

Diocenila	diocenila	Diocenila
Castro	castro	Castro
,	,	,
49	49	49
,	,	,
of	of	of
Miami	miami	Miami
,	,	,
owns	own	owns
Castro	castro	Castro
Produce	produc	Produce
in	in	in
the	the	the
flea	flea	flea
market	market	market
.	.	.

From	from	From
November	novemb	November
2014	2014	2014
through	through	through
March	march	March
2016	2016	2016
,	,	,
Castro	castro	Castro
redeemed	redeem	redeemed
over	over	over
1	1	1
.	.	.
5	5	5
million	million	million
.	.	.

Matias	matia	Matias
Jose	jose	Jose
Ramirez	ramirez	Ramirez
,	,	,
37	37	37
,	,	,
of	of	of
Miami	miami	Miami
and	and	and
Jorge	jorg	Jorge
Saladrigas	saladriga	Saladrigas
Milian	milian	Milian
,	,	,
56	56	56
,	,	,
of	of	of
Opa	opa	Opa
-locka	-locka	-locka
,	,	,
own	own	own
Ramirez	ramirez	Ramirez
Produce	produc	Produce
and	and	and
Jorge	jorg	Jorge
Produce	produc	Produce
in	in	in
the	the	the
flea	flea	flea
market	market	market
.	.	.

From	from	From
April	april	April
2014	2014	2014
through	through	through
March	march	March
2016	2016	2016
,	,	,
they	they	they
redeemed	redeem	redeemed
about	about	about
1	1	1
.	.	.
5	5	5
million	million	million
.	.	.

Reinaldo	reinaldo	Reinaldo
Arteaga	arteaga	Arteaga
,	,	,
62	62	62
,	,	,
of	of	of
Miami	miami	Miami
Gardens	garden	Gardens
owns	own	owns
Arteaga	arteaga	Arteaga
Produce	produc	Produce
in	in	in
the	the	the
flea	flea	flea
market	market	market
.	.	.

Arteaga	arteaga	Arteaga
and	and	and
Luisdian	luisdian	Luisdian
Hernandez	hernandez	Hernandez
Gonzalez	gonzalez	Gonzalez
,	,	,
22	22	22
,	,	,
redeemed	redeem	redeemed
over	over	over
1	1	1
.	.	.
2	2	2
million	million	million
between	between	between
August	august	August
2014	2014	2014
and	and	and
March	march	March
2016	2016	2016
.	.	.

Zulfiqar	zulfiqar	Zulfiqar
Mithavayani	mithavayani	Mithavayani
,	,	,
51	51	51
,	,	,
of	of	of
Miramar	miramar	Miramar
,	,	,
owns	own	owns
ABC	abc	ABC
Food	food	Food
Market	market	Market
,	,	,
163	163	163
NW	nw	NW
14th	14th	14th
St	st	St
.	.	.
,	,	,
and	and	and
Jamal	jamal	Jamal
Al	al	Al
-Hawa	-hawa	-Hawa
,	,	,
60	60	60
,	,	,
of	of	of
Davie	davi	Davie
,	,	,
redeemed	redeem	redeemed
over	over	over
1	1	1
.	.	.
1	1	1
million	million	million
beginning	begin	beginning
in	in	in
March	march	March
2013	2013	2013
.	.	.

Maikel	maikel	Maikel
Manuel	manuel	Manuel
Riviaux	riviaux	Riviaux
,	,	,
42	42	42
,	,	,
of	of	of
Hialeah	hialeah	Hialeah
,	,	,
owns	own	owns
a	a	a
seafood	seafood	seafood
market	market	market
,	,	,
Pucho	pucho	Pucho
Fish	fish	Fish
Market	market	Market
,	,	,
2060	2060	2060
NW	nw	NW
Opa	opa	Opa
-locka	-locka	-locka
Blvd	blvd	Blvd
.	.	.

From	from	From
May	may	May
2015	2015	2015
through	through	through
March	march	March
2016	2016	2016
,	,	,
Riviaux	riviaux	Riviaux
and	and	and
his	his	his
co	co	co
-conspirators	-conspir	-conspirators
who	who	who
were	were	were
not	not	not
named	name	named
redeemed	redeem	redeemed
about	about	about
1	1	1
million	million	million
at	at	at
the	the	the
fish	fish	fish
and	and	and
flea	flea	flea
markets	market	market
.	.	.

Jose	jose	Jose
Antonio	antonio	Antonio
Gonzalez	gonzalez	Gonzalez
,	,	,
45	45	45
,	,	,
of	of	of
Miami	miami	Miami
Gardens	garden	Gardens
owns	own	owns
a	a	a
seafood	seafood	seafood
delivery	deliveri	delivery
route	rout	route
business	busi	business
,	,	,
Los	los	Los
Corticos	cortico	Corticos
Fish	fish	Fish
Corp	corp	Corp
.	.	.
,	,	,
3310	3310	3310
NW	nw	NW
171st	171st	171st
Terr	terr	Terr
.	.	.

Between	between	Between
May	may	May
2015	2015	2015
and	and	and
May	may	May
2016	2016	2016
,	,	,
Gonzalez	gonzalez	Gonzalez
and	and	and
Noraida	noraida	Noraida
Pi	pi	Pi
Figueroa	figueroa	Figueroa
,	,	,
40	40	40
,	,	,
of	of	of
Miami	miami	Miami
Gardens	garden	Gardens
,	,	,
redeemed	redeem	redeemed
about	about	about
1	1	1
million	million	million
.	.	.

Rafael	rafael	Rafael
Gonzalez	gonzalez	Gonzalez
Cuellar	cuellar	Cuellar
,	,	,
54	54	54
,	,	,
of	of	of
Opa	opa	Opa
-locka	-locka	-locka
owns	own	owns
Cuellar	cuellar	Cuellar
Produce	produc	Produce
Corp	corp	Corp
.	.	.

in	in	in
the	the	the
flea	flea	flea
market	market	market
.	.	.

Between	between	Between
January	januari	January
2015	2015	2015
and	and	and
May	may	May
2016	2016	2016
,	,	,
Cuellar	cuellar	Cuellar
and	and	and
Luis	lui	Luis
Casola	casola	Casola
Rojas	roja	Rojas
,	,	,
43	43	43
,	,	,
of	of	of
Hialeah	hialeah	Hialeah
redeemed	redeem	redeemed
over	over	over
900	900	900
,	,	,
000	000	000
.	.	.

Katia	katia	Katia
Nunez	nunez	Nunez
Landeiro	landeiro	Landeiro
,	,	,
35	35	35
,	,	,
of	of	of
Miami	miami	Miami
,	,	,
owns	own	owns
Katy	kati	Katy
Produce	produc	Produce
in	in	in
the	the	the
flea	flea	flea
market	market	market
.	.	.

Landeiro	landeiro	Landeiro
redeemed	redeem	redeemed
over	over	over
700	700	700
,	,	,
000	000	000
between	between	between
July	juli	July
2014	2014	2014
and	and	and
March	march	March
2015	2015	2015
.	.	.

Idaysi	idaysi	Idaysi
Landeiro	landeiro	Landeiro
Reyes	rey	Reyes
,	,	,
47	47	47
,	,	,
of	of	of
Miami	miami	Miami
Gardens	garden	Gardens
,	,	,
owns	own	owns
Landeiro	landeiro	Landeiro
Produce	produc	Produce
in	in	in
the	the	the
flea	flea	flea
market	market	market
.	.	.

Reyes	rey	Reyes
and	and	and
Javier	javier	Javier
Gallardo	gallardo	Gallardo
Gonzalez	gonzalez	Gonzalez
,	,	,
47	47	47
,	,	,
of	of	of
Miami	miami	Miami
Gardens	garden	Gardens
redeemed	redeem	redeemed
over	over	over
600	600	600
,	,	,
000	000	000
from	from	from
July	juli	July
2015	2015	2015
through	through	through
March	march	March
2016	2016	2016
.	.	.

Nelson	nelson	Nelson
Chico	chico	Chico
,	,	,
59	59	59
,	,	,
of	of	of
Hialeah	hialeah	Hialeah
,	,	,
owns	own	owns
Rey	rey	Rey
Produce	produc	Produce
in	in	in
the	the	the
flea	flea	flea
market	market	market
.	.	.

Chico	chico	Chico
and	and	and
Luisdian	luisdian	Luisdian
Hernandez	hernandez	Hernandez
Gonzalez	gonzalez	Gonzalez
,	,	,
22	22	22
,	,	,
who	who	who
was	was	wa
also	also	also
charged	charg	charged
in	in	in
another	anoth	another
of	of	of
these	these	these
cases	case	case
,	,	,
redeemed	redeem	redeemed
over	over	over
600	600	600
,	,	,
000	000	000
.	.	.

Fernando	fernando	Fernando
Fernandez	fernandez	Fernandez
Garcia	garcia	Garcia
,	,	,
33	33	33
,	,	,
of	of	of
Miami	miami	Miami
,	,	,
owns	own	owns
Santa	santa	Santa
Cruz	cruz	Cruz
Shark	shark	Shark
in	in	in
the	the	the
flea	flea	flea
market	market	market
.	.	.

Garcia	garcia	Garcia
redeemed	redeem	redeemed
over	over	over
500	500	500
,	,	,
000	000	000
from	from	from
December	decemb	December
2014	2014	2014
to	to	to
March	march	March
2016	2016	2016
.	.	.

Luis	lui	Luis
Casola	casola	Casola
Rojas	roja	Rojas
,	,	,
43	43	43
,	,	,
of	of	of
Hialeah	hialeah	Hialeah
,	,	,
owns	own	owns
Casola	casola	Casola
Produce	produc	Produce
in	in	in
the	the	the
flea	flea	flea
market	market	market
.	.	.

Rojas	roja	Rojas
was	was	wa
also	also	also
charged	charg	charged
in	in	in
another	anoth	another
of	of	of
these	these	these
cases	case	case
.	.	.

Rojas	roja	Rojas
redeemed	redeem	redeemed
over	over	over
380	380	380
,	,	,
000	000	000
from	from	from
October	octob	October
2015	2015	2015
through	through	through
March	march	March
2016	2016	2016
.	.	.

Angelo	angelo	Angelo
Socarras	socarra	Socarras
,	,	,
37	37	37
,	,	,
of	of	of
Hialeah	hialeah	Hialeah
,	,	,
owns	own	owns
Angelo	angelo	Angelo
Produce	produc	Produce
in	in	in
the	the	the
flea	flea	flea
market	market	market
.	.	.

Socarras	socarra	Socarras
redeemed	redeem	redeemed
approximately	approxim	approximately
190	190	190
,	,	,
000	000	000
from	from	from
October	octob	October
2015	2015	2015
through	through	through
March	march	March
2016	2016	2016
.	.	.
Read	read	Read
more	more	more
Miami	miami	Miami
Herald	herald	Herald

