Just	just	Just
#LondonBridge	#londonbridg	#LondonBridge
https://t.co/ZlVXZmmYnm	https://t.co/zlvxzmmynm	https://t.co/ZlVXZmmYnm
Katie	kati	Katie
Hopkins	hopkin	Hopkins
@KTHopkins	@kthopkin	@KTHopkins
June	june	June
3	3	3
,	,	,
2017UPDATE	2017updat	2017UPDATE
Police	polic	Police
now	now	now
urgently	urgent	urgently
telling	tell	telling
crowd	crowd	crowd
to	to	to
leave	leav	leave
the	the	the
area	area	area
around	around	around
Monument	monument	Monument
Station	station	Station
,	,	,
as	as	a
reports	report	report
of	of	of
one	one	one
Suspect	suspect	Suspect
inside	insid	inside
the	the	the
station	station	station
BNL	bnl	BNL
@BreakingNLive	@breakingnl	@BreakingNLive
June	june	June
3	3	3
,	,	,
2017INFO	2017info	2017INFO
Train	train	Train
stations	station	station
closed	close	closed
in	in	in
London	london	London
London	london	London
Bridge	bridg	Bridge
,	,	,
Waterloo	waterloo	Waterloo
East	east	East
,	,	,
Charing	chare	Charing
Cross	cross	Cross
and	and	and
Cannon	cannon	Cannon
Street	street	Street
due	due	due
to	to	to
ongoing	ongo	ongoing
incidents	incid	incident
pic.twitter.com/LMlI9KdqGN	pic.twitter.com/lmli9kdqgn	pic.twitter.com/LMlI9KdqGN
BNL	bnl	BNL
@BreakingNLive	@breakingnl	@BreakingNLive
June	june	June
3	3	3
,	,	,
2017UPDATE	2017updat	2017UPDATE
One	one	One
suspect	suspect	suspect
has	has	ha
been	been	been
apprehended	apprehend	apprehended
https://twitter.com/TEN_GOP/status/871152269202522112Meanwhile	https://twitter.com/ten_gop/status/871152269202522112meanwhil	https://twitter.com/TEN_GOP/status/871152269202522112Meanwhile
Britain	britain	Britain
s	s	s
Prime	prime	Prime
Minister	minist	Minister
Theresa	theresa	Theresa
May	may	May
calls	call	call
this	this	this
a	a	a
potential	potenti	potential
act	act	act
of	of	of
terror	terror	terror
!	!	!

https://twitter.com/TEN_GOP/status/871150568907169793	https://twitter.com/ten_gop/status/871150568907169793	https://twitter.com/TEN_GOP/status/871150568907169793

