Apparently	appar	Apparently
freelance	freelanc	freelance
journalist	journalist	journalist
and	and	and
New	new	New
York	york	York
magazine	magazin	magazine
columnist	columnist	columnist
,	,	,
and	and	and
Aminatou	aminatou	Aminatou
Sow	sow	Sow
,	,	,
a	a	a
digital	digit	digital
strategist	strategist	strategist
who	who	who
was	was	wa
named	name	named
one	one	one
of	of	of
Forbes	forb	Forbes
30	30	30
under	under	under
30	30	30
in	in	in
tech	tech	tech
fields	field	field
.	.	.

The	the	The
hosts	host	host
said	said	said
Abedin	abedin	Abedin
the	the	the
vice	vice	vice
chair	chair	chair
of	of	of
Clinton	clinton	Clinton
s	s	s
presidential	presidenti	presidential
campaign	campaign	campaign
was	was	wa
among	among	among
the	the	the
top	top	top
10	10	10
people	peopl	people
they	they	they
were	were	were
hoping	hope	hoping
to	to	to
interview	interview	interview
for	for	for
their	their	their
podcast	podcast	podcast
.	.	.

You	you	You
re	re	re
a	a	a
big	big	big
deal	deal	deal
to	to	to
young	young	young
ladies	ladi	lady
,	,	,
Sow	sow	Sow
complimented	compliment	complimented
Abedin	abedin	Abedin
at	at	at
the	the	the
start	start	start
of	of	of
the	the	the
interview	interview	interview
.	.	.
Abedin	abedin	Abedin
said	said	said
she	she	she
prefers	prefer	prefers
to	to	to
have	have	have
a	a	a
role	role	role
that	that	that
is	is	is
behind	behind	behind
the	the	the
scenes	scene	scene
.	.	.

I	i	I
really	realli	really
work	work	work
as	as	a
part	part	part
of	of	of
a	a	a
village	villag	village
,	,	,
as	as	a
my	my	my
boss	boss	bos
coined	coin	coined
the	the	the
phrase	phrase	phrase
,	,	,
she	she	she
added	ad	added
.	.	.

It	it	It
does	doe	doe
take	take	take
a	a	a
village	villag	village
to	to	to
support	support	support
Hillary	hillari	Hillary
Clinton	clinton	Clinton
.	.	.

I	i	I
am	am	am
part	part	part
of	of	of
that	that	that
village	villag	village
.	.	.

Asked	ask	Asked
about	about	about
the	the	the
first	first	first
time	time	time
she	she	she
met	met	met
Clinton	clinton	Clinton
,	,	,
Abedin	abedin	Abedin
said	said	said
in	in	in
the	the	the
fall	fall	fall
of	of	of
1996	1996	1996
when	when	when
she	she	she
was	was	wa
21	21	21
she	she	she
was	was	wa
working	work	working
in	in	in
the	the	the
former	former	former
First	first	First
Lady	ladi	Lady
s	s	s
office	offic	office
as	as	a
an	an	an
intern	intern	intern
for	for	for
her	her	her
then	then	then
-chief-of-staff	-chief-of-staff	-chief-of-staff
Melanne	melann	Melanne
Verveer	verveer	Verveer
.	.	.

Clinton	clinton	Clinton
,	,	,
she	she	she
said	said	said
,	,	,
was	was	wa
very	veri	very
good	good	good
about	about	about
meeting	meet	meeting
all	all	all
the	the	the
interns	intern	intern
in	in	in
her	her	her
office	offic	office
.	.	.

But	but	But
Abedin	abedin	Abedin
said	said	said
it	it	it
was	was	wa
in	in	in
Little	littl	Little
Rock	rock	Rock
after	after	after
Bill	bill	Bill
Clinton	clinton	Clinton
was	was	wa
re	re	re
-elected	-elect	-elected
president	presid	president
that	that	that
Hillary	hillari	Hillary
Clinton	clinton	Clinton
shook	shook	shook
my	my	my
hand	hand	hand
and	and	and
our	our	our
eyes	eye	eye
connected	connect	connected
and	and	and
I	i	I
just	just	just
remember	rememb	remember
having	have	having
this	this	this
moment	moment	moment
where	where	where
I	i	I
thought	thought	thought
wow	wow	wow
,	,	,
this	this	this
is	is	is
amazing	amaz	amazing
.	.	.

And	and	And
I	i	I
just	just	just
it	it	it
just	just	just
inspired	inspir	inspired
me	me	me
.	.	.

You	you	You
know	know	know
,	,	,
I	i	I
still	still	still
remember	rememb	remember
the	the	the
look	look	look
on	on	on
her	her	her
face	face	face
,	,	,
she	she	she
continued	continu	continued
.	.	.

And	and	And
it	it	it
s	s	s
funny	funni	funny
,	,	,
and	and	and
she	she	she
would	would	would
probably	probabl	probably
be	be	be
so	so	so
annoyed	annoy	annoyed
that	that	that
I	i	I
say	say	say
this	this	this
,	,	,
but	but	but
I	i	I
remember	rememb	remember
thinking	think	thinking
,	,	,
Oh	oh	Oh
my	my	my
God	god	God
,	,	,
she	she	she
s	s	s
so	so	so
beautiful	beauti	beautiful
and	and	and
she	she	she
s	s	s
so	so	so
little	littl	little
!	!	!

Via	via	Via
Breitbart	breitbart	Breitbart
News	news	News

