One	one	One
when	when	when
he	he	he
swore	swore	swore
to	to	to
defend	defend	defend
it	it	it
during	dure	during
his	his	his
inauguration	inaugur	inauguration
ceremony	ceremoni	ceremony
.	.	.
But	but	But
Ruth	ruth	Ruth
Bader	bader	Bader
Ginsberg	ginsberg	Ginsberg
has	has	ha
been	been	been
defending	defend	defending
the	the	the
Constitution	constitut	Constitution
her	her	her
whole	whole	whole
life	life	life
and	and	and
she	she	she
has	has	ha
spent	spent	spent
the	the	the
last	last	last
24	24	24
years	year	year
doing	do	doing
so	so	so
from	from	from
the	the	the
Supreme	suprem	Supreme
Court	court	Court
bench	bench	bench
.	.	.
During	dure	During
an	an	an
interview	interview	interview
with	with	with
the	the	the
BBC	bbc	BBC
,	,	,
Ginsberg	ginsberg	Ginsberg
stood	stood	stood
up	up	up
to	to	to
Trump	trump	Trump
without	without	without
mentioning	mention	mentioning
him	him	him
by	by	by
name	name	name
and	and	and
defended	defend	defended
the	the	the
free	free	free
press	press	press
while	while	while
explaining	explain	explaining
why	whi	why
the	the	the
American	american	American
people	peopl	people
need	need	need
a	a	a
free	free	free
press	press	press
.	.	.
I	i	I
read	read	read
the	the	the
Washington	washington	Washington
Post	post	Post
and	and	and
the	the	the
New	new	New
York	york	York
Times	time	Times
every	everi	every
day	day	day
,	,	,
and	and	and
I	i	I
think	think	think
that	that	that
the	the	the
reporters	report	reporter
are	are	are
trying	tri	trying
to	to	to
tell	tell	tell
the	the	the
public	public	public
the	the	the
truth	truth	truth
,	,	,
she	she	she
said	said	said
,	,	,
clearly	clear	clearly
rebuking	rebuk	rebuking
Trump	trump	Trump
s	s	s
claim	claim	claim
that	that	that
the	the	the
media	media	medium
is	is	is
lying	lie	lying
about	about	about
him	him	him
.	.	.
Then	then	Then
she	she	she
pointed	point	pointed
out	out	out
that	that	that
the	the	the
free	free	free
press	press	press
was	was	wa
instrumental	instrument	instrumental
in	in	in
busting	bust	busting
the	the	the
Watergate	waterg	Watergate
scandal	scandal	scandal
wide	wide	wide
open	open	open
,	,	,
which	which	which
resulted	result	resulted
in	in	in
Nixon	nixon	Nixon
s	s	s
resignation	resign	resignation
.	.	.
Think	think	Think
of	of	of
what	what	what
the	the	the
press	press	press
has	has	ha
done	done	done
in	in	in
the	the	the
United	unit	United
States	state	States
,	,	,
Ginsberg	ginsberg	Ginsberg
said	said	said
.	.	.
That	that	That
story	stori	story
might	might	might
never	never	never
have	have	have
come	come	come
out	out	out
if	if	if
we	we	we
didn	didn	didn
t	t	t
have	have	have
the	the	the
free	free	free
press	press	press
that	that	that
we	we	we
do	do	do
.	.	.
Indeed	inde	Indeed
,	,	,
if	if	if
Trump	trump	Trump
had	had	had
his	his	his
way	way	way
the	the	the
press	press	press
would	would	would
act	act	act
as	as	a
his	his	his
own	own	own
propaganda	propaganda	propaganda
machine	machin	machine
.	.	.
The	the	The
press	press	press
would	would	would
only	onli	only
tell	tell	tell
the	the	the
American	american	American
people	peopl	people
what	what	what
he	he	he
wants	want	want
them	them	them
to	to	to
tell	tell	tell
them	them	them
.	.	.
America	america	America
would	would	would
be	be	be
like	like	like
Russia	russia	Russia
or	or	or
North	north	North
Korea	korea	Korea
,	,	,
where	where	where
the	the	the
press	press	press
is	is	is
under	under	under
the	the	the
control	control	control
of	of	of
dictators	dictat	dictator
.	.	.
And	and	And
that	that	that
s	s	s
why	whi	why
the	the	the
free	free	free
press	press	press
should	should	should
be	be	be
defended	defend	defended
more	more	more
than	than	than
ever	ever	ever
against	against	against
Trump	trump	Trump
and	and	and
his	his	his
authoritarian	authoritarian	authoritarian
agenda	agenda	agenda
.	.	.
The	the	The
American	american	American
people	peopl	people
need	need	need
a	a	a
free	free	free
press	press	press
that	that	that
will	will	will
hold	hold	hold
Trump	trump	Trump
accountable	account	accountable
,	,	,
not	not	not
one	one	one
that	that	that
serves	serv	serf
as	as	a
his	his	his
cheerleading	cheerlead	cheerleading
squad	squad	squad
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Kevork	kevork	Kevork
Djansezian	djansezian	Djansezian
Getty	getti	Getty
Images	imag	Images
