Conservatives	conserv	Conservatives
about	about	about
the	the	the
lives	live	life
of	of	of
police	polic	police
as	as	a
they	they	they
claim	claim	claim
If	if	If
you	you	you
care	care	care
about	about	about
the	the	the
safety	safeti	safety
of	of	of
our	our	our
police	polic	police
officers	offic	officer
,	,	,
then	then	then
you	you	you
can	can	can
t	t	t
set	set	set
aside	asid	aside
the	the	the
gun	gun	gun
issue	issu	issue
and	and	and
pretend	pretend	pretend
that	that	that
s	s	s
irrelevant	irrelev	irrelevant
We	we	We
can	can	can
t	t	t
just	just	just
ignore	ignor	ignore
that	that	that
and	and	and
pretend	pretend	pretend
that	that	that
that	that	that
s	s	s
somehow	somehow	somehow
political	polit	political
or	or	or
the	the	the
president	presid	president
is	is	is
just	just	just
pushing	push	pushing
his	his	his
policy	polici	policy
agenda	agenda	agenda
.	.	.
It	it	It
s	s	s
a	a	a
contributing	contribut	contributing
factor	factor	factor
,	,	,
not	not	not
the	the	the
sole	sole	sole
factor	factor	factor
,	,	,
but	but	but
a	a	a
contributing	contribut	contributing
factor	factor	factor
to	to	to
the	the	the
broader	broader	broader
tensions	tension	tension
that	that	that
arise	aris	arise
between	between	between
police	polic	police
and	and	and
the	the	the
communities	communiti	community
where	where	where
they	they	they
serve	serv	serve
There	there	There
is	is	is
a	a	a
way	way	way
to	to	to
talk	talk	talk
about	about	about
that	that	that
that	that	that
is	is	is
consistent	consist	consistent
with	with	with
our	our	our
Constitution	constitut	Constitution
and	and	and
the	the	the
Second	second	Second
Amendment	amend	Amendment
.	.	.
The	the	The
problem	problem	problem
is	is	is
even	even	even
mention	mention	mention
of	of	of
it	it	it
somehow	somehow	somehow
evokes	evok	evokes
this	this	this
kind	kind	kind
of	of	of
polarization	polar	polarization
between	between	between
a	a	a
very	veri	very
intense	intens	intense
minority	minor	minority
and	and	and
a	a	a
majority	major	majority
of	of	of
Americans	american	Americans
who	who	who
think	think	think
we	we	we
could	could	could
do	do	do
better	better	better
when	when	when
it	it	it
comes	come	come
to	to	to
gun	gun	gun
safety	safeti	safety
.	.	.
Here	here	Here
s	s	s
the	the	the
video	video	video
via	via	via
Youtube	youtub	Youtube
.	.	.
Conservatives	conserv	Conservatives
want	want	want
everyone	everyon	everyone
to	to	to
believe	believ	believe
that	that	that
there	there	there
is	is	is
a	a	a
war	war	war
between	between	between
cops	cop	cop
and	and	and
black	black	black
people	peopl	people
,	,	,
probably	probabl	probably
because	becaus	because
they	they	they
are	are	are
hoping	hope	hoping
for	for	for
one	one	one
so	so	so
the	the	the
NRA	nra	NRA
and	and	and
gun	gun	gun
industry	industri	industry
can	can	can
make	make	make
more	more	more
money	money	money
selling	sell	selling
guns	gun	gun
to	to	to
every	everi	every
person	person	person
they	they	they
successfully	success	successfully
scare	scare	scare
with	with	with
their	their	their
bullshit	bullshit	bullshit
.	.	.
But	but	But
the	the	the
fact	fact	fact
is	is	is
that	that	that
if	if	if
the	the	the
Dallas	dalla	Dallas
shooter	shooter	shooter
had	had	had
not	not	not
had	had	had
access	access	access
to	to	to
a	a	a
high	high	high
-powered	-power	-powered
assault	assault	assault
rifle	rifl	rifle
,	,	,
there	there	there
would	would	would
be	be	be
more	more	more
police	polic	police
officers	offic	officer
alive	aliv	alive
today	today	today
.	.	.
But	but	But
Republicans	republican	Republicans
refuse	refus	refuse
to	to	to
do	do	do
anything	anyth	anything
that	that	that
would	would	would
tighten	tighten	tighten
gun	gun	gun
restrictions	restrict	restriction
in	in	in
this	this	this
country	countri	country
even	even	even
though	though	though
such	such	such
restrictions	restrict	restriction
could	could	could
reduce	reduc	reduce
gun	gun	gun
violence	violenc	violence
and	and	and
save	save	save
lives	live	life
,	,	,
including	includ	including
the	the	the
lives	live	life
of	of	of
police	polic	police
officers	offic	officer
who	who	who
have	have	have
to	to	to
work	work	work
in	in	in
these	these	these
guns	gun	gun
everywhere	everywher	everywhere
states	state	state
wondering	wonder	wondering
who	who	who
is	is	is
going	go	going
to	to	to
open	open	open
fire	fire	fire
next	next	next
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
screenshot	screenshot	screenshot
