Donald	donald	Donald
legislative	legisl	legislative
front	front	front
.	.	.
It	it	It
is	is	is
clear	clear	clear
that	that	that
Trump	trump	Trump
is	is	is
taking	take	taking
this	this	this
personally	person	personally
,	,	,
that	that	that
he	he	he
is	is	is
feeling	feel	feeling
aggrieved	aggriev	aggrieved
,	,	,
and	and	and
that	that	that
right	right	right
now	now	now
he	he	he
blames	blame	blame
Mitch	mitch	Mitch
McConnell	mcconnel	McConnell
for	for	for
that	that	that
failure	failur	failure
.	.	.
McConnell	mcconnel	McConnell
better	better	better
use	use	use
his	his	his
Article	articl	Article
1	1	1
powers	power	power
and	and	and
check	check	check
the	the	the
orange	orang	orange
fool	fool	fool
sitting	sit	sitting
at	at	at
1600	1600	1600
Pennsylvania	pennsylvania	Pennsylvania
Avenue	avenu	Avenue
.	.	.
He	he	He
should	should	should
see	see	see
now	now	now
that	that	that
no	no	no
one	one	one
is	is	is
safe	safe	safe
from	from	from
Trump	trump	Trump
s	s	s
ire	ire	ire
if	if	if
he	he	he
believes	believ	belief
they	they	they
have	have	have
done	done	done
something	someth	something
disloyal	disloy	disloyal
,	,	,
something	someth	something
to	to	to
betray	betray	betray
him	him	him
.	.	.
McConnell	mcconnel	McConnell
would	would	would
be	be	be
wise	wise	wise
to	to	to
push	push	push
back	back	back
,	,	,
lest	lest	lest
he	he	he
allow	allow	allow
Trump	trump	Trump
to	to	to
believe	believ	believe
that	that	that
he	he	he
can	can	can
be	be	be
pushed	push	pushed
out	out	out
by	by	by
an	an	an
unruly	unruli	unruly
wannabe	wannab	wannabe
dictator	dictat	dictator
.	.	.
Read	read	Read
more	more	more
Featured	featur	Featured
image	imag	image
via	via	via
Drew	drew	Drew
Angerer	anger	Angerer
Getty	getti	Getty
Images	imag	Images
