Remember	rememb	Remember
in	in	in
the	the	the
United	unit	United
States	state	States
,	,	,
thus	thus	thus
helping	help	helping
China	china	China
topple	toppl	topple
American	american	American
companies	compani	company
while	while	while
screwing	screw	screwing
over	over	over
American	american	American
workers	worker	worker
.	.	.
Trump	trump	Trump
also	also	also
furnishes	furnish	furnishes
his	his	his
hotels	hotel	hotel
with	with	with
goods	good	good
not	not	not
made	made	made
in	in	in
the	the	the
USA	usa	USA
and	and	and
even	even	even
offers	offer	offer
Qurans	quran	Qurans
to	to	to
any	ani	any
guest	guest	guest
who	who	who
requests	request	request
one	one	one
despite	despit	despite
bashing	bash	bashing
Islam	islam	Islam
on	on	on
the	the	the
campaign	campaign	campaign
trail	trail	trail
.	.	.
In	in	In
short	short	short
,	,	,
Donald	donald	Donald
Trump	trump	Trump
is	is	is
a	a	a
lying	lie	lying
hypocrite	hypocrit	hypocrite
as	as	a
usual	usual	usual
.	.	.
Featured	featur	Featured
Image	imag	Image
Alex	alex	Alex
Wong	wong	Wong
Getty	getti	Getty
Images	imag	Images
