Donald	donald	Donald
a	a	a
cosponsor	cosponsor	cosponsor
of	of	of
that	that	that
I	i	I
think	think	think
it	it	it
s	s	s
a	a	a
very	veri	very
good	good	good
idea	idea	idea
.	.	.
We	we	We
all	all	all
know	know	know
that	that	that
if	if	if
Trump	trump	Trump
were	were	were
required	requir	required
to	to	to
pass	pass	pas
a	a	a
mental	mental	mental
exam	exam	exam
,	,	,
he	he	he
would	would	would
be	be	be
done	done	done
for	for	for
.	.	.
He	he	He
lacks	lack	lack
the	the	the
temperament	tempera	temperament
,	,	,
the	the	the
intelligence	intellig	intelligence
and	and	and
the	the	the
focus	focus	focus
to	to	to
make	make	make
logical	logic	logical
,	,	,
sound	sound	sound
decisions	decis	decision
and	and	and
he	he	he
is	is	is
far	far	far
more	more	more
preoccupied	preoccupi	preoccupied
with	with	with
defending	defend	defending
his	his	his
tiny	tini	tiny
hands	hand	hand
and	and	and
inauguration	inaugur	inauguration
crowds	crowd	crowd
than	than	than
improving	improv	improving
the	the	the
country	countri	country
.	.	.
Pelosi	pelosi	Pelosi
is	is	is
far	far	far
from	from	from
alone	alon	alone
in	in	in
being	be	being
concerned	concern	concerned
about	about	about
Trump	trump	Trump
s	s	s
mental	mental	mental
state	state	state
most	most	most
of	of	of
Americans	american	Americans
and	and	and
many	mani	many
psychologists	psychologist	psychologist
agree	agre	agree
that	that	that
he	he	he
needs	need	need
an	an	an
evaluation	evalu	evaluation
,	,	,
ASAP	asap	ASAP
.	.	.
You	you	You
can	can	can
watch	watch	watch
Pelosi	pelosi	Pelosi
s	s	s
remarks	remark	remark
below	below	below
Featured	featur	Featured
image	imag	image
via	via	via
Win	win	Win
McNamee	mcname	McNamee
and	and	and
Pool	pool	Pool
Getty	getti	Getty
Images	imag	Images
