A	a	A
knew	knew	knew
!	!	!

I	i	I
knew	knew	knew
that	that	that
the	the	the
Democrats	democrat	Democrats
had	had	had
elevated	elev	elevated
the	the	the
Tea	tea	Tea
Party	parti	Party
into	into	into
being	be	being
something	someth	something
horrible	horribl	horrible
and	and	and
giant	giant	giant
and	and	and
bad	bad	bad
,	,	,
negative	negat	negative
.	.	.

I	i	I
had	had	had
no	no	no
idea	idea	idea
Eh	eh	Eh
,	,	,
that	that	that
s	s	s
not	not	not
quite	quit	quite
true	true	true
.	.	.

I	i	I
didn	didn	didn
t	t	t
fully	fulli	fully
appreciate	appreci	appreciate
the	the	the
extent	extent	extent
to	to	to
which	which	which
the	the	the
Republican	republican	Republican
Party	parti	Party
has	has	ha
enmity	enmiti	enmity
for	for	for
the	the	the
Tea	tea	Tea
Party	parti	Party
.	.	.

The	the	The
Washington	washington	Washington
establishment	establish	establishment
treats	treat	treat
the	the	the
Tea	tea	Tea
Party	parti	Party
They	they	They
re	re	re
genuinely	genuin	genuinely
afraid	afraid	afraid
of	of	of
it	it	it
.	.	.

Let	let	Let
me	me	me
put	put	put
it	it	it
this	this	this
way	way	way
They	they	They
re	re	re
genuinely	genuin	genuinely
afraid	afraid	afraid
of	of	of
it	it	it
because	becaus	because
of	of	of
its	it	it
size	size	size
and	and	and
its	it	it
power	power	power
,	,	,
and	and	and
the	the	the
amazing	amaz	amazing
thing	thing	thing
about	about	about
that	that	that
is	is	is
the	the	the
Tea	tea	Tea
Party	parti	Party
is	is	is
not	not	not
something	someth	something
about	about	about
which	which	which
is	is	is
organized	organ	organized
around	around	around
an	an	an
individual	individu	individual
.	.	.

I	i	I
think	think	think
this	this	this
is	is	is
why	whi	why
they	they	they
fear	fear	fear
it	it	it
.	.	.

It	it	It
is	is	is
genuinely	genuin	genuinely
bottom	bottom	bottom
-up	-up	-up
.	.	.
It	it	It
s	s	s
an	an	an
effervescent	effervesc	effervescent
movement	movement	movement
of	of	of
average	averag	average
,	,	,
ordinary	ordinari	ordinary
people	peopl	people
fed	fed	fed
up	up	up
with	with	with
Washington	washington	Washington
,	,	,
just	just	just
totally	total	totally
fed	fed	fed
up	up	up
with	with	with
government	govern	government
,	,	,
totally	total	totally
fed	fed	fed
up	up	up
with	with	with
what	what	what
government	govern	government
is	is	is
doing	do	doing
.	.	.

Peggy	peggi	Peggy
Noonan	noonan	Noonan
has	has	ha
a	a	a
piece	piec	piece
today	today	today
,	,	,
and	and	and
she	she	she
says	say	say
that	that	that
the	the	the
Tea	tea	Tea
Party	parti	Party
and	and	and
others	other	others
,	,	,
it	it	it
s	s	s
not	not	not
hatred	hatr	hatred
for	for	for
government	govern	government
they	they	they
have	have	have
,	,	,
it	it	it
s	s	s
contempt	contempt	contempt
for	for	for
government	govern	government
.	.	.

But	but	But
the	the	the
Tea	tea	Tea
Party	parti	Party
is	is	is
genuinely	genuin	genuinely
feared	fear	feared
,	,	,
and	and	and
it	it	it
s	s	s
genuinely	genuin	genuinely
feared	fear	feared
because	becaus	because
it	it	it
is	is	is
thought	thought	thought
to	to	to
be	be	be
huge	huge	huge
,	,	,
and	and	and
it	it	it
s	s	s
put	put	put
the	the	the
whole	whole	whole
Republican	republican	Republican
establishment	establish	establishment
on	on	on
defense	defens	defense
.	.	.
So	so	So
,	,	,
anyway	anyway	anyway
,	,	,
Ted	ted	Ted
Cruz	cruz	Cruz
isn	isn	isn
t	t	t
backing	back	backing
off	off	off
the	the	the
tough	tough	tough
rhetoric	rhetor	rhetoric
he	he	he
s	s	s
used	use	used
to	to	to
describe	describ	describe
the	the	the
Iran	iran	Iran
nuclear	nuclear	nuclear
deal	deal	deal
,	,	,
despite	despit	despite
criticism	critic	criticism
leveled	level	leveled
by	by	by
Mitt	mitt	Mitt
Romney	romney	Romney
yesterday	yesterday	yesterday
.	.	.

Cruz	cruz	Cruz
fired	fire	fired
back	back	back
at	at	at
Romney	romney	Romney
in	in	in
a	a	a
Thursday	thursday	Thursday
radio	radio	radio
interview	interview	interview
So	so	So
Mitt	mitt	Mitt
Romney	romney	Romney
s	s	s
tweet	tweet	tweet
today	today	today
said	said	said
,	,	,
Gosh	gosh	Gosh
,	,	,
this	this	this
rhetoric	rhetor	rhetoric
is	is	is
not	not	not
helpful	help	helpful
,	,	,
Cruz	cruz	Cruz
said	said	said
.	.	.

John	john	John
Adams	adam	Adams
famously	famous	famously
said	said	said
,	,	,
Facts	fact	Facts
are	are	are
stubborn	stubborn	stubborn
things	thing	thing
.	.	.

Describing	describ	Describing
the	the	the
actual	actual	actual
facts	fact	fact
is	is	is
not	not	not
using	use	using
rhetoric	rhetor	rhetoric
;	;	;
it	it	it
is	is	is
called	call	called
speaking	speak	speaking
the	the	the
truth	truth	truth
.	.	.
'	'	'
Cruz	cruz	Cruz
then	then	then
fired	fire	fired
another	anoth	another
fact	fact	fact
.	.	.

Part	part	Part
of	of	of
the	the	the
reason	reason	reason
that	that	that
Mitt	mitt	Mitt
Romney	romney	Romney
got	got	got
clobbered	clobber	clobbered
by	by	by
Barack	barack	Barack
Obama	obama	Obama
is	is	is
because	becaus	because
we	we	we
all	all	all
remember	rememb	remember
that	that	that
third	third	third
debate	debat	debate
where	where	where
Barack	barack	Barack
Obama	obama	Obama
turned	turn	turned
to	to	to
Mitt	mitt	Mitt
and	and	and
said	said	said
,	,	,
I	i	I
said	said	said
the	the	the
Benghazi	benghazi	Benghazi
attack	attack	attack
was	was	wa
terrorism	terror	terrorism
and	and	and
no	no	no
one	one	one
is	is	is
more	more	more
upset	upset	upset
by	by	by
Benghazi	benghazi	Benghazi
than	than	than
I	i	I
am	am	am
!	!	!

And	and	And
Mitt	mitt	Mitt
,	,	,
I	i	I
guess	guess	guess
listening	listen	listening
to	to	to
his	his	his
own	own	own
advice	advic	advice
,	,	,
said	said	said
,	,	,
Well	well	Well
gosh	gosh	gosh
,	,	,
I	i	I
don	don	don
t	t	t
want	want	want
to	to	to
use	use	use
any	ani	any
rhetoric	rhetor	rhetoric
.	.	.

So	so	So
OK	ok	OK
,	,	,
never	never	never
mind	mind	mind
.	.	.

I	i	I
ll	ll	ll
just	just	just
kind	kind	kind
of	of	of
rearrange	rearrang	rearrange
the	the	the
pencil	pencil	pencil
on	on	on
the	the	the
podium	podium	podium
here	here	here
,	,	,
Cruz	cruz	Cruz
said	said	said
.	.	.

And	and	And
he	he	he
s	s	s
right	right	right
!	!	!

We	we	We
do	do	do
remember	rememb	remember
that	that	that
debate	debat	debate
.	.	.
I	i	I
mean	mean	mean
,	,	,
Romney	romney	Romney
must	must	must
have	have	have
had	had	had
three	three	three
,	,	,
different	differ	different
,	,	,
slow	slow	slow
-pitch	-pitch	-pitch
curveballs	curvebal	curveballs
,	,	,
softballs	softbal	softball
,	,	,
just	just	just
tailor	tailor	tailor
made	made	made
for	for	for
grand	grand	grand
-slam	-slam	-slam
home	home	home
runs	run	run
,	,	,
and	and	and
he	he	he
just	just	just
didn	didn	didn
t	t	t
even	even	even
take	take	take
a	a	a
swing	swing	swing
at	at	at
them	them	them
.	.	.

Remember	rememb	Remember
that	that	that
?	?	?

After	after	After
the	the	the
first	first	first
debate	debat	debate
,	,	,
when	when	when
Romney	romney	Romney
just	just	just
cleaned	clean	cleaned
Obama	obama	Obama
s	s	s
clock	clock	clock
,	,	,
do	do	do
you	you	you
remember	rememb	remember
that	that	that
?	?	?

The	the	The
Democrats	democrat	Democrats
and	and	and
the	the	the
media	media	medium
were	were	were
all	all	all
asking	ask	asking
,	,	,
What	what	What
happened	happen	happened
to	to	to
Obama	obama	Obama
?	?	?

Oh	oh	Oh
my	my	my
God	god	God
,	,	,
does	doe	doe
he	he	he
even	even	even
want	want	want
to	to	to
be	be	be
reelected	reelect	reelected
?	?	?

They	they	They
were	were	were
scared	scare	scared
to	to	to
death	death	death
because	becaus	because
Romney	romney	Romney
just	just	just
made	made	made
mincemeat	mincemeat	mincemeat
.	.	.
After	after	After
that	that	that
one	one	one
,	,	,
it	it	it
was	was	wa
like	like	like
it	it	it
never	never	never
happened	happen	happened
,	,	,
almost	almost	almost
like	like	like
Romney	romney	Romney
felt	felt	felt
guilty	guilti	guilty
for	for	for
doing	do	doing
it	it	it
.	.	.

Because	becaus	Because
he	he	he
went	went	went
into	into	into
a	a	a
defensive	defens	defensive
mode	mode	mode
and	and	and
did	did	did
not	not	not
do	do	do
anything	anyth	anything
else	els	else
that	that	that
might	might	might
offend	offend	offend
or	or	or
upset	upset	upset
or	or	or
irritate	irrit	irritate
anybody	anybodi	anybody
.	.	.

And	and	And
it	it	it
was	was	wa
clear	clear	clear
that	that	that
the	the	the
consultants	consult	consultant
had	had	had
gotten	gotten	gotten
hold	hold	hold
of	of	of
him	him	him
.	.	.

Maybe	mayb	Maybe
they	they	they
didn	didn	didn
t	t	t
have	have	have
to	to	to
.	.	.

Maybe	mayb	Maybe
he	he	he
believed	believ	believed
it	it	it
himself	himself	himself
.	.	.

But	but	But
the	the	the
consultants	consult	consultant
had	had	had
gotten	gotten	gotten
a	a	a
hold	hold	hold
of	of	of
him	him	him
and	and	and
said	said	said
,	,	,
Look	look	Look
,	,	,
you	you	you
can	can	can
t	t	t
keep	keep	keep
criticizing	critic	criticizing
the	the	the
president	presid	president
.	.	.

The	the	The
independents	independ	independent
don	don	don
t	t	t
like	like	like
that	that	that
!	!	!

We	we	We
re	re	re
never	never	never
going	go	going
to	to	to
win	win	win
.	.	.

We	we	We
have	have	have
to	to	to
show	show	show
we	we	we
can	can	can
cooperate	cooper	cooperate
.	.	.

We	we	We
have	have	have
to	to	to
show	show	show
we	we	we
can	can	can
work	work	work
with	with	with
the	the	the
Democrats	democrat	Democrats
!	!	!

So	so	So
Romney	romney	Romney
shut	shut	shut
up	up	up
.	.	.

But	but	But
what	what	what
Cruz	cruz	Cruz
s	s	s
point	point	point
is	is	is
very	veri	very
simple	simpl	simple
summarized	summar	summarized
What	what	What
are	are	are
you	you	you
beating	beat	beating
up	up	up
on	on	on
me	me	me
for	for	for
?	?	?

I	i	I
m	m	m
not	not	not
the	the	the
enemy	enemi	enemy
.	.	.

I	i	I
m	m	m
not	not	not
the	the	the
Democrat	democrat	Democrat
Party	parti	Party
.	.	.

Why	whi	Why
don	don	don
t	t	t
you	you	you
start	start	start
talking	talk	talking
about	about	about
them	them	them
this	this	this
way	way	way
?	?	?

They	they	They
re	re	re
the	the	the
ones	one	one
actually	actual	actually
doing	do	doing
a	a	a
deal	deal	deal
that	that	that
s	s	s
going	go	going
to	to	to
put	put	put
this	this	this
country	countri	country
at	at	at
risk	risk	risk
.	.	.

Why	whi	Why
don	don	don
t	t	t
you	you	you
say	say	say
that	that	that
?	?	?

Effectively	effect	Effectively
what	what	what
Cruz	cruz	Cruz
is	is	is
saying	say	saying
is	is	is
,	,	,
I	i	I
m	m	m
not	not	not
the	the	the
problem	problem	problem
here	here	here
,	,	,
Mitt	mitt	Mitt
!	!	!

And	and	And
this	this	this
isn	isn	isn
t	t	t
rhetoric	rhetor	rhetoric
.	.	.

I	i	I
m	m	m
simply	simpli	simply
citing	cite	citing
facts	fact	fact
.	.	.

So	so	So
now	now	now
people	peopl	people
are	are	are
starting	start	starting
to	to	to
ask	ask	ask
Is	is	Is
Cruz	cruz	Cruz
following	follow	following
in	in	in
the	the	the
Trump	trump	Trump
mold	mold	mold
?	?	?

Is	is	Is
Trump	trump	Trump
serving	serv	serving
to	to	to
show	show	show
the	the	the
way	way	way
for	for	for
other	other	other
Republicans	republican	Republicans
how	how	how
to	to	to
respond	respond	respond
?	?	?

Well	well	Well
,	,	,
maybe	mayb	maybe
Trump	trump	Trump
is	is	is
,	,	,
but	but	but
Cruz	cruz	Cruz
doesn	doesn	doesn
t	t	t
need	need	need
to	to	to
be	be	be
shown	shown	shown
.	.	.

This	this	This
is	is	is
standard	standard	standard
operating	oper	operating
procedure	procedur	procedure
for	for	for
Cruz	cruz	Cruz
.	.	.

I	i	I
mean	mean	mean
,	,	,
it	it	it
was	was	wa
just	just	just
two	two	two
weeks	week	week
ago	ago	ago
that	that	that
he	he	he
went	went	went
to	to	to
the	the	the
floor	floor	floor
of	of	of
the	the	the
Senate	senat	Senate
and	and	and
accused	accus	accused
the	the	the
majority	major	majority
leader	leader	leader
of	of	of
lying	lie	lying
to	to	to
him	him	him
face	face	face
to	to	to
face	face	face
.	.	.

Now	now	Now
he	he	he
s	s	s
firing	fire	firing
back	back	back
at	at	at
Romney	romney	Romney
.	.	.

But	but	But
try	tri	try
this	this	this
headline	headlin	headline
.	.	.

Well	well	Well
,	,	,
it	it	it
s	s	s
not	not	not
a	a	a
headline	headlin	headline
.	.	.

It	it	It
s	s	s
a	a	a
paragraph	paragraph	paragraph
subhead	subhead	subhead
.	.	.

Both	both	Both
Obama	obama	Obama
and	and	and
Romney	romney	Romney
have	have	have
called	call	called
Cruz	cruz	Cruz
s	s	s
remarks	remark	remark
inappropriate	inappropri	inappropriate
.	.	.

What	what	What
has	has	ha
Cruz	cruz	Cruz
done	done	done
?	?	?

He	he	He
s	s	s
maintained	maintain	maintained
that	that	that
Obama	obama	Obama
would	would	would
become	becom	become
a	a	a
leading	lead	leading
state	state	state
-sponsor	-sponsor	-sponsor
of	of	of
terror	terror	terror
if	if	if
the	the	the
agreement	agreement	agreement
it	it	it
struck	struck	struck
with	with	with
Iran	iran	Iran
makes	make	make
it	it	it
past	past	past
Congress	congress	Congress
.	.	.

He	he	He
and	and	and
others	other	others
have	have	have
argued	argu	argued
that	that	that
Iran	iran	Iran
would	would	would
use	use	use
a	a	a
windfall	windfal	windfall
from	from	from
sanctions	sanction	sanction
relief	relief	relief
to	to	to
finance	financ	finance
terror	terror	terror
abroad	abroad	abroad
.	.	.

He	he	He
has	has	ha
said	said	said
on	on	on
that	that	that
basis	basi	basis
alone	alon	alone
this	this	this
deal	deal	deal
ought	ought	ought
not	not	not
get	get	get
done	done	done
!	!	!

And	and	And
then	then	then
Romney	romney	Romney
piped	pipe	piped
up	up	up
and	and	and
said	said	said
in	in	in
a	a	a
tweet	tweet	tweet
paraphrased	paraphras	paraphrased
Gosh	gosh	Gosh
,	,	,
this	this	this
rhetoric	rhetor	rhetoric
isn	isn	isn
t	t	t
helpful	help	helpful
.	.	.

Gosh	gosh	Gosh
,	,	,
this	this	this
rhetoric	rhetor	rhetoric
isn	isn	isn
t	t	t
helpful	help	helpful
!	!	!

Cruz	cruz	Cruz
fired	fire	fired
back	back	back
You	you	You
re	re	re
telling	tell	telling
me	me	me
what	what	what
s	s	s
not	not	not
helpful	help	helpful
?	?	?

You	you	You
got	got	got
clobbered	clobber	clobbered
by	by	by
Obama	obama	Obama
for	for	for
a	a	a
reason	reason	reason
!	!	!

You	you	You
got	got	got
clobbered	clobber	clobbered
because	becaus	because
you	you	you
backed	back	backed
off	off	off
.	.	.

You	you	You
got	got	got
clobbered	clobber	clobbered
because	becaus	because
you	you	you
didn	didn	didn
t	t	t
have	have	have
the	the	the
guts	gut	gut
to	to	to
keep	keep	keep
going	go	going
.	.	.

So	so	So
this	this	this
is	is	is
I	i	I
like	like	like
this	this	this
,	,	,
folks	folk	folk
.	.	.

Whatever	whatev	Whatever
Trump	trump	Trump
s	s	s
responsible	respons	responsible
for	for	for
it	it	it
or	or	or
not	not	not
.	.	.
END	end	END
TRANSCRIPTVia	transcriptvia	TRANSCRIPTVia
RushLimbaugh	rushlimbaugh	RushLimbaugh
.	.	.
com	com	com

