How	how	How
identity	ident	identity
of	of	of
participants	particip	participant
in	in	in
extremist	extremist	extremist
communities	communiti	community
generally	general	generally
.	.	.

The	the	The
project	project	project
will	will	will
also	also	also
identify	identifi	identify
the	the	the
hidden	hidden	hidden
networks	network	network
of	of	of
individuals	individu	individual
who	who	who
engage	engag	engage
in	in	in
extremist	extremist	extremist
movements	movement	movement
based	base	based
on	on	on
geographic	geograph	geographic
location	locat	location
and	and	and
ideological	ideolog	ideological
similarities	similar	similarity
.	.	.

The	the	The
results	result	result
will	will	will
be	be	be
used	use	used
for	for	for
a	a	a
public	public	public
webinar	webinar	webinar
,	,	,
and	and	and
for	for	for
presentations	present	presentation
for	for	for
counterterrorism	counterterror	counterterrorism
experts	expert	expert
in	in	in
the	the	the
United	unit	United
States	state	States
.	.	.
Holder	holder	Holder
highlighted	highlight	highlighted
the	the	the
study	studi	study
in	in	in
remarks	remark	remark
this	this	this
February	februari	February
at	at	at
the	the	the
White	white	White
House	hous	House
Summit	summit	Summit
on	on	on
Countering	counter	Countering
Violent	violent	Violent
Extremism	extrem	Extremism
,	,	,
as	as	a
an	an	an
example	exampl	example
of	of	of
the	the	the
new	new	new
methods	method	method
the	the	the
Justice	justic	Justice
Department	depart	Department
is	is	is
using	use	using
to	to	to
combat	combat	combat
terrorist	terrorist	terrorist
threats	threat	threat
.	.	.
Holder	holder	Holder
said	said	said
the	the	the
study	studi	study
will	will	will
help	help	help
us	us	u
develop	develop	develop
more	more	more
effective	effect	effective
techniques	techniqu	technique
and	and	and
partnerships	partnership	partnership
for	for	for
counter	counter	counter
-messaging	-messag	-messaging
.	.	.

While	while	While
the	the	the
grant	grant	grant
does	doe	doe
not	not	not
name	name	name
the	the	the
far	far	far
-right	-right	-right
groups	group	group
that	that	that
would	would	would
be	be	be
examined	examin	examined
,	,	,
other	other	other
federal	feder	federal
agencies	agenc	agency
have	have	have
devoted	devot	devoted
their	their	their
energy	energi	energy
to	to	to
the	the	the
sovereign	sovereign	sovereign
citizen	citizen	citizen
movement	movement	movement
.	.	.
The	the	The
Department	depart	Department
of	of	of
Homeland	homeland	Homeland
Security	secur	Security
DHS	dhs	DHS
released	releas	released
a	a	a
report	report	report
on	on	on
the	the	the
movement	movement	movement
,	,	,
whose	whose	whose
members	member	member
believe	believ	believe
that	that	that
U	u	U
.	.	.
S	s	S
.	.	.
laws	law	law
do	do	do
not	not	not
apply	appli	apply
to	to	to
them	them	them
,	,	,
just	just	just
as	as	a
the	the	the
White	white	White
House	hous	House
held	held	held
its	it	it
summit	summit	summit
on	on	on
violent	violent	violent
extremism	extrem	extremism
.	.	.

The	the	The
administration	administr	administration
did	did	did
not	not	not
use	use	use
the	the	the
phrase	phrase	phrase
Islamist	islamist	Islamist
extremism	extrem	extremism
at	at	at
the	the	the
summit	summit	summit
.	.	.
DHS	dhs	DHS
stirred	stir	stirred
controversy	controversi	controversy
in	in	in
2009	2009	2009
when	when	when
it	it	it
issued	issu	issued
a	a	a
report	report	report
on	on	on
right	right	right
-wing	-wing	-wing
extremism	extrem	extremism
,	,	,
which	which	which
included	includ	included
veterans	veteran	veteran
returning	return	returning
from	from	from
combat	combat	combat
as	as	a
a	a	a
potential	potenti	potential
terrorist	terrorist	terrorist
threat	threat	threat
.	.	.
The	the	The
Justice	justic	Justice
Department	depart	Department
and	and	and
Michigan	michigan	Michigan
State	state	State
University	univers	University
did	did	did
not	not	not
return	return	return
requests	request	request
for	for	for
comment	comment	comment
by	by	by
press	press	press
time	time	time
.	.	.
Via	via	Via
Washington	washington	Washington
Free	free	Free
Beacon	beacon	Beacon

