Donald	donald	Donald
.	.	.
There	there	There
are	are	are
also	also	also
130	130	130
employment	employ	employment
cases	case	case
,	,	,
and	and	and
in	in	in
the	the	the
vast	vast	vast
majority	major	majority
,	,	,
he	he	he
s	s	s
being	be	being
sued	su	sued
.	.	.
61	61	61
of	of	of
them	them	them
are	are	are
related	relat	related
to	to	to
his	his	his
golf	golf	golf
resorts	resort	resort
.	.	.
191	191	191
of	of	of
them	them	them
are	are	are
either	either	either
Trump	trump	Trump
suing	su	suing
the	the	the
government	govern	government
or	or	or
the	the	the
government	govern	government
suing	su	suing
him	him	him
.	.	.
There	there	There
are	are	are
six	six	six
cases	case	case
involving	involv	involving
his	his	his
presidential	presidenti	presidential
campaign	campaign	campaign
,	,	,
including	includ	including
a	a	a
class	class	class
action	action	action
suit	suit	suit
over	over	over
bulk	bulk	bulk
text	text	text
messages	messag	message
directed	direct	directed
toward	toward	toward
people	peopl	people
who	who	who
never	never	never
signed	sign	signed
up	up	up
.	.	.
Surprisingly	surpris	Surprisingly
,	,	,
there	there	there
are	are	are
only	onli	only
12	12	12
defamation	defam	defamation
cases	case	case
,	,	,
despite	despit	despite
the	the	the
fact	fact	fact
that	that	that
he	he	he
constantly	constant	constantly
threatens	threaten	threatens
to	to	to
sue	sue	sue
.	.	.
He	he	He
s	s	s
a	a	a
defendant	defend	defendant
in	in	in
694	694	694
personal	person	personal
injury	injuri	injury
cases	case	case
and	and	and
a	a	a
plaintiff	plaintiff	plaintiff
in	in	in
one	one	one
.	.	.
There	there	There
are	are	are
621	621	621
real	real	real
estate	estat	estate
lawsuits	lawsuit	lawsuit
,	,	,
where	where	where
he	he	he
is	is	is
generally	general	generally
the	the	the
defendant	defend	defendant
.	.	.
Yes	yes	Yes
,	,	,
Hillary	hillari	Hillary
Clinton	clinton	Clinton
is	is	is
also	also	also
involved	involv	involved
in	in	in
several	sever	several
lawsuits	lawsuit	lawsuit
about	about	about
900	900	900
,	,	,
but	but	but
overwhelmingly	overwhelm	overwhelmingly
,	,	,
she	she	she
is	is	is
being	be	being
sued	su	sued
by	by	by
federal	feder	federal
prisoners	prison	prisoner
,	,	,
political	polit	political
activists	activist	activist
and	and	and
other	other	other
people	peopl	people
looking	look	looking
to	to	to
sue	sue	sue
the	the	the
government	govern	government
.	.	.

It	it	It
s	s	s
not	not	not
because	becaus	because
she	she	she
s	s	s
Hillary	hillari	Hillary
Clinton	clinton	Clinton
,	,	,
per	per	per
se	se	se
,	,	,
it	it	it
s	s	s
because	becaus	because
she	she	she
was	was	wa
a	a	a
high	high	high
ranking	rank	ranking
member	member	member
of	of	of
the	the	the
government	govern	government
.	.	.
Trump	trump	Trump
,	,	,
though	though	though
,	,	,
should	should	should
not	not	not
get	get	get
anywhere	anywher	anywhere
near	near	near
the	the	the
White	white	White
House	hous	House
.	.	.

We	we	We
cannot	cannot	cannot
have	have	have
him	him	him
nominating	nomin	nominating
judges	judg	judge
.	.	.

We	we	We
already	alreadi	already
know	know	know
how	how	how
that	that	that
could	could	could
turn	turn	turn
out	out	out
.	.	.

Trump	trump	Trump
is	is	is
incapable	incap	incapable
of	of	of
taking	take	taking
his	his	his
own	own	own
personal	person	personal
feelings	feel	feeling
and	and	and
his	his	his
own	own	own
personal	person	personal
business	busi	business
dealings	deal	dealing
out	out	out
of	of	of
anything	anyth	anything
,	,	,
and	and	and
that	that	that
s	s	s
not	not	not
what	what	what
we	we	we
need	need	need
as	as	a
the	the	the
leader	leader	leader
of	of	of
the	the	the
free	free	free
world	world	world
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Ron	ron	Ron
Jenkins	jenkin	Jenkins
at	at	at
Getty	getti	Getty
Images	imag	Images
.	.	.

