Donald	donald	Donald
they	they	they
were	were	were
finally	final	finally
allowed	allow	allowed
to	to	to
review	review	review
the	the	the
order	order	order
,	,	,
DHS	dhs	DHS
reportedly	report	reportedly
decided	decid	decided
that	that	that
the	the	the
ban	ban	ban
could	could	could
not	not	not
apply	appli	apply
to	to	to
green	green	green
card	card	card
holders	holder	holder
,	,	,
who	who	who
are	are	are
legal	legal	legal
residents	resid	resident
of	of	of
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
,	,	,
but	but	but
Trump	trump	Trump
s	s	s
Bannon	bannon	Bannon
overruled	overrul	overruled
them	them	them
.	.	.
CNN	cnn	CNN
reports	report	report
It	it	It
was	was	wa
finally	final	finally
decided	decid	decided
that	that	that
decisions	decis	decision
on	on	on
whether	whether	whether
or	or	or
not	not	not
to	to	to
allow	allow	allow
green	green	green
card	card	card
holders	holder	holder
to	to	to
enter	enter	enter
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
would	would	would
be	be	be
made	made	made
on	on	on
a	a	a
case	case	case
by	by	by
case	case	case
basis	basi	basis
,	,	,
but	but	but
directives	direct	directive
issued	issu	issued
to	to	to
airlines	airlin	airline
clearly	clear	clearly
state	state	state
that	that	that
lawful	law	lawful
permanent	perman	permanent
residents	resid	resident
are	are	are
not	not	not
included	includ	included
and	and	and
may	may	may
continue	continu	continue
to	to	to
travel	travel	travel
to	to	to
the	the	the
USA	usa	USA
.	.	.
This	this	This
would	would	would
include	includ	include
green	green	green
card	card	card
holders	holder	holder
as	as	a
they	they	they
are	are	are
lawful	law	lawful
permanent	perman	permanent
residents	resid	resident
of	of	of
the	the	the
United	unit	United
States	state	States
.	.	.
A	a	A
source	sourc	source
close	close	close
to	to	to
the	the	the
administration	administr	administration
said	said	said
that	that	that
Bannon	bannon	Bannon
had	had	had
been	been	been
heading	head	heading
up	up	up
the	the	the
directives	direct	directive
regarding	regard	regarding
green	green	green
cards	card	card
.	.	.
No	no	No
doubt	doubt	doubt
Bannon	bannon	Bannon
,	,	,
with	with	with
his	his	his
racist	racist	racist
alt	alt	alt
-right	-right	-right
ideologies	ideolog	ideology
,	,	,
is	is	is
running	run	running
point	point	point
on	on	on
this	this	this
whole	whole	whole
mission	mission	mission
.	.	.
This	this	This
is	is	is
what	what	what
happens	happen	happens
when	when	when
you	you	you
let	let	let
a	a	a
white	white	white
supremacist	supremacist	supremacist
run	run	run
the	the	the
country	countri	country
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Win	win	Win
McNamee	mcname	McNamee
Getty	getti	Getty
Images	imag	Images
