In	in	In
Observers	observ	Observers
MFO	mfo	MFO
troops	troop	troop
attacked	attack	attacked
in	in	in
shooting	shoot	shooting
and	and	and
bombing	bomb	bombing
attack	attack	attack
ATTACKERS	attack	ATTACKERS
Unknown	unknown	Unknown
number	number	number
of	of	of
ISIL	isil	ISIL
-Sinai	-sinai	-Sinai
membersLUXOR	membersluxor	membersLUXOR
,	,	,
EGYPT	egypt	EGYPT
June	june	June
,	,	,
2015	2015	2015
TARGET	target	TARGET
One	one	One
police	polic	police
officer	offic	officer
killed	kill	killed
by	by	by
suicide	suicid	suicide
bomb	bomb	bomb
near	near	near
the	the	the
Temple	templ	Temple
of	of	of
Karnak	karnak	Karnak
ATTACKER	attack	ATTACKER
UnidentifiedSOUSSE	unidentifiedsouss	UnidentifiedSOUSSE
,	,	,
TUNISIA	tunisia	TUNISIA
June	june	June
,	,	,
2015	2015	2015
TARGET	target	TARGET
38	38	38
killed	kill	killed
and	and	and
39	39	39
wounded	wound	wounded
in	in	in
shooting	shoot	shooting
at	at	at
a	a	a
beach	beach	beach
frequented	frequent	frequented
by	by	by
westerners	western	westerner
ATTACKERS	attack	ATTACKERS
Seifeddine	seifeddin	Seifeddine
Rezgui	rezgui	Rezgui
and	and	and
another	anoth	another
unidentified	unidentifi	unidentified
attackerLYON	attackerlyon	attackerLYON
,	,	,
FRANCE	franc	FRANCE
June	june	June
,	,	,
2015	2015	2015
TARGET	target	TARGET
One	one	One
civilian	civilian	civilian
killed	kill	killed
in	in	in
beheading	behead	beheading
and	and	and
explosion	explos	explosion
at	at	at
a	a	a
chemical	chemic	chemical
plant	plant	plant
ATTACKER	attack	ATTACKER
Yasin	yasin	Yasin
SalhiCAIRO	salhicairo	SalhiCAIRO
,	,	,
EGYPT	egypt	EGYPT
July	juli	July
,	,	,
2015	2015	2015
TARGET	target	TARGET
One	one	One
killed	kill	killed
and	and	and
nine	nine	nine
wounded	wound	wounded
in	in	in
VBIED	vbi	VBIED
attack	attack	attack
at	at	at
Italian	italian	Italian
Consulate	consul	Consulate
ATTACKER	attack	ATTACKER
Unidentified	unidentifi	Unidentified
ISIL	isil	ISIL
operativesCAIRO	operativescairo	operativesCAIRO
,	,	,
EGYPT	egypt	EGYPT
July	juli	July
,	,	,
2015	2015	2015
TARGET	target	TARGET
One	one	One
Croatian	croatian	Croatian
national	nation	national
kidnapped	kidnap	kidnapped
;	;	;
beheaded	behead	beheaded
on	on	on
August	august	August
12	12	12
at	at	at
an	an	an
unknown	unknown	unknown
location	locat	location
ATTACKER	attack	ATTACKER
Unidentified	unidentifi	Unidentified
ISIL	isil	ISIL
-Sinai	-sinai	-Sinai
operativePARIS	operativepari	operativePARIS
,	,	,
FRANCE	franc	FRANCE
August	august	August
,	,	,
2015	2015	2015
TARGET	target	TARGET
Two	two	Two
civilians	civilian	civilian
and	and	and
one	one	one
US	us	US
soldier	soldier	soldier
wounded	wound	wounded
with	with	with
firearms	firearm	firearm
and	and	and
knife	knife	knife
on	on	on
a	a	a
passenger	passeng	passenger
train	train	train
ATTACKER	attack	ATTACKER
Ayoub	ayoub	Ayoub
el	el	el
-KhazzaniEL	-khazzaniel	-KhazzaniEL
GORA	gora	GORA
,	,	,
EGYPT	egypt	EGYPT
September	septemb	September
,	,	,
2015	2015	2015
TARGET	target	TARGET
Four	four	Four
US	us	US
and	and	and
two	two	two
MFO	mfo	MFO
troops	troop	troop
wounded	wound	wounded
in	in	in
IED	ie	IED
attack	attack	attack
ATTACKER	attack	ATTACKER
UnidentifiedDHAKA	unidentifieddhaka	UnidentifiedDHAKA
,	,	,
BANGLADESH	bangladesh	BANGLADESH
September	septemb	September
,	,	,
2015	2015	2015
TARGET	target	TARGET
One	one	One
Italian	italian	Italian
civilian	civilian	civilian
killed	kill	killed
in	in	in
shooting	shoot	shooting
ATTACKER	attack	ATTACKER
UnidentifiedCOPENHAGEN	unidentifiedcopenhagen	UnidentifiedCOPENHAGEN
,	,	,
DENMARK	denmark	DENMARK
September	septemb	September
,	,	,
2015	2015	2015
TARGET	target	TARGET
One	one	One
police	polic	police
officer	offic	officer
wounded	wound	wounded
in	in	in
knife	knife	knife
attack	attack	attack
ATTAKER	attak	ATTAKER
Palestinian	palestinian	Palestinian
nationalEL	nationalel	nationalEL
GORA	gora	GORA
,	,	,
EGYPT	egypt	EGYPT
October	octob	October
,	,	,
2015	2015	2015
TARGET	target	TARGET
No	no	No
casualties	casualti	casualty
;	;	;
airfield	airfield	airfield
used	use	used
by	by	by
MFO	mfo	MFO
attacked	attack	attacked
with	with	with
rockets	rocket	rocket
ATTAKER	attak	ATTAKER
Unidentified	unidentifi	Unidentified
ISIL	isil	ISIL
-Sinai	-sinai	-Sinai
operativesPARRAMATTA	operativesparramatta	operativesPARRAMATTA
,	,	,
AUSTRALIA	australia	AUSTRALIA
October	octob	October
,	,	,
2015	2015	2015
TARGET	target	TARGET
One	one	One
police	polic	police
officer	offic	officer
killed	kill	killed
in	in	in
shooting	shoot	shooting
ATTAKER	attak	ATTAKER
Farhad	farhad	Farhad
JabarRANGPUR	jabarrangpur	JabarRANGPUR
,	,	,
BANGLADESH	bangladesh	BANGLADESH
October	octob	October
,	,	,
2015	2015	2015
TARGET	target	TARGET
One	one	One
Japanese	japanes	Japanese
civilian	civilian	civilian
killed	kill	killed
in	in	in
shooting	shoot	shooting
ATTAKER	attak	ATTAKER
UnidentifiedHASANAH	unidentifiedhasanah	UnidentifiedHASANAH
,	,	,
EGYPT	egypt	EGYPT
October	octob	October
,	,	,
2015	2015	2015
TARGET	target	TARGET
224	224	224
killed	kill	killed
in	in	in
downing	down	downing
of	of	of
a	a	a
Russian	russian	Russian
airliner	airlin	airliner
ATTAKER	attak	ATTAKER
Unidentified	unidentifi	Unidentified
ISIL	isil	ISIL
-Sinai	-sinai	-Sinai
operativesMERCED	operativesmerc	operativesMERCED
,	,	,
CA	ca	CA
,	,	,
US	us	US
November	novemb	November
,	,	,
2015	2015	2015
TARGET	target	TARGET
Four	four	Four
wounded	wound	wounded
in	in	in
knife	knife	knife
attack	attack	attack
on	on	on
a	a	a
college	colleg	college
campus	campus	campus
ATTAKER	attak	ATTAKER
US	us	US
personPARIS	personpari	personPARIS
,	,	,
FRANCE	franc	FRANCE
November	novemb	November
,	,	,
2015	2015	2015
TARGET	target	TARGET
At	at	At
least	least	least
129	129	129
killed	kill	killed
and	and	and
approximately	approxim	approximately
400	400	400
wounded	wound	wounded
in	in	in
series	seri	series
of	of	of
shootings	shoot	shooting
and	and	and
IED	ie	IED
attacks	attack	attack
ATTAKERS	attak	ATTAKERS
Brahim	brahim	Brahim
Abdelslam	abdelslam	Abdelslam
,	,	,
Saleh	saleh	Saleh
Abdeslam	abdeslam	Abdeslam
,	,	,
Ismail	ismail	Ismail
Mostefai	mostefai	Mostefai
,	,	,
Bilal	bilal	Bilal
Hadfi	hadfi	Hadfi
,	,	,
Samy	sami	Samy
Amimour	amimour	Amimour
,	,	,
Chakib	chakib	Chakib
Ahrouh	ahrouh	Ahrouh
,	,	,
Foued	fou	Foued
Mohamed	moham	Mohamed
Aggad	aggad	Aggad
,	,	,
and	and	and
Abdelhamid	abdelhamid	Abdelhamid
AbaaoudDINAJPUR	abaaouddinajpur	AbaaoudDINAJPUR
,	,	,
BANGLADESH	bangladesh	BANGLADESH
November	novemb	November
,	,	,
2015	2015	2015
TARGET	target	TARGET
One	one	One
Italian	italian	Italian
citizen	citizen	citizen
wounded	wound	wounded
in	in	in
shooting	shoot	shooting
ATTAKER	attak	ATTAKER
UnidentifiedRAJLOVAC	unidentifiedrajlovac	UnidentifiedRAJLOVAC
,	,	,
BOSNIA	bosnia	BOSNIA
December	decemb	December
,	,	,
2015	2015	2015
TARGET	target	TARGET
Two	two	Two
Bosnian	bosnian	Bosnian
soldiers	soldier	soldier
killed	kill	killed
in	in	in
shooting	shoot	shooting
ATTAKER	attak	ATTAKER
Enes	ene	Enes
OmeragicSAN	omeragicsan	OmeragicSAN
BERNADINO	bernadino	BERNADINO
,	,	,
CA	ca	CA
,	,	,
US	us	US
December	decemb	December
,	,	,
2015	2015	2015
TARGET	target	TARGET
14	14	14
killed	kill	killed
and	and	and
21	21	21
wounded	wound	wounded
in	in	in
coordinated	coordin	coordinated
firearms	firearm	firearm
attack	attack	attack
ATTAKERS	attak	ATTAKERS
Two	two	Two
US	us	US
personsLONDON	personslondon	personsLONDON
,	,	,
ENGLAND	england	ENGLAND
,	,	,
UK	uk	UK
December	decemb	December
,	,	,
2015	2015	2015
TARGET	target	TARGET
Three	three	Three
wounded	wound	wounded
in	in	in
knife	knife	knife
attack	attack	attack
at	at	at
an	an	an
underground	underground	underground
rail	rail	rail
station	station	station
ATTAKER	attak	ATTAKER
Muhyadin	muhyadin	Muhyadin
MireDERBENT	mirederb	MireDERBENT
,	,	,
RUSSIA	russia	RUSSIA
December	decemb	December
,	,	,
2015	2015	2015
TARGET	target	TARGET
One	one	One
killed	kill	killed
and	and	and
11	11	11
wounded	wound	wounded
in	in	in
shooting	shoot	shooting
at	at	at
UN	un	UN
World	world	World
Heritage	heritag	Heritage
site	site	site
ATTAKER	attak	ATTAKER
Unidentified	unidentifi	Unidentified
ISIL	isil	ISIL
-Caucasus	-caucasus	-Caucasus
operativeCAIRO	operativecairo	operativeCAIRO
,	,	,
EGYPT	egypt	EGYPT
January	januari	January
,	,	,
2016	2016	2016
TARGET	target	TARGET
Two	two	Two
wounded	wound	wounded
in	in	in
drive	drive	drive
-by	-bi	-by
shooting	shoot	shooting
outside	outsid	outside
a	a	a
hotel	hotel	hotel
frequented	frequent	frequented
by	by	by
tourists	tourist	tourist
ATTAKERS	attak	ATTAKERS
Unidentified	unidentifi	Unidentified
ISIL	isil	ISIL
operativesPARIS	operativespari	operativesPARIS
,	,	,
FRANCE	franc	FRANCE
January	januari	January
,	,	,
2016	2016	2016
TARGET	target	TARGET
No	no	No
casualties	casualti	casualty
;	;	;
attacker	attack	attacker
killed	kill	killed
after	after	after
attempted	attempt	attempted
knife	knife	knife
attack	attack	attack
on	on	on
Paris	pari	Paris
police	polic	police
station	station	station
ATTAKER	attak	ATTAKER
Tarek	tarek	Tarek
BelgacemPHILADELPHIA	belgacemphiladelphia	BelgacemPHILADELPHIA
,	,	,
PENNSYLVANIA	pennsylvania	PENNSYLVANIA
January	januari	January
,	,	,
2016	2016	2016
TARGET	target	TARGET
One	one	One
police	polic	police
officer	offic	officer
wounded	wound	wounded
in	in	in
shooting	shoot	shooting
ATTAKER	attak	ATTAKER
US	us	US
personHURGHADA	personhurghada	personHURGHADA
,	,	,
EGYPT	egypt	EGYPT
January	januari	January
,	,	,
2016	2016	2016
TARGET	target	TARGET
One	one	One
German	german	German
and	and	and
one	one	one
Danish	danish	Danish
national	nation	national
wounded	wound	wounded
in	in	in
knife	knife	knife
attack	attack	attack
at	at	at
a	a	a
tourist	tourist	tourist
resort	resort	resort
ATTAKER	attak	ATTAKER
UnidentifiedMARSEILLES	unidentifiedmarseill	UnidentifiedMARSEILLES
,	,	,
FRANCE	franc	FRANCE
January	januari	January
,	,	,
2016	2016	2016
TARGET	target	TARGET
One	one	One
Jewish	jewish	Jewish
teacher	teacher	teacher
wounded	wound	wounded
in	in	in
machete	machet	machete
attack	attack	attack
ATTAKER	attak	ATTAKER
15	15	15
year	year	year
-old	-old	-old
Ethnic	ethnic	Ethnic
Kurd	kurd	Kurd
from	from	from
TurkeyISTANBUL	turkeyistanbul	TurkeyISTANBUL
,	,	,
TURKEY	turkey	TURKEY
January	januari	January
,	,	,
2016	2016	2016
TARGET	target	TARGET
12	12	12
German	german	German
tourists	tourist	tourist
killed	kill	killed
and	and	and
15	15	15
wounded	wound	wounded
in	in	in
suicide	suicid	suicide
bombing	bomb	bombing
ATTAKER	attak	ATTAKER
Nabil	nabil	Nabil
FadliJAKARTA	fadlijakarta	FadliJAKARTA
,	,	,
INDONESIA	indonesia	INDONESIA
January	januari	January
,	,	,
2016	2016	2016
TARGET	target	TARGET
Four	four	Four
civilians	civilian	civilian
killed	kill	killed
and	and	and
more	more	more
than	than	than
20	20	20
wounded	wound	wounded
in	in	in
coordinated	coordin	coordinated
bombing	bomb	bombing
and	and	and
firearms	firearm	firearm
attacks	attack	attack
near	near	near
a	a	a
police	polic	police
station	station	station
and	and	and
a	a	a
Starbucks	starbuck	Starbucks
ATTAKERS	attak	ATTAKERS
Dian	dian	Dian
Joni	joni	Joni
Kurnaiadi	kurnaiadi	Kurnaiadi
,	,	,
Muhammad	muhammad	Muhammad
Ali	ali	Ali
,	,	,
Arif	arif	Arif
Sunakim	sunakim	Sunakim
,	,	,
and	and	and
Ahmad	ahmad	Ahmad
Muhazan	muhazan	Muhazan
bin	bin	bin
SaronCOLUMBUS	saroncolumbus	SaronCOLUMBUS
,	,	,
OH	oh	OH
,	,	,
US	us	US
February	februari	February
,	,	,
2016	2016	2016
TARGET	target	TARGET
Four	four	Four
civilians	civilian	civilian
wounded	wound	wounded
in	in	in
machete	machet	machete
attack	attack	attack
at	at	at
a	a	a
restaurant	restaur	restaurant
ATTAKER	attak	ATTAKER
US	us	US
personHANOVER	personhanov	personHANOVER
,	,	,
GERMANY	germani	GERMANY
February	februari	February
,	,	,
2016	2016	2016
TARGET	target	TARGET
One	one	One
police	polic	police
officer	offic	officer
wounded	wound	wounded
in	in	in
knife	knife	knife
attack	attack	attack
ATTAKER	attak	ATTAKER
Safia	safia	Safia
SchmitterISTANBUL	schmitteristanbul	SchmitterISTANBUL
,	,	,
TURKEY	turkey	TURKEY
March	march	March
,	,	,
2016	2016	2016
TARGET	target	TARGET
Four	four	Four
killed	kill	killed
and	and	and
36	36	36
wounded	wound	wounded
in	in	in
suicide	suicid	suicide
bombing	bomb	bombing
in	in	in
the	the	the
tourist	tourist	tourist
district	district	district
ATTAKER	attak	ATTAKER
Mehmet	mehmet	Mehmet
OzturkBRUSSELS	ozturkbrussel	OzturkBRUSSELS
,	,	,
BELGIUM	belgium	BELGIUM
March	march	March
,	,	,
2016	2016	2016
TARGET	target	TARGET
At	at	At
least	least	least
31	31	31
killed	kill	killed
and	and	and
270	270	270
wounded	wound	wounded
in	in	in
coordinated	coordin	coordinated
bombings	bomb	bombing
at	at	at
Zaventem	zaventem	Zaventem
Airport	airport	Airport
and	and	and
on	on	on
a	a	a
subway	subway	subway
train	train	train
ATTAKERS	attak	ATTAKERS
Khalid	khalid	Khalid
el	el	el
-Bakraoui	-bakraoui	-Bakraoui
,	,	,
Ibrahim	ibrahim	Ibrahim
el	el	el
-Bakraoui	-bakraoui	-Bakraoui
,	,	,
Najim	najim	Najim
Laachraoui	laachraoui	Laachraoui
,	,	,
Mohammed	moham	Mohammed
Abrini	abrini	Abrini
,	,	,
and	and	and
Osama	osama	Osama
KrayemESSEN	krayemessen	KrayemESSEN
,	,	,
GERMANY	germani	GERMANY
April	april	April
,	,	,
2016	2016	2016
TARGET	target	TARGET
Three	three	Three
wounded	wound	wounded
in	in	in
bombing	bomb	bombing
at	at	at
Sikh	sikh	Sikh
temple	templ	temple
ATTAKERS	attak	ATTAKERS
Three	three	Three
identified	identifi	identified
minorsORLANDO	minorsorlando	minorsORLANDO
,	,	,
FL	fl	FL
,	,	,
US	us	US
June	june	June
,	,	,
2016	2016	2016
TARGET	target	TARGET
49	49	49
killed	kill	killed
and	and	and
53	53	53
wounded	wound	wounded
in	in	in
shooting	shoot	shooting
at	at	at
a	a	a
nightclub	nightclub	nightclub
ATTAKER	attak	ATTAKER
US	us	US
personMAGNANVILLE	personmagnanvill	personMAGNANVILLE
,	,	,
FRANCE	franc	FRANCE
June	june	June
,	,	,
2016	2016	2016
TARGET	target	TARGET
One	one	One
police	polic	police
officer	offic	officer
and	and	and
one	one	one
civilian	civilian	civilian
killed	kill	killed
in	in	in
knife	knife	knife
attack	attack	attack
ATTAKER	attak	ATTAKER
Larossi	larossi	Larossi
AbballaKABUL	abballakabul	AbballaKABUL
,	,	,
AFGHANISTAN	afghanistan	AFGHANISTAN
June	june	June
,	,	,
2016	2016	2016
TARGET	target	TARGET
14	14	14
killed	kill	killed
in	in	in
suicide	suicid	suicide
attack	attack	attack
on	on	on
a	a	a
bus	bus	bus
carrying	carri	carrying
Canadian	canadian	Canadian
Embassy	embassi	Embassy
guards	guard	guard
ATTAKER	attak	ATTAKER
ISIL	isil	ISIL
-Khorasan	-khorasan	-Khorasan
