Donald	donald	Donald
don	don	don
t	t	t
treat	treat	treat
fairly	fair	fairly
,	,	,
I	i	I
am	am	am
terminating	termin	terminating
NAFTA	nafta	NAFTA
.	.	.
AP	ap	AP
What	what	What
s	s	s
a	a	a
timeline	timelin	timeline
for	for	for
that	that	that
decision	decis	decision
?	?	?
TRUMP	trump	TRUMP
It	it	It
s	s	s
a	a	a
six	six	six
-month	-month	-month
termination	termin	termination
clause	claus	clause
,	,	,
I	i	I
have	have	have
the	the	the
right	right	right
to	to	to
do	do	do
it	it	it
,	,	,
it	it	it
s	s	s
a	a	a
six	six	six
-month	-month	-month
clause	claus	clause
.	.	.
CNN	cnn	CNN
reported	report	reported
today	today	today
that	that	that
two	two	two
senior	senior	senior
administration	administr	administration
officials	offici	official
had	had	had
confirmed	confirm	confirmed
that	that	that
Trump	trump	Trump
is	is	is
debating	debat	debating
withdrawing	withdraw	withdrawing
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
from	from	from
NAFTA	nafta	NAFTA
through	through	through
an	an	an
executive	execut	executive
order	order	order
.	.	.
The	the	The
White	white	White
House	hous	House
is	is	is
currently	current	currently
mulling	mull	mulling
an	an	an
executive	execut	executive
order	order	order
declaring	declar	declaring
the	the	the
US	us	US
intent	intent	intent
to	to	to
withdraw	withdraw	withdraw
from	from	from
NAFTA	nafta	NAFTA
,	,	,
a	a	a
move	move	move
that	that	that
could	could	could
trigger	trigger	trigger
a	a	a
renegotiation	renegoti	renegotiation
of	of	of
the	the	the
trade	trade	trade
pact	pact	pact
rather	rather	rather
than	than	than
outright	outright	outright
withdrawal	withdraw	withdrawal
,	,	,
the	the	the
officials	offici	official
told	told	told
CNN	cnn	CNN
.	.	.
This	this	This
isn	isn	isn
t	t	t
a	a	a
new	new	new
stance	stanc	stance
for	for	for
Trump	trump	Trump
,	,	,
who	who	who
railed	rail	railed
against	against	against
NAFTA	nafta	NAFTA
throughout	throughout	throughout
his	his	his
campaign	campaign	campaign
.	.	.
In	in	In
June	june	June
,	,	,
Trump	trump	Trump
declared	declar	declared
that	that	that
NAFTA	nafta	NAFTA
was	was	wa
the	the	the
worst	worst	worst
trade	trade	trade
deal	deal	deal
in	in	in
the	the	the
history	histori	history
of	of	of
this	this	this
country	countri	country
.	.	.
I	i	I
m	m	m
going	go	going
to	to	to
tell	tell	tell
our	our	our
NAFTA	nafta	NAFTA
partners	partner	partner
that	that	that
I	i	I
intend	intend	intend
to	to	to
immediately	immedi	immediately
renegotiate	renegoti	renegotiate
the	the	the
terms	term	term
of	of	of
that	that	that
agreement	agreement	agreement
to	to	to
get	get	get
a	a	a
better	better	better
deal	deal	deal
by	by	by
a	a	a
lot	lot	lot
,	,	,
not	not	not
just	just	just
a	a	a
little	littl	little
,	,	,
by	by	by
a	a	a
lot	lot	lot
for	for	for
our	our	our
workers	worker	worker
.	.	.
And	and	And
if	if	if
they	they	they
don	don	don
t	t	t
agree	agre	agree
to	to	to
a	a	a
renegotiation	renegoti	renegotiation
,	,	,
which	which	which
they	they	they
might	might	might
not	not	not
,	,	,
because	becaus	because
they	they	they
re	re	re
so	so	so
used	use	used
to	to	to
having	have	having
their	their	their
own	own	own
way	way	way
not	not	not
with	with	with
Trump	trump	Trump
,	,	,
they	they	they
won	won	won
t	t	t
have	have	have
their	their	their
own	own	own
way	way	way
then	then	then
I	i	I
will	will	will
submit	submit	submit
under	under	under
Article	articl	Article
2205	2205	2205
of	of	of
the	the	the
NAFTA	nafta	NAFTA
agreement	agreement	agreement
that	that	that
America	america	America
intends	intend	intends
to	to	to
withdraw	withdraw	withdraw
from	from	from
the	the	the
deal	deal	deal
,	,	,
Trump	trump	Trump
declared	declar	declared
to	to	to
his	his	his
rabid	rabid	rabid
supporters	support	supporter
last	last	last
summer	summer	summer
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Mark	mark	Mark
Wilson	wilson	Wilson
Getty	getti	Getty
Images	imag	Images
