Donald	donald	Donald
.	.	.
Beyond	beyond	Beyond
that	that	that
,	,	,
though	though	though
,	,	,
this	this	this
is	is	is
a	a	a
man	man	man
who	who	who
refuses	refus	refuse
to	to	to
take	take	take
responsibility	respons	responsibility
for	for	for
his	his	his
own	own	own
actions	action	action
.	.	.

He	he	He
admitted	admit	admitted
on	on	on
tape	tape	tape
the	the	the
he	he	he
grabs	grab	grab
women	women	woman
by	by	by
the	the	the
pussy	pussi	pussy
.	.	.

Why	whi	Why
should	should	should
it	it	it
surprise	surpris	surprise
anyone	anyon	anyone
that	that	that
he	he	he
actually	actual	actually
grabbed	grab	grabbed
some	some	some
?	?	?

Here	here	Here
s	s	s
a	a	a
list	list	list
of	of	of
all	all	all
the	the	the
women	women	woman
who	who	who
so	so	so
far	far	far
have	have	have
accused	accus	accused
Trump	trump	Trump
.	.	.

Even	even	Even
if	if	if
Trump	trump	Trump
is	is	is
right	right	right
that	that	that
it	it	it
s	s	s
some	some	some
sort	sort	sort
of	of	of
personal	person	personal
vendetta	vendetta	vendetta
by	by	by
the	the	the
New	new	New
York	york	York
Times	time	Times
he	he	he
s	s	s
not	not	not
,	,	,
reports	report	report
have	have	have
come	come	come
out	out	out
in	in	in
the	the	the
Daily	daili	Daily
Beast	beast	Beast
,	,	,
from	from	from
CBS	cbs	CBS
News	news	News
,	,	,
from	from	from
a	a	a
People	peopl	People
Magazine	magazin	Magazine
reporter	report	reporter
,	,	,
from	from	from
the	the	the
Palm	palm	Palm
Beach	beach	Beach
Post	post	Post
,	,	,
from	from	from
Rolling	roll	Rolling
Stone	stone	Stone
,	,	,
from	from	from
BuzzFeed	buzzfe	BuzzFeed
,	,	,
from	from	from
the	the	the
Guardian	guardian	Guardian
,	,	,
from	from	from
Vanity	vaniti	Vanity
Fair	fair	Fair
,	,	,
from	from	from
USA	usa	USA
Today	today	Today
,	,	,
from	from	from
Jezebel	jezebel	Jezebel
,	,	,
from	from	from
the	the	the
New	new	New
Yorker	yorker	Yorker
and	and	and
from	from	from
the	the	the
Washington	washington	Washington
Post	post	Post
.	.	.
Gotta	gotta	Gotta
wonder	wonder	wonder
how	how	how
he	he	he
s	s	s
going	go	going
to	to	to
blame	blame	blame
the	the	the
Mexicans	mexican	Mexicans
or	or	or
perhaps	perhap	perhaps
the	the	the
Chinese	chines	Chinese
on	on	on
all	all	all
of	of	of
these	these	these
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Ty	ty	Ty
Wright	wright	Wright
Getty	getti	Getty
Images	imag	Images
.	.	.

