Wednesday	wednesday	Wednesday
indicates	indic	indicates
that	that	that
Trump	trump	Trump
truly	truli	truly
doesn	doesn	doesn
t	t	t
understand	understand	understand
the	the	the
gravity	graviti	gravity
of	of	of
the	the	the
situation	situat	situation
.	.	.
Already	alreadi	Already
,	,	,
we	we	we
re	re	re
seeing	see	seeing
reports	report	report
from	from	from
aides	aid	aide
saying	say	saying
that	that	that
Trump	trump	Trump
wasn	wasn	wasn
t	t	t
actually	actual	actually
serious	serious	serious
in	in	in
making	make	making
his	his	his
nuclear	nuclear	nuclear
threats	threat	threat
.	.	.
But	but	But
this	this	this
isn	isn	isn
t	t	t
something	someth	something
to	to	to
be	be	be
taken	taken	taken
lightly	light	lightly
.	.	.
What	what	What
s	s	s
more	more	more
,	,	,
there	there	there
s	s	s
plenty	plenti	plenty
of	of	of
reason	reason	reason
to	to	to
be	be	be
concerned	concern	concerned
about	about	about
the	the	the
very	veri	very
first	first	first
thing	thing	thing
Trump	trump	Trump
did	did	did
do	do	do
regarding	regard	regarding
our	our	our
nuclear	nuclear	nuclear
arsenal	arsenal	arsenal
,	,	,
in	in	in
case	case	case
anyone	anyon	anyone
s	s	s
forgotten	forgotten	forgotten
.	.	.
He	he	He
put	put	put
a	a	a
guy	guy	guy
he	he	he
beat	beat	beat
in	in	in
the	the	the
primary	primari	primary
by	by	by
calling	call	calling
him	him	him
a	a	a
dumbass	dumbass	dumbass
in	in	in
charge	charg	charge
of	of	of
it	it	it
.	.	.
Read	read	Read
more	more	more
Featured	featur	Featured
image	imag	image
via	via	via
Pete	pete	Pete
Souza	souza	Souza
Getty	getti	Getty
White	white	White
House	hous	House
Handout	handout	Handout
