Donald	donald	Donald
volunteers	volunt	volunteer
at	at	at
such	such	such
high	high	high
levels	level	level
,	,	,
Caputo	caputo	Caputo
says	say	say
he	he	he
was	was	wa
not	not	not
a	a	a
volunteer	volunt	volunteer
.	.	.
Sometimes	sometim	Sometimes
,	,	,
people	peopl	people
at	at	at
high	high	high
levels	level	level
will	will	will
opt	opt	opt
to	to	to
be	be	be
unpaid	unpaid	unpaid
,	,	,
such	such	such
as	as	a
John	john	John
Podesta	podesta	Podesta
,	,	,
who	who	who
is	is	is
working	work	working
on	on	on
Hillary	hillari	Hillary
Clinton	clinton	Clinton
s	s	s
campaign	campaign	campaign
.	.	.
But	but	But
Caputo	caputo	Caputo
wasn	wasn	wasn
t	t	t
among	among	among
staffers	staffer	staffer
who	who	who
may	may	may
have	have	have
done	done	done
that	that	that
.	.	.
He	he	He
just	just	just
hasn	hasn	hasn
t	t	t
been	been	been
paid	paid	paid
.	.	.
People	peopl	People
at	at	at
these	these	these
levels	level	level
usually	usual	usually
draw	draw	draw
a	a	a
six	six	six
-figure	-figur	-figure
salary	salari	salary
,	,	,
so	so	so
what	what	what
is	is	is
up	up	up
with	with	with
this	this	this
?	?	?
Contrary	contrari	Contrary
to	to	to
Trump	trump	Trump
supporters	support	supporter
claims	claim	claim
,	,	,
this	this	this
is	is	is
not	not	not
a	a	a
good	good	good
thing	thing	thing
.	.	.
This	this	This
does	doe	doe
not	not	not
demonstrate	demonstr	demonstrate
that	that	that
Trump	trump	Trump
will	will	will
be	be	be
the	the	the
fiscal	fiscal	fiscal
conservative	conserv	conservative
they	they	they
re	re	re
praying	pray	praying
for	for	for
.	.	.
This	this	This
shows	show	show
a	a	a
man	man	man
who	who	who
s	s	s
unwilling	unwil	unwilling
to	to	to
pay	pay	pay
people	peopl	people
for	for	for
legitimate	legitim	legitimate
work	work	work
.	.	.
People	peopl	People
really	realli	really
think	think	think
he	he	he
s	s	s
going	go	going
to	to	to
fight	fight	fight
to	to	to
bring	bring	bring
the	the	the
good	good	good
-paying	-pay	-paying
jobs	job	job
back	back	back
?	?	?
Ha	ha	Ha
!	!	!
Not	not	Not
bloody	bloodi	bloody
likely	like	likely
.	.	.
Not	not	Not
if	if	if
he	he	he
won	won	won
t	t	t
even	even	even
take	take	take
care	care	care
of	of	of
his	his	his
own	own	own
staff	staff	staff
.	.	.
He	he	He
s	s	s
become	becom	become
a	a	a
typical	typic	typical
greedy	greedi	greedy
businessman	businessman	businessman
in	in	in
that	that	that
regard	regard	regard
.	.	.
To	to	To
cut	cut	cut
costs	cost	cost
,	,	,
hurt	hurt	hurt
the	the	the
people	peopl	people
you	you	you
depend	depend	depend
on	on	on
to	to	to
keep	keep	keep
your	your	your
organization	organ	organization
running	run	running
.	.	.
Hey	hey	Hey
,	,	,
they	they	they
re	re	re
only	onli	only
people	peopl	people
,	,	,
and	and	and
some	some	some
people	peopl	people
matter	matter	matter
while	while	while
others	other	others
don	don	don
t	t	t
.	.	.
If	if	If
their	their	their
stations	station	station
are	are	are
lower	lower	lower
,	,	,
they	they	they
clearly	clear	clearly
don	don	don
t	t	t
matter	matter	matter
.	.	.
Of	of	Of
course	cours	course
,	,	,
this	this	this
is	is	is
in	in	in
addition	addit	addition
to	to	to
the	the	the
gag	gag	gag
orders	order	order
that	that	that
Trump	trump	Trump
makes	make	make
people	peopl	people
sign	sign	sign
,	,	,
promising	promis	promising
not	not	not
to	to	to
say	say	say
mean	mean	mean
things	thing	thing
about	about	about
him	him	him
upon	upon	upon
leaving	leav	leaving
the	the	the
campaign	campaign	campaign
.	.	.
Trump	trump	Trump
will	will	will
surely	sure	surely
treat	treat	treat
everyone	everyon	everyone
better	better	better
once	onc	once
he	he	he
s	s	s
elected	elect	elected
,	,	,
though	though	though
,	,	,
right	right	right
?	?	?
Right	right	Right
.	.	.
All	all	All
he	he	he
wants	want	want
is	is	is
to	to	to
make	make	make
America	america	America
great	great	great
again	again	again
.	.	.
Or	or	Or
turn	turn	turn
America	america	America
into	into	into
a	a	a
cesspool	cesspool	cesspool
,	,	,
and	and	and
then	then	then
tell	tell	tell
us	us	u
that	that	that
we	we	we
ll	ll	ll
call	call	call
it	it	it
great	great	great
again	again	again
and	and	and
like	like	like
it	it	it
.	.	.
Campaigns	campaign	Campaigns
will	will	will
generally	general	generally
rely	reli	rely
on	on	on
volunteers	volunt	volunteer
for	for	for
low	low	low
-level	-level	-level
work	work	work
,	,	,
such	such	such
as	as	a
working	work	working
phone	phone	phone
banks	bank	bank
and	and	and
knocking	knock	knocking
on	on	on
doors	door	door
,	,	,
mailing	mail	mailing
fliers	flier	flier
,	,	,
things	thing	thing
of	of	of
that	that	that
nature	natur	nature
.	.	.
It	it	It
s	s	s
one	one	one
thing	thing	thing
if	if	if
all	all	all
of	of	of
these	these	these
staffers	staffer	staffer
likewise	likewis	likewise
agreed	agre	agreed
to	to	to
be	be	be
volunteers	volunt	volunteer
,	,	,
but	but	but
chances	chanc	chance
are	are	are
at	at	at
least	least	least
some	some	some
didn	didn	didn
t	t	t
,	,	,
considering	consid	considering
that	that	that
Caputo	caputo	Caputo
didn	didn	didn
t	t	t
.	.	.
That	that	That
s	s	s
disgraceful	disgrac	disgraceful
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Ralph	ralph	Ralph
Freso	freso	Freso
Getty	getti	Getty
Images	imag	Images
