Donald	donald	Donald
respected	respect	respected
among	among	among
Democrats	democrat	Democrats
and	and	and
Republicans	republican	Republicans
.	.	.

MSNBC	msnbc	MSNBC
Nicole	nicol	Nicole
Wallace	wallac	Wallace
asked	ask	asked
I	i	I
know	know	know
nothing	noth	nothing
is	is	is
sacred	sacr	sacred
with	with	with
this	this	this
man	man	man
,	,	,
but	but	but
do	do	do
you	you	you
sense	sens	sense
anyone	anyon	anyone
around	around	around
him	him	him
is	is	is
trying	tri	trying
to	to	to
pump	pump	pump
the	the	the
brakes	brake	brake
on	on	on
the	the	the
character	charact	character
assassination	assassin	assassination
of	of	of
Bob	bob	Bob
Mueller	mueller	Mueller
?	?	?

Baker	baker	Baker
revealed	reveal	revealed
that	that	that
some	some	some
of	of	of
Trump	trump	Trump
s	s	s
legal	legal	legal
advisers	advis	adviser
have	have	have
already	alreadi	already
walked	walk	walked
out	out	out
on	on	on
him	him	him
due	due	due
to	to	to
Trump	trump	Trump
s	s	s
attack	attack	attack
on	on	on
Mueller	mueller	Mueller
.	.	.

Baker	baker	Baker
said	said	said
People	peopl	People
around	around	around
him	him	him
definitely	definit	definitely
are	are	are
.	.	.

This	this	This
is	is	is
,	,	,
in	in	in
fact	fact	fact
,	,	,
connected	connect	connected
to	to	to
the	the	the
other	other	other
thing	thing	thing
you	you	you
were	were	were
talking	talk	talking
about	about	about
,	,	,
the	the	the
sort	sort	sort
of	of	of
blowup	blowup	blowup
of	of	of
the	the	the
legal	legal	legal
team	team	team
.	.	.

some	some	some
of	of	of
the	the	the
lawyers	lawyer	lawyer
told	told	told
him	him	him
don	don	don
t	t	t
go	go	go
after	after	after
Robert	robert	Robert
Mueller	mueller	Mueller
.	.	.

First	first	First
of	of	of
all	all	all
,	,	,
this	this	this
guy	guy	guy
is	is	is
a	a	a
good	good	good
guy	guy	guy
,	,	,
he	he	he
is	is	is
a	a	a
smart	smart	smart
guy	guy	guy
,	,	,
a	a	a
person	person	person
of	of	of
integrity	integr	integrity
.	.	.

In	in	In
fact	fact	fact
,	,	,
some	some	some
of	of	of
the	the	the
lawyers	lawyer	lawyer
have	have	have
said	said	said
to	to	to
the	the	the
president	presid	president
,	,	,
in	in	in
effect	effect	effect
,	,	,
if	if	if
you	you	you
didn	didn	didn
t	t	t
do	do	do
anything	anyth	anything
wrong	wrong	wrong
and	and	and
we	we	we
think	think	think
you	you	you
don	don	don
t	t	t
have	have	have
anything	anyth	anything
to	to	to
worry	worri	worry
about	about	about
in	in	in
terms	term	term
of	of	of
the	the	the
Russia	russia	Russia
investigation	investig	investigation
,	,	,
then	then	then
you	you	you
should	should	should
want	want	want
Robert	robert	Robert
Mueller	mueller	Mueller
at	at	at
your	your	your
special	special	special
counsel	counsel	counsel
,	,	,
because	becaus	because
if	if	if
he	he	he
finds	find	find
that	that	that
,	,	,
if	if	if
that	that	that
s	s	s
his	his	his
conclusion	conclus	conclusion
,	,	,
it	it	it
will	will	will
have	have	have
credibility	credibl	credibility
on	on	on
both	both	both
sides	side	side
of	of	of
the	the	the
aisle	aisl	aisle
,	,	,
so	so	so
don	don	don
t	t	t
do	do	do
that	that	that
.	.	.

And	and	And
this	this	this
could	could	could
cost	cost	cost
Trump	trump	Trump
far	far	far
more	more	more
than	than	than
his	his	his
lawyers	lawyer	lawyer
.	.	.

Baker	baker	Baker
remarked	remark	remarked
that	that	that
Mark	mark	Mark
Corallo	corallo	Corallo
had	had	had
already	alreadi	already
resigned	resign	resigned
from	from	from
his	his	his
position	posit	position
as	as	a
spokesman	spokesman	spokesman
and	and	and
communications	communic	communication
strategist	strategist	strategist
for	for	for
Trump	trump	Trump
s	s	s
legal	legal	legal
team	team	team
due	due	due
to	to	to
Trump	trump	Trump
.	.	.

Baker	baker	Baker
said	said	said
He	he	He
thought	thought	thought
that	that	that
Robert	robert	Robert
Mueller	mueller	Mueller
was	was	wa
a	a	a
person	person	person
of	of	of
integrity	integr	integrity
and	and	and
that	that	that
they	they	they
shouldn	shouldn	shouldn
t	t	t
be	be	be
attacking	attack	attacking
him	him	him
.	.	.

So	so	So
this	this	this
is	is	is
a	a	a
point	point	point
of	of	of
stress	stress	stress
within	within	within
the	the	the
Trump	trump	Trump
team	team	team
.	.	.

You	you	You
can	can	can
watch	watch	watch
the	the	the
interview	interview	interview
below	below	below
Clearly	clear	Clearly
,	,	,
no	no	no
one	one	one
can	can	can
destroy	destroy	destroy
the	the	the
Trump	trump	Trump
administration	administr	administration
better	better	better
than	than	than
the	the	the
POTUS	potus	POTUS
himself	himself	himself
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Pool	pool	Pool
Getty	getti	Getty
Images	imag	Images

