Donald	donald	Donald
is	is	is
only	onli	only
being	be	being
audited	audit	audited
for	for	for
a	a	a
couple	coupl	couple
years	year	year
of	of	of
his	his	his
taxes	tax	tax
and	and	and
said	said	said
it	it	it
doesn	doesn	doesn
t	t	t
stop	stop	stop
him	him	him
from	from	from
releasing	releas	releasing
other	other	other
years	year	year
.	.	.
In	in	In
fact	fact	fact
,	,	,
an	an	an
audit	audit	audit
doesn	doesn	doesn
t	t	t
prevent	prevent	prevent
releasing	releas	releasing
any	ani	any
tax	tax	tax
returns	return	return
at	at	at
all	all	all
even	even	even
if	if	if
they	they	they
are	are	are
under	under	under
audit	audit	audit
.	.	.
Bolling	boll	Bolling
,	,	,
of	of	of
course	cours	course
,	,	,
continued	continu	continued
making	make	making
excuses	excus	excuse
for	for	for
Trump	trump	Trump
and	and	and
claimed	claim	claimed
that	that	that
he	he	he
can	can	can
t	t	t
release	releas	release
any	ani	any
of	of	of
his	his	his
taxes	tax	tax
because	becaus	because
the	the	the
current	current	current
audit	audit	audit
could	could	could
somehow	somehow	somehow
affect	affect	affect
his	his	his
past	past	past
returns	return	return
.	.	.
And	and	And
that	that	that
drew	drew	drew
a	a	a
sharp	sharp	sharp
rebuke	rebuk	rebuke
from	from	from
Roginsky	roginski	Roginsky
in	in	in
which	which	which
she	she	she
called	call	called
him	him	him
out	out	out
for	for	for
being	be	being
a	a	a
total	total	total
hypocrite	hypocrit	hypocrite
.	.	.
You	you	You
are	are	are
are	are	are
coming	come	coming
up	up	up
with	with	with
Kool	kool	Kool
-Aid	-aid	-Aid
excuses	excus	excuse
!	!	!
If	if	If
this	this	this
was	was	wa
Hillary	hillari	Hillary
Clinton	clinton	Clinton
,	,	,
you	you	you
d	d	d
be	be	be
the	the	the
first	first	first
to	to	to
demand	demand	demand
that	that	that
she	she	she
release	releas	release
those	those	those
taxes	tax	tax
.	.	.
Here	here	Here
s	s	s
the	the	the
video	video	video
via	via	via
YouTube	youtub	YouTube
.	.	.
Indeed	inde	Indeed
,	,	,
if	if	if
Hillary	hillari	Hillary
refused	refus	refused
to	to	to
release	releas	release
her	her	her
tax	tax	tax
returns	return	return
,	,	,
Fox	fox	Fox
would	would	would
immediately	immedi	immediately
begin	begin	begin
demanding	demand	demanding
that	that	that
they	they	they
be	be	be
released	releas	released
and	and	and
it	it	it
would	would	would
be	be	be
a	a	a
never	never	never
ending	end	ending
topic	topic	topic
from	from	from
now	now	now
till	till	till
Election	elect	Election
Day	day	Day
.	.	.
But	but	But
because	becaus	because
Trump	trump	Trump
is	is	is
the	the	the
Republican	republican	Republican
nominee	nomine	nominee
,	,	,
Fox	fox	Fox
News	news	News
has	has	ha
no	no	no
problem	problem	problem
defending	defend	defending
him	him	him
for	for	for
refusing	refus	refusing
to	to	to
release	releas	release
his	his	his
own	own	own
.	.	.
That	that	That
is	is	is
except	except	except
Julie	juli	Julie
Roginsky	roginski	Roginsky
.	.	.
She	she	She
not	not	not
only	onli	only
would	would	would
like	like	like
Trump	trump	Trump
to	to	to
release	releas	release
them	them	them
,	,	,
she	she	she
s	s	s
tired	tire	tired
of	of	of
the	the	the
lame	lame	lame
excuses	excus	excuse
pushed	push	pushed
by	by	by
Trump	trump	Trump
apologists	apologist	apologist
like	like	like
Bolling	boll	Bolling
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
screen	screen	screen
capture	captur	capture
