Here	here	Here
Clinton	clinton	Clinton
home	home	home
because	becaus	because
of	of	of
her	her	her
frequent	frequent	frequent
visits	visit	visit
,	,	,
according	accord	according
to	to	to
RadarOnline	radaronlin	RadarOnline
.	.	.
Secret	secret	Secret
Service	servic	Service
agents	agent	agent
were	were	were
even	even	even
given	given	given
special	special	special
instructions	instruct	instruction
to	to	to
abandon	abandon	abandon
usual	usual	usual
protocol	protocol	protocol
when	when	when
the	the	the
woman	woman	woman
came	came	came
by	by	by
,	,	,
according	accord	according
to	to	to
journalist	journalist	journalist
Ronald	ronald	Ronald
Kessler	kessler	Kessler
s	s	s
tell	tell	tell
-all	-all	-all
book	book	book
,	,	,
The	the	The
First	first	First
Family	famili	Family
Detail	detail	Detail
.	.	.
You	you	You
don	don	don
t	t	t
stop	stop	stop
her	her	her
,	,	,
you	you	you
don	don	don
t	t	t
approach	approach	approach
her	her	her
,	,	,
you	you	you
just	just	just
let	let	let
her	her	her
go	go	go
in	in	in
,	,	,
says	say	say
the	the	the
book	book	book
,	,	,
based	base	based
on	on	on
agents	agent	agent
accounts	account	account
.	.	.
Energizer	energ	Energizer
is	is	is
described	describ	described
in	in	in
the	the	the
book	book	book
as	as	a
a	a	a
charming	charm	charming
visitor	visitor	visitor
who	who	who
sometimes	sometim	sometimes
brought	brought	brought
cookies	cooki	cooky
to	to	to
the	the	the
agents	agent	agent
.	.	.
The	the	The
book	book	book
describes	describ	describes
one	one	one
sun	sun	sun
-drenched	-drench	-drenched
afternoon	afternoon	afternoon
when	when	when
agents	agent	agent
took	took	took
notice	notic	notice
of	of	of
the	the	the
woman	woman	woman
s	s	s
revealing	reveal	revealing
attire	attir	attire
.	.	.
It	it	It
was	was	wa
a	a	a
warm	warm	warm
day	day	day
,	,	,
and	and	and
she	she	she
was	was	wa
wearing	wear	wearing
a	a	a
low	low	low
-cut	-cut	-cut
tank	tank	tank
top	top	top
,	,	,
and	and	and
as	as	a
she	she	she
leaned	lean	leaned
over	over	over
,	,	,
her	her	her
breasts	breast	breast
were	were	were
very	veri	very
exposed	expos	exposed
,	,	,
an	an	an
agent	agent	agent
is	is	is
quoted	quot	quoted
in	in	in
the	the	the
book	book	book
as	as	a
saying	say	saying
.	.	.
Energizer	energ	Energizer
reportedly	report	reportedly
timed	time	timed
her	her	her
arrivals	arriv	arrival
and	and	and
departures	departur	departure
around	around	around
Hillary	hillari	Hillary
Clinton	clinton	Clinton
s	s	s
schedule	schedul	schedule
.	.	.
When	when	When
asked	ask	asked
about	about	about
whether	whether	whether
there	there	there
should	should	should
be	be	be
a	a	a
probe	probe	probe
into	into	into
money	money	money
directed	direct	directed
from	from	from
the	the	the
foundation	foundat	foundation
a	a	a
charity	chariti	charity
to	to	to
the	the	the
company	compani	company
,	,	,
Trump	trump	Trump
said	said	said
Well	well	Well
,	,	,
I	i	I
assume	assum	assume
you	you	you
put	put	put
the	the	the
word	word	word
charity	chariti	charity
in	in	in
quotes	quot	quote
.	.	.
The	the	The
interviewer	interview	interviewer
,	,	,
who	who	who
cited	cite	cited
the	the	the
New	new	New
York	york	York
Post	post	Post
s	s	s
cover	cover	cover
story	stori	story
,	,	,
told	told	told
Trump	trump	Trump
that	that	that
Clinton	clinton	Clinton
helped	help	helped
steer	steer	steer
an	an	an
812	812	812
,	,	,
000	000	000
federal	feder	federal
grant	grant	grant
to	to	to
the	the	the
company	compani	company
through	through	through
then	then	then
-Energy	-energi	-Energy
Secretary	secretari	Secretary
Steven	steven	Steven
Chu	chu	Chu
.	.	.
The	the	The
interviewer	interview	interviewer
also	also	also
pointed	point	pointed
out	out	out
that	that	that
nonprofits	nonprofit	nonprofit
are	are	are
not	not	not
supposed	suppos	supposed
to	to	to
act	act	act
in	in	in
anyone	anyon	anyone
s	s	s
private	privat	private
interests	interest	interest
.	.	.
For	for	For
entire	entir	entire
story	stori	story
NYP	nyp	NYP
