Donald	donald	Donald
same	same	same
response	respons	response
that	that	that
MSNBC	msnbc	MSNBC
had	had	had
last	last	last
week	week	week
when	when	when
Trump	trump	Trump
accused	accus	accused
them	them	them
of	of	of
the	the	the
very	veri	very
same	same	same
thing	thing	thing
.	.	.
It	it	It
is	is	is
amazing	amaz	amazing
that	that	that
this	this	this
guy	guy	guy
can	can	can
literally	liter	literally
lie	lie	lie
all	all	all
the	the	the
time	time	time
and	and	and
his	his	his
supporters	support	supporter
don	don	don
t	t	t
care	care	care
at	at	at
all	all	all
.	.	.
It	it	It
s	s	s
even	even	even
funnier	funnier	funnier
when	when	when
these	these	these
same	same	same
supporters	support	supporter
turn	turn	turn
around	around	around
and	and	and
call	call	call
President	presid	President
Obama	obama	Obama
a	a	a
liar	liar	liar
.	.	.
It	it	It
s	s	s
almost	almost	almost
as	as	a
if	if	if
they	they	they
live	live	live
in	in	in
an	an	an
alternate	altern	alternate
reality	realiti	reality
,	,	,
isn	isn	isn
t	t	t
it	it	it
?	?	?
Featured	featur	Featured
image	imag	image
via	via	via
Ian	ian	Ian
MacNicol	macnicol	MacNicol
Getty	getti	Getty
Images	imag	Images
