Republican	republican	Republican
his	his	his
band	band	band
of	of	of
backwards	backward	backwards
thinking	think	thinking
supporters	support	supporter
will	will	will
eat	eat	eat
it	it	it
up	up	up
.	.	.

Featured	featur	Featured
image	imag	image
via	via	via
Flickr	flickr	Flickr

