We	we	We
reported	report	reported
months	month	month
ago	ago	ago
that	that	that
the	the	the
anonymous	anonym	anonymous
donor	donor	donor
was	was	wa
Democrat	democrat	Democrat
-funder	-funder	-funder
John	john	John
Cummings	cum	Cummings
,	,	,
however	howev	however
Cummings	cum	Cummings
denied	deni	denied
being	be	being
the	the	the
anonymous	anonym	anonymous
donor	donor	donor
.	.	.
Head	head	Head
,	,	,
the	the	the
only	onli	only
no	no	no
vote	vote	vote
on	on	on
the	the	the
monuments	monument	monument
issue	issu	issue
,	,	,
said	said	said
removing	remov	removing
the	the	the
monuments	monument	monument
will	will	will
do	do	do
nothing	noth	nothing
for	for	for
the	the	the
city	citi	city
,	,	,
saying	say	saying
that	that	that
she	she	she
asked	ask	asked
for	for	for
a	a	a
compromise	compromis	compromise
,	,	,
but	but	but
that	that	that
compromise	compromis	compromise
was	was	wa
not	not	not
given	given	given
any	ani	any
chance	chanc	chance
.	.	.

Last	last	Last
month	month	month
,	,	,
Head	head	Head
confirmed	confirm	confirmed
exclusive	exclus	exclusive
Hayride	hayrid	Hayride
reports	report	report
which	which	which
found	found	found
that	that	that
the	the	the
Landrieu	landrieu	Landrieu
administration	administr	administration
had	had	had
been	been	been
looking	look	looking
into	into	into
construction	construct	construction
companies	compani	company
and	and	and
warehouse	warehous	warehouse
spaces	space	space
for	for	for
months	month	month
now	now	now
.	.	.
Cantrell	cantrel	Cantrell
also	also	also
confirmed	confirm	confirmed
last	last	last
week	week	week
that	that	that
she	she	she
was	was	wa
actually	actual	actually
against	against	against
removal	remov	removal
of	of	of
monuments	monument	monument
because	becaus	because
she	she	she
felt	felt	felt
as	as	a
though	though	though
the	the	the
Landrieu	landrieu	Landrieu
administration	administr	administration
had	had	had
rammed	ram	rammed
the	the	the
process	process	process
through	through	through
the	the	the
city	citi	city
,	,	,
taking	take	taking
no	no	no
input	input	input
from	from	from
historians	historian	historian
or	or	or
residents	resid	resident
.	.	.
Read	read	Read
more	more	more
The	the	The
Hayride	hayrid	Hayride

