Donald	donald	Donald
losing	lose	losing
it	it	it
.	.	.
His	his	His
temper	temper	temper
tantrums	tantrum	tantrum
on	on	on
live	live	live
tv	tv	tv
just	just	just
prove	prove	prove
that	that	that
his	his	his
tenuous	tenuous	tenuous
grasp	grasp	grasp
on	on	on
reality	realiti	reality
is	is	is
slipping	slip	slipping
under	under	under
the	the	the
pressure	pressur	pressure
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Chip	chip	Chip
Somodevilla	somodevilla	Somodevilla
Getty	getti	Getty
Images	imag	Images
