Fox	fox	Fox
.	.	.
Our	our	Our
Second	second	Second
Amendment	amend	Amendment
rights	right	right
that	that	that
she	she	she
s	s	s
saying	say	saying
she	she	she
s	s	s
against	against	against
now	now	now
,	,	,
she	she	she
s	s	s
not	not	not
against	against	against
.	.	.
She	she	She
s	s	s
just	just	just
our	our	our
choice	choic	choice
for	for	for
the	the	the
presidency	presid	presidency
.	.	.
So	so	So
,	,	,
in	in	in
other	other	other
words	word	word
,	,	,
this	this	this
dude	dude	dude
is	is	is
trying	tri	trying
to	to	to
make	make	make
people	peopl	people
think	think	think
that	that	that
Hillary	hillari	Hillary
Clinton	clinton	Clinton
is	is	is
a	a	a
racist	racist	racist
,	,	,
immigrant	immigr	immigrant
-hating	-hate	-hating
gun	gun	gun
nut	nut	nut
.	.	.
Yeah	yeah	Yeah
,	,	,
good	good	good
luck	luck	luck
with	with	with
that	that	that
Mr	mr	Mr
.	.	.
Quigg	quigg	Quigg
.	.	.
The	the	The
thing	thing	thing
is	is	is
,	,	,
though	though	though
,	,	,
Quigg	quigg	Quigg
s	s	s
own	own	own
words	word	word
show	show	show
that	that	that
he	he	he
isn	isn	isn
t	t	t
truly	truli	truly
endorsing	endors	endorsing
Hillary	hillari	Hillary
Clinton	clinton	Clinton
.	.	.
In	in	In
fact	fact	fact
,	,	,
here	here	here
are	are	are
his	his	his
pro	pro	pro
-Trump	-trump	-Trump
,	,	,
pro	pro	pro
-	-	-
white	white	white
power	power	power
tweets	tweet	tweet
that	that	that
prove	prove	prove
it	it	it
@realDonaldTrump	@realdonaldtrump	@realDonaldTrump
You	you	You
Sir	sir	Sir
are	are	are
the	the	the
only	onli	only
hope	hope	hope
we	we	we
have	have	have
of	of	of
getting	get	getting
WHITE	white	WHITE
AMERICA	america	AMERICA
BACK	back	BACK
!	!	!
WE	we	WE
all	all	all
will	will	will
be	be	be
voting	vote	voting
for	for	for
you	you	you
!	!	!
CHURCH	church	CHURCH
OF	of	OF
INVISABLE	invis	INVISABLE
EMPIRE	empir	EMPIRE
Wm	wm	Wm
.	.	.
Quigg	quigg	Quigg
@GrandDragonCa	@granddragonca	@GrandDragonCa
September	septemb	September
17	17	17
,	,	,
2015	2015	2015
@JohnKerry	@johnkerri	@JohnKerry
@StateDept	@statedept	@StateDept
Forget	forget	Forget
Kerry	kerri	Kerry
,	,	,
America	america	America
needs	need	need
Donald	donald	Donald
Trump	trump	Trump
if	if	if
we're	we'r	we're
ever	ever	ever
going	go	going
to	to	to
get	get	get
this	this	this
Country	countri	Country
BACK	back	BACK
!	!	!
!	!	!
!	!	!
Wm	wm	Wm
.	.	.
Quigg	quigg	Quigg
@GrandDragonCa	@granddragonca	@GrandDragonCa
September	septemb	September
16	16	16
,	,	,
2015This	2015this	2015This
guys	guy	guy
is	is	is
clearly	clear	clearly
lying	lie	lying
about	about	about
his	his	his
Clinton	clinton	Clinton
support	support	support
.	.	.
He	he	He
s	s	s
a	a	a
Trump	trump	Trump
supporter	support	supporter
through	through	through
and	and	and
through	through	through
,	,	,
and	and	and
his	his	his
reason	reason	reason
for	for	for
that	that	that
is	is	is
the	the	the
fact	fact	fact
that	that	that
most	most	most
of	of	of
Trump	trump	Trump
s	s	s
racist	racist	racist
talking	talk	talking
points	point	point
are	are	are
straight	straight	straight
from	from	from
the	the	the
terrifying	terrifi	terrifying
playbook	playbook	playbook
of	of	of
one	one	one
of	of	of
the	the	the
world	world	world
s	s	s
most	most	most
infamous	infam	infamous
and	and	and
dangerous	danger	dangerous
dictators	dictat	dictator
,	,	,
Adolf	adolf	Adolf
Hitler	hitler	Hitler
.	.	.
This	this	This
is	is	is
nothing	noth	nothing
more	more	more
than	than	than
an	an	an
effort	effort	effort
to	to	to
smear	smear	smear
Clinton	clinton	Clinton
and	and	and
make	make	make
Black	black	Black
voters	voter	voter
think	think	think
twice	twice	twice
about	about	about
following	follow	following
her	her	her
.	.	.
Don	don	Don
t	t	t
fall	fall	fall
for	for	for
this	this	this
one	one	one
folks	folk	folk
.	.	.
This	this	This
guy	guy	guy
is	is	is
a	a	a
dangerous	danger	dangerous
racist	racist	racist
who	who	who
supports	support	support
Donald	donald	Donald
Trump	trump	Trump
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Wikimedia	wikimedia	Wikimedia
Commons	common	Commons
