Thanks	thank	Thanks
the	the	the
conservatives	conserv	conservative
do	do	do
buy	buy	buy
all	all	all
the	the	the
tickets	ticket	ticket
,	,	,
you	you	you
can	can	can
just	just	just
allow	allow	allow
registered	regist	registered
people	peopl	people
on	on	on
a	a	a
waiting	wait	waiting
list	list	list
in	in	in
for	for	for
free	free	free
?	?	?
They	they	They
re	re	re
effectively	effect	effectively
subsidizing	subsid	subsidizing
tickets	ticket	ticket
for	for	for
those	those	those
who	who	who
can	can	can
t	t	t
buy	buy	buy
one	one	one
.	.	.
This	this	This
is	is	is
one	one	one
time	time	time
where	where	where
the	the	the
stupidity	stupid	stupidity
of	of	of
conservatives	conserv	conservative
actually	actual	actually
paid	paid	paid
off	off	off
.	.	.
Thanks	thank	Thanks
to	to	to
their	their	their
ignorance	ignor	ignorance
,	,	,
Minus	minus	Minus
18	18	18
DOUBLED	doubl	DOUBLED
their	their	their
crowdfunding	crowdfund	crowdfunding
goal	goal	goal
of	of	of
15	15	15
,	,	,
000	000	000
for	for	for
500	500	500
tickets	ticket	ticket
.	.	.
Now	now	Now
,	,	,
thanks	thank	thanks
to	to	to
the	the	the
hate	hate	hate
group	group	group
,	,	,
30	30	30
,	,	,
000	000	000
has	has	ha
been	been	been
raised	rais	raised
and	and	and
Minus	minus	Minus
18	18	18
is	is	is
using	use	using
the	the	the
extra	extra	extra
money	money	money
to	to	to
find	find	find
a	a	a
bigger	bigger	bigger
venue	venu	venue
so	so	so
even	even	even
more	more	more
teens	teen	teen
can	can	can
come	come	come
!	!	!
To	to	To
see	see	see
how	how	how
amazing	amaz	amazing
and	and	and
important	import	important
the	the	the
Same	same	Same
Sex	sex	Sex
Gender	gender	Gender
Diverse	divers	Diverse
Formal	formal	Formal
is	is	is
for	for	for
LGBTQ	lgbtq	LGBTQ
teens	teen	teen
,	,	,
you	you	you
can	can	can
watch	watch	watch
footage	footag	footage
from	from	from
last	last	last
year	year	year
s	s	s
event	event	event
below	below	below
Featured	featur	Featured
image	imag	image
from	from	from
Minus	minus	Minus
18	18	18
