Donald	donald	Donald
,	,	,
but	but	but
it	it	it
is	is	is
on	on	on
the	the	the
part	part	part
of	of	of
NPR	npr	NPR
,	,	,
the	the	the
New	new	New
York	york	York
Times	time	Times
and	and	and
the	the	the
Associated	associ	Associated
Press	press	Press
,	,	,
not	not	not
Donald	donald	Donald
Trump	trump	Trump
.	.	.
Jersey	jersey	Jersey
City	citi	City
Longshot	longshot	Longshot
From	from	From
The	the	The
West	west	West
NO	no	NO
HATE	hate	HATE
HERE	here	HERE
MOVE	move	MOVE
ALONG	along	ALONG
