Donald	donald	Donald
way	way	way
now	now	now
until	until	until
he	he	he
is	is	is
President	presid	President
.	.	.

Then	then	Then
he	he	he
will	will	will
change	chang	change
the	the	the
law	law	law
through	through	through
his	his	his
judicial	judici	judicial
appointments	appoint	appointment
and	and	and
allow	allow	allow
the	the	the
states	state	state
to	to	to
protect	protect	protect
the	the	the
unborn	unborn	unborn
.	.	.

There	there	There
is	is	is
nothing	noth	nothing
new	new	new
or	or	or
different	differ	different
here	here	here
.	.	.

That	that	That
s	s	s
actually	actual	actually
not	not	not
what	what	what
he	he	he
said	said	said
at	at	at
all	all	all
,	,	,
but	but	but
it	it	it
s	s	s
funny	funni	funny
that	that	that
they	they	they
are	are	are
trying	tri	trying
to	to	to
spin	spin	spin
it	it	it
again	again	again
.	.	.
Watch	watch	Watch
the	the	the
clip	clip	clip
below	below	below
Featured	featur	Featured
image	imag	image
via	via	via
Tom	tom	Tom
Pennington	pennington	Pennington
Getty	getti	Getty
Images	imag	Images

