After	after	After
and	and	and
consequential	consequenti	consequential
tasks	task	task
that	that	that
our	our	our
government	govern	government
performs	perform	performs
,	,	,
the	the	the
confirmation	confirm	confirmation
of	of	of
a	a	a
Supreme	suprem	Supreme
Court	court	Court
justice	justic	justice
,	,	,
will	will	will
be	be	be
to	to	to
pretend	pretend	pretend
that	that	that
that	that	that
nominee	nomine	nominee
and	and	and
President	presid	President
Obama	obama	Obama
himself	himself	himself
simply	simpli	simply
do	do	do
not	not	not
exist	exist	exist
.	.	.

Cannot	cannot	Cannot
see	see	see
them	them	them
.	.	.

Cannot	cannot	Cannot
hear	hear	hear
them	them	them
.	.	.

Then	then	Then
pointing	point	pointing
out	out	out
how	how	how
it	it	it
has	has	ha
been	been	been
the	the	the
goal	goal	goal
of	of	of
Republicans	republican	Republicans
to	to	to
block	block	block
pretty	pretti	pretty
much	much	much
everything	everyth	everything
President	presid	President
Obama	obama	Obama
has	has	ha
want	want	want
to	to	to
accomplish	accomplish	accomplish
since	sinc	since
his	his	his
first	first	first
day	day	day
in	in	in
office	offic	office
,	,	,
Warren	warren	Warren
says	say	say
Since	sinc	Since
the	the	the
first	first	first
day	day	day
of	of	of
the	the	the
Obama	obama	Obama
presidency	presid	presidency
,	,	,
Republican	republican	Republican
senators	senat	senator
have	have	have
bowed	bow	bowed
to	to	to
extremists	extremist	extremist
who	who	who
reject	reject	reject
his	his	his
legitimacy	legitimaci	legitimacy
and	and	and
abuse	abus	abuse
the	the	the
rules	rule	rule
of	of	of
the	the	the
Senate	senat	Senate
in	in	in
an	an	an
all	all	all
-out	-out	-out
effort	effort	effort
to	to	to
cripple	crippl	cripple
his	his	his
administration	administr	administration
and	and	and
to	to	to
paralyze	paralyz	paralyze
the	the	the
federal	feder	federal
courts	court	court
.	.	.

Warren	warren	Warren
slams	slam	slam
them	them	them
for	for	for
going	go	going
against	against	against
the	the	the
oath	oath	oath
they	they	they
swore	swore	swore
to	to	to
uphold	uphold	uphold
the	the	the
Constitution	constitut	Constitution
of	of	of
the	the	the
United	unit	United
States	state	States
.	.	.

She	she	She
goes	goe	go
on	on	on
to	to	to
say	say	say
Republican	republican	Republican
extremists	extremist	extremist
aren	aren	aren
t	t	t
voting	vote	voting
against	against	against
individuals	individu	individual
based	base	based
on	on	on
a	a	a
good	good	good
-faith	-faith	-faith
judgment	judgment	judgment
about	about	about
a	a	a
specific	specif	specific
person	person	person
.	.	.

No	no	No
,	,	,
they	they	they
are	are	are
blocking	block	blocking
votes	vote	vote
wholesale	wholesal	wholesale
in	in	in
order	order	order
to	to	to
keep	keep	keep
those	those	those
jobs	job	job
vacant	vacant	vacant
and	and	and
undermine	undermin	undermine
the	the	the
government	govern	government
itself	itself	itself
.	.	.

Driving	drive	Driving
the	the	the
point	point	point
home	home	home
,	,	,
she	she	she
says	say	say
No	no	No
matter	matter	matter
how	how	how
much	much	much
it	it	it
damages	damag	damage
the	the	the
nation	nation	nation
,	,	,
no	no	no
matter	matter	matter
how	how	how
much	much	much
it	it	it
undermines	undermin	undermines
the	the	the
courts	court	court
,	,	,
no	no	no
matter	matter	matter
whether	whether	whether
it	it	it
cripples	crippl	cripple
the	the	the
government	govern	government
or	or	or
lays	lay	lay
waste	wast	waste
to	to	to
our	our	our
Constitution	constitut	Constitution
,	,	,
Senate	senat	Senate
Republicans	republican	Republicans
do	do	do
pretty	pretti	pretty
much	much	much
everything	everyth	everything
they	they	they
can	can	can
to	to	to
avoid	avoid	avoid
acknowledging	acknowledg	acknowledging
the	the	the
legitimacy	legitimaci	legitimacy
of	of	of
our	our	our
democratically	democrat	democratically
elected	elect	elected
president	presid	president
For	for	For
too	too	too
long	long	long
,	,	,
the	the	the
Republicans	republican	Republicans
in	in	in
the	the	the
Senate	senat	Senate
have	have	have
wanted	want	wanted
to	to	to
have	have	have
it	it	it
both	both	both
ways	way	way
They	they	They
want	want	want
to	to	to
feed	feed	feed
the	the	the
ugly	ugli	ugly
lies	lie	lie
and	and	and
nullify	nullifi	nullify
the	the	the
Obama	obama	Obama
presidency	presid	presidency
while	while	while
also	also	also
claiming	claim	claiming
that	that	that
they	they	they
can	can	can
govern	govern	govern
responsibly	respons	responsibly
Candidates	candid	Candidates
motivated	motiv	motivated
by	by	by
bigotry	bigotri	bigotry
and	and	and
resentment	resent	resentment
,	,	,
candidates	candid	candidate
unable	unabl	unable
to	to	to
govern	govern	govern
,	,	,
candidates	candid	candidate
reflecting	reflect	reflecting
the	the	the
same	same	same
extremism	extrem	extremism
that	that	that
has	has	ha
been	been	been
nursed	nurs	nursed
along	along	along
for	for	for
seven	seven	seven
years	year	year
right	right	right
here	here	here
in	in	in
the	the	the
United	unit	United
States	state	States
Senate	senat	Senate
,	,	,
are	are	are
on	on	on
the	the	the
verge	verg	verge
of	of	of
winning	win	winning
the	the	the
Republican	republican	Republican
party	parti	party
s	s	s
nomination	nomin	nomination
for	for	for
president	presid	president
If	if	If
it	it	it
is	is	is
true	true	true
that	that	that
some	some	some
Republican	republican	Republican
senators	senat	senator
are	are	are
finally	final	finally
ready	readi	ready
to	to	to
stand	stand	stand
up	up	up
to	to	to
the	the	the
extremism	extrem	extremism
that	that	that
denies	deni	denies
the	the	the
legitimacy	legitimaci	legitimacy
of	of	of
this	this	this
president	presid	president
and	and	and
of	of	of
the	the	the
Constitution	constitut	Constitution
,	,	,
I	i	I
say	say	say
to	to	to
you	you	you
,	,	,
do	do	do
your	your	your
job	job	job
Vote	vote	Vote
for	for	for
a	a	a
Supreme	suprem	Supreme
Court	court	Court
nominee	nomine	nominee
.	.	.

Warren	warren	Warren
also	also	also
made	made	made
sure	sure	sure
all	all	all
those	those	those
unconstitutional	unconstitut	unconstitutional
Republicans	republican	Republicans
sitting	sit	sitting
in	in	in
front	front	front
of	of	of
her	her	her
new	new	new
that	that	that
President	presid	President
Obama	obama	Obama
was	was	wa
elected	elect	elected
in	in	in
2008	2008	2008
and	and	and
2012	2012	2012
by	by	by
an	an	an
overwhelming	overwhelm	overwhelming
democratically	democrat	democratically
elected	elect	elected
majority	major	majority
,	,	,
and	and	and
by	by	by
nominating	nomin	nominating
someone	someon	someone
for	for	for
the	the	the
Supreme	suprem	Supreme
Court	court	Court
,	,	,
he	he	he
is	is	is
fulfilling	fulfil	fulfilling
the	the	the
will	will	will
of	of	of
the	the	the
people	peopl	people
.	.	.
However	howev	However
,	,	,
here	here	here
s	s	s
the	the	the
nail	nail	nail
in	in	in
the	the	the
coffin	coffin	coffin
If	if	If
you	you	you
want	want	want
to	to	to
stop	stop	stop
extremism	extrem	extremism
in	in	in
your	your	your
party	parti	party
,	,	,
you	you	you
can	can	can
start	start	start
by	by	by
showing	show	showing
the	the	the
American	american	American
people	peopl	people
that	that	that
you	you	you
respect	respect	respect
the	the	the
president	presid	president
of	of	of
the	the	the
United	unit	United
States	state	States
and	and	and
the	the	the
Constitution	constitut	Constitution
enough	enough	enough
to	to	to
do	do	do
your	your	your
job	job	job
.	.	.

Bravo	bravo	Bravo
,	,	,
Senator	senat	Senator
Warren	warren	Warren
.	.	.

Bravo	bravo	Bravo
!	!	!
!	!	!
!	!	!

Featured	featur	Featured
image	imag	image
via	via	via
video	video	video
screen	screen	screen
capture	captur	capture

