Amateur	amateur	Amateur
man	man	man
-made	-made	-made
climate	climat	climate
change	chang	change
.	.	.
The	the	The
former	former	former
reality	realiti	reality
show	show	show
star	star	star
,	,	,
a	a	a
purveyor	purveyor	purveyor
of	of	of
fake	fake	fake
news	news	news
,	,	,
once	onc	once
tweeted	tweet	tweeted
that	that	that
the	the	the
concept	concept	concept
of	of	of
global	global	global
warming	warm	warming
was	was	wa
created	creat	created
by	by	by
and	and	and
for	for	for
the	the	the
Chinese	chines	Chinese
in	in	in
order	order	order
to	to	to
make	make	make
U	u	U
.	.	.
S	s	S
.	.	.
manufacturing	manufactur	manufacturing
non	non	non
-competitive	-competit	-competitive
.	.	.
During	dure	During
the	the	the
presidential	presidenti	presidential
debates	debat	debate
,	,	,
Trump	trump	Trump
walked	walk	walked
it	it	it
back	back	back
and	and	and
said	said	said
he	he	he
was	was	wa
joking	joke	joking
but	but	but
now	now	now
that	that	that
Houston	houston	Houston
is	is	is
underwater	underwat	underwater
and	and	and
Hurricane	hurrican	Hurricane
Irma	irma	Irma
is	is	is
pummeling	pummel	pummeling
Puerto	puerto	Puerto
Rico	rico	Rico
on	on	on
its	it	it
way	way	way
to	to	to
Florida	florida	Florida
and	and	and
the	the	the
Dakotas	dakota	Dakotas
are	are	are
in	in	in
the	the	the
midst	midst	midst
of	of	of
a	a	a
drought	drought	drought
,	,	,
we	we	we
re	re	re
wondering	wonder	wondering
how	how	how
funny	funni	funny
that	that	that
joke	joke	joke
is	is	is
because	becaus	because
it	it	it
certainly	certain	certainly
garnered	garner	garnered
a	a	a
lot	lot	lot
of	of	of
likes	like	like
and	and	and
retweets	retweet	retweets
from	from	from
his	his	his
fans	fan	fan
.	.	.
Maybe	mayb	Maybe
Trump	trump	Trump
plans	plan	plan
to	to	to
call	call	call
Michele	michel	Michele
Bachmann	bachmann	Bachmann
so	so	so
she	she	she
can	can	can
pray	pray	pray
the	the	the
drought	drought	drought
away	away	away
.	.	.
Now	now	Now
there	there	there
s	s	s
a	a	a
novel	novel	novel
idea	idea	idea
.	.	.
Photo	photo	Photo
by	by	by
Alex	alex	Alex
Wong	wong	Wong
Getty	getti	Getty
Images	imag	Images
.	.	.
