Donald	donald	Donald
is	is	is
closely	close	closely
helping	help	helping
the	the	the
Trump	trump	Trump
campaign	campaign	campaign
these	these	these
days	day	day
,	,	,
and	and	and
he	he	he
seems	seem	seems
to	to	to
be	be	be
afraid	afraid	afraid
to	to	to
anger	anger	anger
Trump	trump	Trump
.	.	.
On	on	On
CBS	cbs	CBS
s	s	s
Face	face	Face
the	the	the
Nation	nation	Nation
on	on	on
Sunday	sunday	Sunday
,	,	,
Priebus	priebus	Priebus
said	said	said
to	to	to
host	host	host
John	john	John
Dickerson	dickerson	Dickerson
with	with	with
regards	regard	regard
to	to	to
Trump	trump	Trump
s	s	s
willingness	willing	willingness
to	to	to
concede	conced	concede
if	if	if
he	he	he
loses	lose	loses
He	he	He
s	s	s
saying	say	saying
he	he	he
wants	want	want
to	to	to
reserve	reserv	reserve
all	all	all
options	option	option
,	,	,
and	and	and
if	if	if
there	there	there
is	is	is
grounds	ground	ground
for	for	for
a	a	a
recount	recount	recount
,	,	,
I	i	I
will	will	will
exercise	exercis	exercise
my	my	my
options	option	option
.	.	.
He	he	He
is	is	is
not	not	not
willing	will	willing
to	to	to
not	not	not
concede	conced	concede
if	if	if
he	he	he
loses	lose	loses
and	and	and
there	there	there
s	s	s
no	no	no
fraud	fraud	fraud
.	.	.
Dickerson	dickerson	Dickerson
reminded	remind	reminded
Priebus	priebus	Priebus
that	that	that
Trump	trump	Trump
had	had	had
told	told	told
his	his	his
supporters	support	supporter
that	that	that
fraud	fraud	fraud
is	is	is
the	the	the
only	onli	only
way	way	way
he	he	he
could	could	could
possibly	possibl	possibly
lose	lose	lose
Pennsylvania	pennsylvania	Pennsylvania
.	.	.
Instead	instead	Instead
of	of	of
taking	take	taking
the	the	the
usual	usual	usual
line	line	line
that	that	that
voter	voter	voter
fraud	fraud	fraud
is	is	is
not	not	not
widespread	widespread	widespread
,	,	,
Priebus	priebus	Priebus
said	said	said
That	that	That
s	s	s
not	not	not
where	where	where
we	we	we
re	re	re
at	at	at
.	.	.
Losing	lose	Losing
by	by	by
100	100	100
votes	vote	vote
is	is	is
one	one	one
thing	thing	thing
.	.	.
Losing	lose	Losing
by	by	by
100	100	100
,	,	,
000	000	000
is	is	is
another	anoth	another
thing	thing	thing
.	.	.
Sure	sure	Sure
,	,	,
there	there	there
have	have	have
been	been	been
contested	contest	contested
elections	elect	election
,	,	,
but	but	but
that	that	that
is	is	is
not	not	not
what	what	what
Trump	trump	Trump
has	has	ha
been	been	been
saying	say	saying
to	to	to
his	his	his
rabid	rabid	rabid
base	base	base
of	of	of
supporters	support	supporter
.	.	.
He	he	He
has	has	ha
instead	instead	instead
been	been	been
telling	tell	telling
them	them	them
that	that	that
there	there	there
is	is	is
a	a	a
vast	vast	vast
conspiracy	conspiraci	conspiracy
,	,	,
a	a	a
huge	huge	huge
,	,	,
sweeping	sweep	sweeping
,	,	,
nationwide	nationwid	nationwide
effort	effort	effort
to	to	to
make	make	make
sure	sure	sure
he	he	he
doesn	doesn	doesn
t	t	t
win	win	win
.	.	.
Party	parti	Party
leaders	leader	leader
like	like	like
Priebus	priebus	Priebus
,	,	,
whether	whether	whether
they	they	they
are	are	are
in	in	in
Trump	trump	Trump
s	s	s
camp	camp	camp
or	or	or
not	not	not
,	,	,
have	have	have
a	a	a
responsibility	respons	responsibility
to	to	to
put	put	put
a	a	a
lid	lid	lid
on	on	on
this	this	this
dangerous	danger	dangerous
rhetoric	rhetor	rhetoric
.	.	.
Instead	instead	Instead
,	,	,
Priebus	priebus	Priebus
is	is	is
giving	give	giving
shameful	shame	shameful
responses	respons	response
to	to	to
something	someth	something
that	that	that
could	could	could
cause	caus	cause
many	mani	many
,	,	,
many	mani	many
problems	problem	problem
indeed	inde	indeed
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Alex	alex	Alex
Wong	wong	Wong
Getty	getti	Getty
Images	imag	Images
