Donald	donald	Donald
Dana	dana	Dana
Bash	bash	Bash
had	had	had
cornered	corner	cornered
Conway	conway	Conway
at	at	at
the	the	the
beginning	begin	beginning
of	of	of
the	the	the
interview	interview	interview
,	,	,
calling	call	calling
her	her	her
out	out	out
by	by	by
stating	state	stating
that	that	that
before	befor	before
she	she	she
became	becam	became
Trump	trump	Trump
s	s	s
campaign	campaign	campaign
manager	manag	manager
,	,	,
she	she	she
had	had	had
been	been	been
an	an	an
advocate	advoc	advocate
for	for	for
releasing	releas	releasing
the	the	the
tax	tax	tax
returns	return	return
.	.	.
According	accord	According
to	to	to
Conway	conway	Conway
,	,	,
however	howev	however
,	,	,
this	this	this
all	all	all
changed	chang	changed
when	when	when
she	she	she
accepted	accept	accepted
her	her	her
new	new	new
role	role	role
.	.	.
Conway	conway	Conway
said	said	said
So	so	So
,	,	,
now	now	now
that	that	that
I	i	I
am	am	am
on	on	on
the	the	the
inside	insid	inside
,	,	,
I	i	I
know	know	know
something	someth	something
I	i	I
didn	didn	didn
t	t	t
know	know	know
then	then	then
,	,	,
which	which	which
is	is	is
,	,	,
he	he	he
is	is	is
under	under	under
audit	audit	audit
and	and	and
what	what	what
that	that	that
means	mean	mean
.	.	.
And	and	And
he	he	he
has	has	ha
said	said	said
very	veri	very
clearly	clear	clearly
and	and	and
I	i	I
back	back	back
him	him	him
up	up	up
completely	complet	completely
that	that	that
when	when	when
the	the	the
audit	audit	audit
is	is	is
completed	complet	completed
,	,	,
he	he	he
will	will	will
release	releas	release
the	the	the
tax	tax	tax
returns	return	return
.	.	.
Bash	bash	Bash
reminded	remind	reminded
Conway	conway	Conway
that	that	that
not	not	not
all	all	all
of	of	of
Trump	trump	Trump
s	s	s
tax	tax	tax
returns	return	return
were	were	were
being	be	being
audited	audit	audited
by	by	by
the	the	the
IRS	ir	IRS
some	some	some
were	were	were
finished	finish	finished
.	.	.
Bash	bash	Bash
asked	ask	asked
,	,	,
You	you	You
mentioned	mention	mentioned
the	the	the
audit	audit	audit
.	.	.
According	accord	According
to	to	to
his	his	his
lawyers	lawyer	lawyer
,	,	,
the	the	the
years	year	year
2002	2002	2002
to	to	to
2008	2008	2008
are	are	are
no	no	no
longer	longer	longer
under	under	under
audit	audit	audit
.	.	.
So	so	So
,	,	,
would	would	would
you	you	you
release	releas	release
those	those	those
tax	tax	tax
returns	return	return
?	?	?
Conway	conway	Conway
backtracked	backtrack	backtracked
and	and	and
said	said	said
,	,	,
No	no	No
,	,	,
I	i	I
would	would	would
not	not	not
,	,	,
and	and	and
then	then	then
rushed	rush	rushed
to	to	to
change	chang	change
topics	topic	topic
and	and	and
blame	blame	blame
Obama	obama	Obama
for	for	for
something	someth	something
just	just	just
like	like	like
her	her	her
boss	boss	bos
.	.	.
She	she	She
said	said	said
And	and	And
this	this	this
entire	entir	entire
tax	tax	tax
return	return	return
debate	debat	debate
is	is	is
somewhat	somewhat	somewhat
confounding	confound	confounding
to	to	to
me	me	me
,	,	,
in	in	in
the	the	the
following	follow	following
sense	sens	sense
.	.	.
I	i	I
don	don	don
t	t	t
think	think	think
that	that	that
it	it	it
creates	creat	creates
one	one	one
job	job	job
,	,	,
gets	get	get
one	one	one
more	more	more
individual	individu	individual
who	who	who
does	doe	doe
not	not	not
have	have	have
health	health	health
insurance	insur	insurance
covered	cover	covered
by	by	by
health	health	health
insurance	insur	insurance
,	,	,
particularly	particular	particularly
under	under	under
the	the	the
disaster	disast	disaster
that	that	that
has	has	ha
been	been	been
Obamacare	obamacar	Obamacare
with	with	with
these	these	these
private	privat	private
insurers	insur	insurer
pulling	pull	pulling
out	out	out
our	our	our
exchanges	exchang	exchange
now	now	now
and	and	and
reporting	report	reporting
billions	billion	billion
of	of	of
dollars	dollar	dollar
of	of	of
losses	loss	loss
.	.	.
What	what	What
I	i	I
think	think	think
happened	happen	happened
I	i	I
think	think	think
people	peopl	people
are	are	are
most	most	most
concerned	concern	concerned
about	about	about
is	is	is
,	,	,
how	how	how
would	would	would
a	a	a
President	presid	President
Trump	trump	Trump
or	or	or
how	how	how
would	would	would
a	a	a
President	presid	President
Hillary	hillari	Hillary
affect	affect	affect
their	their	their
tax	tax	tax
bill	bill	bill
?	?	?
Everyday	everyday	Everyday
life	life	life
is	is	is
becoming	becom	becoming
increasingly	increas	increasingly
unaffordable	unafford	unaffordable
for	for	for
Americans	american	Americans
,	,	,
and	and	and
they	they	they
deserve	deserv	deserve
the	the	the
kind	kind	kind
of	of	of
relief	relief	relief
that	that	that
he	he	he
laid	laid	laid
very	veri	very
strongly	strong	strongly
out	out	out
in	in	in
his	his	his
speech	speech	speech
.	.	.
Ironically	iron	Ironically
,	,	,
Conway	conway	Conway
then	then	then
talked	talk	talked
about	about	about
transparency	transpar	transparency
If	if	If
we	we	we
want	want	want
transparency	transpar	transparency
,	,	,
if	if	if
we	we	we
want	want	want
specifics	specif	specific
,	,	,
the	the	the
most	most	most
relevant	relev	relevant
thing	thing	thing
that	that	that
people	peopl	people
can	can	can
look	look	look
at	at	at
is	is	is
,	,	,
what	what	what
is	is	is
his	his	his
plan	plan	plan
for	for	for
their	their	their
tax	tax	tax
bill	bill	bill
to	to	to
make	make	make
everyday	everyday	everyday
affordability	afford	affordability
,	,	,
job	job	job
security	secur	security
and	and	and
rebuilding	rebuild	rebuilding
the	the	the
American	american	American
economy	economi	economy
.	.	.
You	you	You
can	can	can
watch	watch	watch
Conway	conway	Conway
crash	crash	crash
and	and	and
burn	burn	burn
below	below	below
,	,	,
following	follow	following
in	in	in
her	her	her
boss	boss	bos
footsteps	footstep	footstep
Featured	featur	Featured
image	imag	image
is	is	is
a	a	a
screenshot	screenshot	screenshot
